"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-197.385412684082,0.104316922051328,-0.000774878432322492,17.7591511637637,-0.358779428662911,-1.20665721537307,0.0691598763619291,-0.00820606157991912,11,-6683.62721424261,13389.2919871707,0,0.999999967443673,0.999999967443673,TRUE
-222.644415712656,0.0929897530779974,-0.000732626227969117,18.4865068740543,-0.373364299472897,-1.16187841384424,0.0667776237069435,NA,10,-6701.87064866795,13423.7725917883,34.4806046175981,3.25560589956345e-08,0.999999999999732,TRUE
35.7680205589382,0.104018047642328,-0.000770607903805608,-0.446004024441193,NA,-1.49638020491159,0.0841954708242049,-0.00864706710316093,10,-6713.57695485941,13447.1852041712,57.89321700051,2.68316663199784e-13,1,TRUE
-278.486891703043,0.104325925204339,-0.000771450648344962,23.5149544926676,-0.471968091257517,0.157178361919329,NA,-0.00756117415063111,10,-6727.45828673519,13474.9478679227,85.6558807520742,2.51224395137986e-19,1,FALSE
19.1126428646725,0.0920240736663571,-0.000725721318520702,-0.459837538890796,NA,-1.4612595276074,0.0823074451692746,NA,9,-6734.15117482054,13486.3279505513,97.0359633806711,8.49001122933883e-22,1,TRUE
-299.490536542513,0.0938521844186927,-0.000732520228136388,24.0230704286761,-0.482216871858734,0.15519287846664,NA,NA,9,-6742.68801116596,13503.4016232422,114.109636071507,1.66497358183564e-25,1,FALSE
25.9558137659784,0.103927057750179,-0.000764430974503807,-0.430270319650425,NA,0.166661209403588,NA,-0.00800521886774376,9,-6782.07029239133,13582.1661856929,192.874198522264,1.31189756505903e-42,1,FALSE
-204.496574826772,0.0465672033192883,NA,17.9234708658141,-0.361917470867547,-1.16743510135913,0.0670352076369292,-0.00537791092924241,10,-6796.62627436908,13613.2838431905,223.991856019846,2.29501989938073e-49,1,TRUE
10.7125835129693,0.0927862562202642,-0.00072297249455256,-0.443323035802366,NA,0.164683998193605,NA,NA,8,-6799.43106139257,13614.8826006008,225.590613430182,1.03185980406907e-49,1,FALSE
-220.596328579598,0.0411546422432081,NA,18.3628453906009,-0.370727716283974,-1.14191008391808,0.0656870554827047,NA,9,-6803.55704848367,13625.1396978776,235.847710706932,6.11392801540678e-52,1,TRUE
30.7874279997284,0.0465873163248584,NA,-0.441127095103228,NA,-1.46198429550479,0.0823141616180304,-0.00586255963494112,9,-6826.64868440989,13671.32296973,282.03098255937,5.72466740976925e-62,1,TRUE
19.4613576182255,0.0406673206492518,NA,-0.449770752846376,NA,-1.44167742828933,0.0812324124087103,NA,8,-6835.01760044909,13686.0556787139,296.763691543221,3.61895474781616e-65,1,TRUE
-284.629003017525,0.0468034375486294,NA,23.6191616053546,-0.473916069011121,0.154682070349566,NA,-0.00473805768642189,9,-6837.73943444774,13693.5044698057,304.212482635068,8.73169824321187e-67,1,FALSE
-297.521393530152,0.0420136044762811,NA,23.9136053184826,-0.479855027474301,0.153761413977486,NA,NA,8,-6843.0457087082,13702.1118952321,312.819908061434,1.18037508937878e-68,1,FALSE
27.129648345616,0.103206796618951,-0.000770245342340368,NA,NA,-1.27158620190006,0.0762490601499187,-0.0107066747959446,9,-6888.85489921623,13795.7353993427,406.443412172061,5.51994092303752e-89,1,TRUE
21.1577343372117,0.0469177790742542,NA,-0.42483995425867,NA,0.164166580891128,NA,-0.00523215738215532,8,-6892.14482676839,13800.3101313525,411.018144181826,5.60459191184022e-90,1,FALSE
11.1480609611525,0.0416077003778214,NA,-0.432734232352278,NA,0.163227515461064,NA,NA,7,-6898.73187974233,13811.47968441,422.187697239358,2.10429375645487e-92,1,FALSE
5.98665519512683,0.0883627325580162,-0.000712051337821441,NA,NA,-1.21341741988772,0.073287425029928,NA,8,-6920.7702433919,13857.5609645995,468.268977428843,2.07340200395873e-102,1,TRUE
-339.234183728891,0.102663424395596,-0.000741101819864105,28.4358547298954,-0.573440850347519,NA,NA,-0.00615420208283523,9,-6928.28587725961,13874.5973554295,485.305368258812,4.14265006514388e-106,1,FALSE
-355.880366575899,0.0941347883830011,-0.000711435280305597,28.8111049306587,-0.58099131576833,NA,NA,NA,8,-6938.23109409225,13892.4826660002,503.190678829551,5.41417644958078e-110,1,FALSE
