"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
7.99992907251306,0.138512486516449,-0.00130964892813663,-0.0569801623932025,NA,-0.414404405697756,0.0218004744011659,-0.00199261231820608,10,-3279.61120106613,6579.25830291556,0,0.384994677632597,0.384994677632597,TRUE
4.14603941952645,0.134428982637665,-0.00127433109813295,-0.0586657816484823,NA,-0.409314016885888,0.0215279339290664,NA,9,-3280.72998884057,6579.48934625675,0.2310433411958,0.342992245577088,0.727986923209685,TRUE
5.89928227048834,0.138506849800574,-0.00130958370106477,0.10677017884746,-0.00322847498571106,-0.411711159000857,0.0216607265933976,-0.00198658606365667,11,-3279.60580424625,6581.25469646378,1.99639354822375,0.141887251082433,0.869874174292118,TRUE
0.773492467613663,0.134439929823043,-0.00127439976608735,0.205707179439718,-0.00521217721144446,-0.404990308529266,0.0213036232533249,NA,10,-3280.7159116178,6581.46772401889,2.20942110333272,0.127551341017639,0.997425515309757,TRUE
7.03264507075895,0.13857876464815,-0.00131084695881361,NA,NA,-0.378688149271443,0.0204106969770997,-0.00234264047993978,9,-3286.1800621058,6590.38949278722,11.1311898716567,0.0014734912339349,0.998899006543692,TRUE
2.44468062672968,0.133748153681168,-0.00126898399391036,NA,NA,-0.371508578873745,0.020044456731265,NA,8,-3287.7173082692,6591.45810756613,12.1998046505714,0.000863576480102678,0.999762583023795,TRUE
1.90949507990749,0.134730499085812,-0.00127531595390642,-0.0532615293751399,NA,0.0170139281938124,NA,NA,8,-3290.26824495511,6596.55998093796,17.3016780224016,6.73663596034436e-05,0.999829949383398,FALSE
5.29700025639151,0.138348469132902,-0.0013066021155282,-0.0516967552111725,NA,0.0172877757727774,NA,-0.00176457077311525,9,-3289.39135533553,6596.81207924669,17.5537763311268,5.93882635361602e-05,0.999889337646934,FALSE
-23.2974645112685,0.134790060857279,-0.00127576140175556,1.93602234095263,-0.0392274748699043,0.016123486622984,NA,NA,9,-3289.4146212482,6596.85861107202,17.6003081564604,5.80224909634679e-05,0.999947360137898,FALSE
-19.234823225968,0.138296650712213,-0.00130608282041831,1.87620274193885,-0.0380179278252712,0.0164166945286583,NA,-0.00171139348036535,10,-3288.58958158191,6597.2150639471,17.9567610315426,4.85504893056219e-05,0.999995910627203,FALSE
-30.8330391049609,0.134730930184241,-0.00127323109502675,2.5653662141719,-0.0520784234466259,NA,NA,NA,8,-3294.45053605326,6604.92456313426,25.6662602187016,1.02824624829713e-06,0.999996938873452,FALSE
-27.3788724796979,0.137812866511149,-0.00129980072871713,2.52285439801979,-0.0512206205339521,NA,NA,-0.0015062813528163,9,-3293.80614621565,6605.64166100693,26.3833580913679,7.18424788930055e-07,0.999997657298241,FALSE
4.57216885391036,0.138420561857322,-0.00130788448319443,NA,NA,0.0247695455599299,NA,-0.00209769420414702,8,-3294.81013462037,6605.64376026846,26.3854573529052,7.17671103781392e-07,0.999998374969345,FALSE
2.68568746734555,0.134646082500606,-0.00127244122190857,-0.077277772437903,NA,NA,NA,NA,7,-3295.97778699274,6605.97384180476,26.715538889197,6.08484003231776e-07,0.999998983453348,FALSE
