"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw"
7.59179868853751,0.143196341138999,-0.00181544841801364,NA,NA,-0.699124200043374,0.0161140017422828,NA,8,-576.980210802843,1170.03923933968,120.389135839788,2.08159828990035e-27,1
-0.584733760110445,0.143073574513339,-0.00181510771736555,NA,NA,0.0272681886377017,NA,NA,7,-578.000213955594,1170.0616970578,120.411593557909,2.05835505779424e-27,1
-0.000743239065247588,0.144071912487566,-0.00181593501397797,NA,NA,NA,NA,NA,6,-579.949152066441,1171.9442308688,122.294127368917,8.0303276926395e-28,1
4.97644164605439,0.154261081046886,-0.00187093667579669,NA,NA,NA,NA,-0.00262486603330362,7,-578.953954257609,1171.96917766183,122.319074161938,7.93078434367289e-28,1
0.1584824883219,0.0543475562292462,NA,0.00403907796872771,-4.40796760746248e-06,NA,NA,NA,7,-611.891092738736,1237.84345462408,188.193351124193,3.93458243241399e-42,1
-4.40965253076543,0.047745821959671,NA,0.00406438381990346,-4.45710336655468e-06,NA,NA,0.00239174925945596,8,-611.453400847733,1238.98561942946,189.335515929569,2.2226992979736e-42,1
0.399373861697247,0.0547725687081627,NA,0.00416248093985676,-4.56684299659627e-06,-0.0122022112580786,NA,NA,8,-611.500302124435,1239.07942198286,189.429318482973,2.12085875666647e-42,1
-4.54467599866229,0.0476408307760393,NA,0.00420168625608569,-4.63511399830386e-06,-0.0134341610535993,NA,0.00260128813235926,9,-610.984645046296,1240.06786621526,190.417762715377,1.29381984669889e-42,1
0.483900467868645,0.0540137004420511,NA,0.00163438200609026,NA,NA,NA,NA,6,-614.482503024468,1241.01093278486,191.360829284971,8.07401413053764e-43,1
1.86314727527073,0.0547868849128344,NA,0.00414763312409171,-4.54753795648283e-06,-0.142004357581435,0.00287940840794261,NA,9,-611.464535489416,1241.0276471015,191.377543601617,8.00681948537605e-43,1
-3.15193044975967,0.0476894965926972,NA,0.00418752246432857,-4.61658007653679e-06,-0.13483030696853,0.00269313398547535,0.0025887945532614,10,-610.953496257682,1242.02754046057,192.377436960682,4.85664045609977e-43,1
-3.84136264908193,0.0477493550386268,NA,0.00163292736504945,NA,NA,NA,0.00226645466221833,7,-614.090699336892,1242.24266782039,192.592564320505,4.36135703193579e-43,1
0.674434580442934,0.05432496502508,NA,0.00166204014767833,NA,-0.00920245299713573,NA,NA,7,-614.259082302293,1242.57943375119,192.929330251307,3.6854782104392e-43,1
-3.93518390221145,0.0476567501148379,NA,0.00166380119222082,NA,-0.0103360747870547,NA,0.00242772049336273,8,-613.811736164532,1243.70229006305,194.052186563167,2.10217418104907e-43,1
2.60979173266376,0.0543462848418353,NA,0.00165636901493118,NA,-0.18097653466354,0.00381012310125744,NA,8,-614.196600207461,1244.47201814891,194.821914649024,1.4306202486254e-43,1
-2.04842101102117,0.0477203428338975,NA,0.00165833718279953,NA,-0.175229031780191,0.00365773360478053,0.00241248618177553,9,-613.754387409593,1245.60735094186,195.957247441971,8.10942355296477e-44,1
-33.3807357434591,NA,NA,0.00408301425953687,-4.48994246525906e-06,NA,NA,0.0176427094523609,7,-626.067067106906,1266.19540336042,216.545299860533,2.74379212211493e-48,1
-33.4554703357133,NA,NA,0.00422623894510838,-4.67447870041134e-06,-0.0143398826452176,NA,0.0178301051142712,8,-625.541276413398,1267.16137056079,217.511267060899,1.6927549499134e-48,1
-32.8902733596114,NA,NA,0.004220220148925,-4.66654210183352e-06,-0.0646804239278158,0.00111689547023634,0.0178314049158393,9,-625.536025805347,1269.17062773337,219.52052423348,6.19854046996297e-49,1
-32.8098064488612,NA,NA,0.00163345525995648,NA,NA,NA,0.0175173379371089,6,-628.685767038563,1269.41746081305,219.767357313161,5.4788614590487e-49,1
-32.850354633446,NA,NA,0.00166698544471038,NA,-0.0113219518489321,NA,0.0176612708643714,7,-628.356422671313,1270.77411448923,221.124010989348,2.78033237062113e-49,1
-31.7791636481523,NA,NA,0.00166380168600786,NA,-0.10691459147073,0.00212068642427969,0.0176642885431259,8,-628.3375271443,1272.75387202259,223.103768522703,1.03323195676711e-49,1
9.03355913230097,0.0524741127415557,NA,NA,NA,-0.752622318850805,0.0174620046492791,NA,7,-675.993665635926,1366.04860041846,316.398496918573,5.69514732982832e-70,1
0.158124089121639,0.0523482706068057,NA,NA,NA,0.0352076558652775,NA,NA,6,-677.196791473011,1366.43950968194,316.789406182057,4.68403461075937e-70,1
3.74601841604561,0.0448382754237744,NA,NA,NA,-0.747379470306314,0.017311357575775,0.00274898752178886,8,-675.423519823928,1366.92585738185,317.27575388196,3.67291632290556e-70,1
-5.18431396195381,0.0445134587224385,NA,NA,NA,0.0335845054447338,NA,0.00281877616732092,7,-676.600743287745,1367.2627557221,317.612652222211,3.10351957664556e-70,1
0.914764003319806,0.0535135239911252,NA,NA,NA,NA,NA,NA,5,-680.410360656077,1370.8535081974,321.203404697512,5.15385856530684e-71,1
-5.74742526961857,0.0437427808264575,NA,NA,NA,NA,NA,0.00349225784687632,6,-679.476012835828,1370.99795240758,321.347848907691,4.7947595688829e-71,1
-32.1888535273556,NA,NA,NA,NA,0.0320055171638822,NA,0.0170536449126896,6,-690.049193434068,1392.14431360406,342.49421010417,1.22713641690133e-75,1
-24.2224450345024,NA,NA,NA,NA,-0.680472743125864,0.0157950331301212,0.0170846815961317,7,-689.086542100197,1392.234353347,342.584249847116,1.17311601264889e-75,1
-32.276422352123,NA,NA,NA,NA,NA,NA,0.0174590983816778,5,-692.620260375056,1395.27330763536,345.623204135471,2.56708603244954e-76,1
1.50869257830771,NA,NA,0.0037556957631706,-3.75627579464761e-06,NA,NA,NA,6,-741.279039720454,1494.60400617683,444.953902676941,6.9191587287203e-98,1
1.43009389906529,NA,NA,0.00371073066813992,-3.6961903311968e-06,0.003859107895195,NA,NA,7,-741.239895246831,1496.54105964027,446.890956140384,2.62680284794988e-98,1
1.77930718737091,NA,NA,0.00170696426010537,NA,NA,NA,NA,5,-743.254568632945,1496.54192415114,446.891820651249,2.62566764351516e-98,1
1.63000358900371,NA,NA,0.00168501376568263,NA,0.00694783456106895,NA,NA,6,-743.126469613642,1498.29886596321,448.648762463319,1.09074865296245e-98,1
2.67720083414362,NA,NA,0.00369996029292725,-3.68283088016877e-06,-0.106669561518443,0.00245056650796531,NA,8,-741.212847791961,1498.50451331791,448.854409818026,9.84167296810598e-99,1
3.18864962476884,NA,NA,0.00168069840510449,NA,-0.131286673589217,0.00306454935895117,NA,7,-743.08430775792,1500.22988466245,450.579781162562,4.15345302057499e-99,1
9.03067766574823,NA,NA,NA,NA,-0.662044880445906,0.0159778839028979,NA,6,-809.717984687068,1631.48189611006,581.83179261017,1.31037967237005e-127,1
0.89528893563557,NA,NA,NA,NA,0.0593407520186844,NA,NA,5,-810.763956715015,1631.56070031527,581.910596815388,1.2597519277597e-127,1
2.21869039999871,NA,NA,NA,NA,NA,NA,NA,4,-820.116175007466,1648.25419600073,598.604092500846,2.98771041954099e-131,1
