"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw"
33.4624491624775,0.182981139975173,-0.00210115908453545,0.00884293931988237,-1.0512239115684e-05,0.0634919338272018,NA,-0.0183850464306963,10,-568.484187634349,1157.26170860203,0,0.391365552183892,0.391365552183892
52.6935163629888,0.18406711325267,-0.0021155657870587,0.00884419010645077,-1.05436428523673e-05,-1.6607610351284,0.0378671295582843,-0.0182022243652576,11,-567.557307493503,1157.46708494695,0.205376344919614,0.353171532558059,0.744537084741951
32.5306983567177,0.182548010399292,-0.00209757087284261,0.00997159936715111,-1.21672293511077e-05,NA,NA,-0.0172830581698069,9,-570.468010632309,1159.17570169072,1.91399308868449,0.150301833399695,0.894838918141646
35.1003084304893,0.182966733206599,-0.00209492457185934,0.00302616714338872,NA,0.07893421591871,NA,-0.0189976151789799,9,-571.550953772881,1161.34158797186,4.07987936982863,0.0508918276850742,0.94573074582672
54.0243054828476,0.183985566934435,-0.00210873647470815,0.0030101391099823,NA,-1.61935949944024,0.037299741720164,-0.0188076675202267,10,-570.65995459083,1161.61324251499,4.3515339129608,0.0444282302047048,0.990158976031424
34.1777313092434,0.182303452971879,-0.00208849332287221,0.00330072724593202,NA,NA,NA,-0.0176704872522515,8,-574.696690084882,1165.58486953147,8.3231609294337,0.00609861425815631,0.996257590289581
19.7037370971527,0.141786215780538,-0.00186405052845652,0.00937479880045322,-1.14323074684931e-05,-1.84769011330848,0.0417174729066482,NA,10,-574.157154157636,1168.6076416486,11.3459330465726,0.00134537867477073,0.997602968964352
-1.86484883312503,0.14009027191137,-0.00184577478967858,0.00939177439715843,-1.14297821693391e-05,0.0515243384454793,NA,NA,9,-575.268729751497,1168.77713992909,11.5154313270609,0.0012360568779856,0.998839025842337
-0.891546833996891,0.141839588544687,-0.0018547287786383,0.0102869209757645,-1.27372033985837e-05,NA,NA,NA,8,-576.569906506299,1169.3313023743,12.0695937722678,0.000936922372676449,0.999775948215014
20.0778104636304,0.140245862393993,-0.00184799445075091,0.00305048597205006,NA,-1.81991163952144,0.0414639309721874,NA,9,-577.765412575782,1173.77050557766,16.50879697563,0.000101798852348448,0.999877747067362
-1.35861086203469,0.138592287674811,-0.0018300375781824,0.00306892733023245,NA,0.0676669461025938,NA,NA,8,-578.853134680247,1173.8977587222,16.6360501201632,9.55234969128113e-05,0.999973270564275
0.0476913123244593,0.140692757431708,-0.00183969850445214,0.00330236909654986,NA,NA,NA,NA,7,-581.148117009631,1176.44497239908,19.1832637970433,2.67294357250851e-05,1
36.8928835193306,0.0517899870876762,NA,0.0087169433776712,-1.03234953525325e-05,-1.80677617478573,0.041054461719698,-0.00860689740369929,10,-608.974159742384,1238.2416528181,80.9799442160693,1.01861751060013e-18,1
20.7926322494101,0.0402820072453848,NA,0.00888360579224173,-1.05862014222988e-05,-1.86203669114359,0.0421751874475386,NA,9,-610.023058121161,1238.28579666842,81.0240880663882,9.96380965559587e-19,1
15.9981525493811,0.0512749082407151,NA,0.0086676297528981,-1.02115332387222e-05,0.0638036578311674,NA,-0.0087928312298325,9,-610.082440141211,1238.40456070852,81.1428521064886,9.38936319869688e-19,1
-1.03575819876355,0.0393277556152842,NA,0.0088420335773947,-1.04862960477838e-05,0.0594136203390165,NA,NA,8,-611.182297691431,1238.55608474456,81.2943761425329,8.70428519836594e-19,1
57.5774942497264,0.181587556631524,-0.00207745295041809,NA,NA,-1.86366138502932,0.044728159775167,-0.0193167392228009,9,-610.353714596257,1238.94710961861,81.6854010165803,7.15851830496092e-19,1
34.9284019673105,0.180477573211878,-0.0020614467769427,NA,NA,0.172982036184278,NA,-0.0195669259456769,8,-611.481807388538,1239.15510413878,81.8933955367454,6.45145546491464e-19,1
0.0855902406796168,0.0406136259098316,NA,0.00995726283156253,-1.21324845071015e-05,NA,NA,NA,7,-612.910662534893,1239.9700634496,82.7083548475675,4.29231452347836e-19,1
14.9184008496821,0.050989271179914,NA,0.00988120788222373,-1.20054604984205e-05,NA,NA,-0.00761882106250001,8,-612.074267830177,1240.34002502206,83.0783164200236,3.56742953122258e-19,1
17.3795281480197,0.0513033111357685,NA,0.00301508274098884,NA,0.0804738629645043,NA,-0.00929776179408572,8,-613.04042425418,1242.27233787006,85.0106292680309,1.35755989470752e-19,1
37.5374769212848,0.0517602254204308,NA,0.00300273783450784,NA,-1.72486367624061,0.0396276473368526,-0.00911086678819168,9,-612.017973911546,1242.27562824919,85.0139196471578,1.35532828754878e-19,1
20.5349737187005,0.039491089472973,NA,0.00302547204189985,NA,-1.78518929370289,0.0408610056578411,NA,8,-613.199858161295,1242.59120568429,85.3294970822596,1.15749129458118e-19,1
-0.616447328067995,0.0386011468561624,NA,0.00303894565853264,NA,0.0761578505191872,NA,NA,7,-614.276939568909,1242.70261751763,85.4409089155997,1.09477522628687e-19,1
0.97745604842767,0.0401266077515674,NA,0.0033124320874279,NA,NA,NA,NA,6,-617.208378406583,1246.52816264871,89.2664540466769,1.61665887527992e-20,1
16.2242503672371,0.0508565443460948,NA,0.0033062410342417,NA,NA,NA,-0.00783723271131693,7,-616.316873953734,1246.78248628728,89.5207776852494,1.42361552147447e-20,1
23.1177199871175,0.136419081686867,-0.00180935388195648,NA,NA,-2.10274027933871,0.0497113553642739,NA,8,-617.849237869118,1251.88996509994,94.6282564979062,1.10743381921435e-21,1
-2.58138392047286,0.134517316834899,-0.00178799705662993,NA,NA,0.160381386046337,NA,NA,7,-619.223201002608,1252.59514038503,95.3334317829986,7.7837864862419e-22,1
-32.8434729149959,NA,NA,0.00897820081324995,-1.06900382871172e-05,0.0623279477473797,NA,0.0165808521906297,8,-619.509568847605,1255.21062705691,97.9489184548809,2.10496655519835e-22,1
-13.0844719893462,NA,NA,0.00900967466969681,-1.07696525188434e-05,-1.73901589260491,0.0395417479009988,0.0169497419258167,9,-618.522566266888,1255.28481295987,98.0231043578419,2.02831749107619e-22,1
-33.5909671763246,NA,NA,0.0101447738374814,-1.24122952601641e-05,NA,NA,0.017569997271794,7,-621.345016797402,1256.83877197462,99.5770633725851,9.3260560913685e-23,1
-31.5231119498159,NA,NA,0.0030615435508683,NA,0.0793451864808613,NA,0.0161205043094609,7,-622.62106079835,1259.39085997651,102.129151374483,2.6032696481206e-23,1
-12.3320684307922,NA,NA,0.00304915056884389,NA,-1.66867066084226,0.0383750502479851,0.0164718329294691,8,-621.700079901687,1259.59164916508,102.329940563045,2.35460648926632e-23,1
