"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
76.4235389188948,-0.462670339935104,0.000659707414810375,-0.429561548457057,0.489159049382541,1.39696671742416,-0.103557858034633,10,-6224.22942289569,12468.4997379847,0,0.816501043989606,0.816501043989606,TRUE
75.69150224818,-0.462338781601378,0.000658355757973869,0.566050179135559,NA,1.46951774550989,-0.107978243642773,9,-6226.72596268958,12471.4853764106,2.98563842587828,0.18349895599651,0.999999999986117,FALSE
80.7398583912273,-0.461649577255213,0.000659333257026033,-0.799746097757273,0.707612229326159,0.0268453474633343,NA,9,-6250.54425711632,12519.121965264,50.6222272793639,8.30768000091083e-12,0.999999999994424,TRUE
80.4087472656311,-0.458191038172736,0.000655071504294548,-1.14203599611262,0.875592814079709,NA,NA,8,-6252.1661146003,12520.3589850534,51.8592470687545,4.47573459514484e-12,0.9999999999989,TRUE
3.7193657235678,-0.0238756248270568,NA,-0.410427218973751,0.482677603743827,1.36842815673677,-0.101726004248915,9,-6252.938035002,12523.9095210354,55.4097830507199,7.58359677439263e-13,0.999999999999658,TRUE
3.14529088389513,-0.0244387535941147,NA,0.571656194555832,NA,1.43997743998055,-0.106075587157993,8,-6255.35705926136,12526.7408743756,58.2411363908795,1.84100372485306e-13,0.999999999999843,FALSE
79.934686485803,-0.461112097581513,0.000657337506670023,0.644912071631327,NA,0.0476639591325775,NA,8,-6255.83187567775,12527.6905072083,59.1907692236673,1.14510290820834e-13,0.999999999999957,FALSE
-0.24152222850458,NA,-3.56228998881539e-05,-0.424312693124254,0.490143423198235,1.36220618251208,-0.101329810561441,9,-6256.02882666524,12530.0911043619,61.5913663772044,3.44795404727973e-14,0.999999999999992,TRUE
-0.919012855430249,NA,-3.64830366458974e-05,0.572937983453534,NA,1.43477535054622,-0.105739821378564,8,-6258.52217058011,12533.0710970131,64.5713590283885,7.77077415107556e-15,0.999999999999999,FALSE
78.8079956992353,-0.453365595717229,0.000647117949050767,0.646150209010044,NA,NA,NA,7,-6262.09445415642,12538.2097145547,69.709976570035,5.95151682077538e-16,1,FALSE
7.99373708215302,-0.0230989781133271,NA,-0.773659348839954,0.697664061732647,0.0224595058746293,NA,8,-6278.34609190256,12572.718939658,104.219201673277,1.91004960756368e-23,1,TRUE
8.11071926162887,-0.0225750683225722,NA,-1.06243681459011,0.839408653344377,NA,NA,7,-6279.47662415662,12572.9740545551,104.474316570444,1.68130750194613e-23,1,TRUE
4.1441032423138,NA,-3.44587640878959e-05,-0.785742629375139,0.704151745543403,0.0214951399227606,NA,8,-6281.2440694265,12578.5148947058,110.015156721154,1.05309851293824e-24,1,TRUE
4.33951638536847,NA,-3.37062729306445e-05,-1.06235404464783,0.839920282849148,NA,NA,7,-6282.27978567887,12578.5803775996,110.080639614936,1.01917689560557e-24,1,TRUE
7.41746784592847,-0.023881329217816,NA,0.650266994911179,NA,0.0431522446368718,NA,7,-6283.46223059604,12580.945267434,112.445529449282,3.12406648028933e-25,1,FALSE
76.3163001711877,-0.46910829724086,0.000666563144600665,NA,NA,1.85710323246963,-0.137345782961705,8,-6282.90138943802,12581.8295347289,113.329796744194,2.00772424617533e-25,1,FALSE
3.43151905023956,NA,-3.56463996218601e-05,0.651397339378354,NA,0.0423846950716185,NA,7,-6286.45347736575,12586.9277609734,118.428022988695,1.56905548362908e-26,1,FALSE
7.41771053011454,-0.0230196387971316,NA,0.65134952975046,NA,NA,NA,6,-6288.5922706089,12589.2001430009,120.70040501619,5.0372883665492e-27,1,FALSE
3.57260264571529,NA,-3.4377630648287e-05,0.652432158934271,NA,NA,NA,6,-6291.4044282968,12594.8244583767,126.324720391987,3.02616251423107e-28,1,FALSE
2.85609297246481,-0.025774065029958,NA,NA,NA,1.83426753484557,-0.135950754547269,7,-6312.17039499395,12638.3615962298,169.861858245104,1.0639540780611e-37,1,FALSE
-1.4315905290554,NA,-3.84922112536478e-05,NA,NA,1.83009483491527,-0.13569500537303,7,-6315.54522485168,12645.1112559452,176.611517960564,3.64127013339132e-39,1,FALSE
82.0974465590953,-0.469076386831997,0.000667226195812495,NA,NA,0.0491058966615789,NA,7,-6330.5488229798,12675.1184522015,206.618714216793,1.10987232743358e-45,1,FALSE
80.9657114750519,-0.461261760139852,0.000656945473915905,NA,NA,NA,NA,6,-6336.98656603994,12685.9887338629,217.488995878257,4.83973243235378e-48,1,FALSE
8.50176515107061,-0.025290961324074,NA,NA,NA,0.0445586362714202,NA,6,-6358.88942639199,12729.794454567,261.294716582355,1.48775001485263e-57,1,FALSE
4.28323836704285,NA,-3.77654650445964e-05,NA,NA,0.0437574577416439,NA,6,-6362.0948997518,12736.2054012867,267.705663301973,6.03129500294421e-59,1,FALSE
8.5034973325646,-0.0244023549186938,NA,NA,NA,NA,NA,5,-6364.18412241374,12738.3793868888,269.879648904072,2.03392809739644e-59,1,FALSE
4.43010362879205,NA,-3.64571053644252e-05,NA,NA,NA,NA,5,-6367.20218273691,12744.4155075351,275.915769550415,9.94508848271648e-61,1,FALSE
-1.67604932883733,NA,NA,-1.85166267098547,1.24093282039896,0.894369853665952,-0.0713632942013424,8,-6431.08086371696,12878.1884832868,409.688745302094,8.89561652796814e-90,1,TRUE
1.47273718185808,NA,NA,-2.06896369168057,1.37456844383654,-0.0485075642579081,NA,7,-6443.8117874601,12901.6443811621,433.144643177397,7.17451495865335e-95,1,TRUE
-3.54964874297672,NA,NA,0.672561234336986,NA,1.05483141919906,-0.0807803335122201,7,-6447.08592654158,12908.192659325,439.692921340351,2.71551376980121e-96,1,FALSE
0.841184460970285,NA,NA,-1.43170670730916,1.06264752368758,NA,NA,6,-6449.21795477626,12910.4515113356,441.951773350904,8.7770490934416e-97,1,TRUE
-0.219048141962734,NA,NA,0.735836803981878,NA,NA,NA,5,-6463.83103431186,12937.673210685,469.173472700324,1.07703947180347e-102,1,FALSE
-0.165370453166005,NA,NA,0.735772981829514,NA,-0.00814279069951289,NA,6,-6463.64492502122,12939.3054518255,470.805713840817,4.76206105854983e-103,1,FALSE
-4.39784833087609,NA,NA,NA,NA,1.51869516166898,-0.116089118853541,6,-6523.29606059725,13058.6077229776,590.107984992877,5.91065947706394e-129,1,FALSE
0.495309257343074,NA,NA,NA,NA,NA,NA,4,-6558.17210005271,13124.3516267671,655.851888782465,3.12988674114369e-143,1,FALSE
0.557206287871361,NA,NA,NA,NA,-0.00940074583256581,NA,5,-6557.93333828436,13125.87781863,657.378080645325,1.45921830897623e-143,1,FALSE
