"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
28.1055925222354,-0.15640953554178,0.000223939976817211,0.281078994123505,-0.171054046405104,-0.275078304454265,0.0183641649108595,10,-3301.61439453671,6623.27328745529,0,0.639753282641453,0.639753282641453,TRUE
27.4743019651109,-0.152135773436504,0.000217829078059749,-0.0502022872552675,NA,-0.258833448151172,0.0168811547983551,9,-3303.88282329255,6625.80204698956,2.52875953426701,0.180675542361111,0.820428825002565,TRUE
28.0438231145339,-0.155642637748515,0.000223222828813054,NA,NA,-0.275745158576821,0.0182858616062282,8,-3305.63387132193,6627.29685707977,4.02356962448357,0.0855668373473157,0.90599566234988,TRUE
28.9639218937264,-0.166268030157578,0.000239096791329432,0.229035716811566,-0.148381833277753,-0.0353777525828582,NA,9,-3305.33416564103,6628.70473168651,5.43144423121703,0.0423242619655441,0.948319924315425,FALSE
28.3487343609229,-0.161817307188512,0.000232657378943977,-0.0577601834247679,NA,-0.0381068629299373,NA,8,-3307.05719595719,6630.14350635028,6.87021889499556,0.0206140557000509,0.968933980015475,FALSE
3.62129934295388,-0.0078597829834075,NA,0.256942293885526,-0.160421319036648,-0.295941639689387,0.0200207402206189,9,-3306.73900137529,6631.51440315503,8.24111569974048,0.0103866856114828,0.979320665626958,TRUE
2.30956956398168,NA,-1.17038164397046e-05,0.254687136407839,-0.159311818201839,-0.296594645695617,0.020065981190024,9,-3307.28031106365,6632.59702253175,9.32373507646116,0.00604490076525437,0.985365566392213,TRUE
29.0958837157594,-0.166834354548416,0.000240367549492202,NA,NA,-0.0364112916855312,NA,7,-3309.40122197131,6632.82508392645,9.5517964711662,0.00539344523328703,0.9907590116255,FALSE
3.65653939498751,-0.00765457493631584,NA,-0.0536415404204558,NA,-0.280180922988078,0.0185875386622451,8,-3308.74319570684,6633.51550584959,10.2422183943036,0.00381894195455576,0.994577953580055,TRUE
2.37862123426881,NA,-1.14004858192332e-05,-0.0537444976869736,NA,-0.280926987324793,0.0186415168569666,8,-3309.25770831852,6634.54453107294,11.2712436176498,0.00228293249219907,0.996860886072254,TRUE
3.6351231883109,-0.00757935019711258,NA,NA,NA,-0.298882961409423,0.0201389618559582,7,-3310.75157429237,6635.52578856857,12.2525011132793,0.00139770562017693,0.998258591692431,TRUE
2.36920698405882,NA,-1.12834553055629e-05,NA,NA,-0.299645622142741,0.0201942136713047,7,-3311.27417469036,6636.57098936456,13.2977019092696,0.000828806679326521,0.999087398371758,TRUE
2.74334323518282,-0.0076397193456008,NA,0.198056905269801,-0.134761473727841,-0.0345613278223332,NA,8,-3311.20151901932,6638.43215247454,15.1588650192552,0.00032681863222496,0.999414217003983,FALSE
2.82677800358485,-0.00747897446082347,NA,-0.0622867893132349,NA,-0.0370689186726007,NA,7,-3312.63038147288,6639.28340292958,16.0101154742924,0.000213530600014688,0.999627747603998,FALSE
1.4649845732107,NA,-1.13604408950477e-05,0.195652907871646,-0.133579316720941,-0.0346316537810911,NA,8,-3311.76310488227,6639.55532420045,16.2820367451623,0.000186385947891086,0.999814133551889,FALSE
1.57445697373489,NA,-1.11242793890387e-05,-0.0624037530048121,NA,-0.0371162966814113,NA,7,-3313.16761937529,6640.3578787344,17.0845912791165,0.00012477875955566,0.999938912311444,FALSE
2.72013466071025,-0.00737342273552292,NA,NA,NA,-0.0351980798535351,NA,6,-3315.37161131087,6642.76019917792,19.4869117226272,3.75390612365154e-05,0.999976451372681,FALSE
1.48458378346557,NA,-1.09598097223264e-05,NA,NA,-0.0352462482621103,NA,6,-3315.91957861574,6643.85613378767,20.5828463323787,2.17022234612865e-05,0.999998153596142,FALSE
27.7888046142304,-0.160181163422093,0.000228583816386063,0.385866832325108,-0.222695486886045,NA,NA,8,-3316.47992195655,6648.988958349,25.7156708937164,1.66696138358153e-06,0.999999820557526,FALSE
26.6981896009077,-0.15256732191649,0.000217365341058028,-0.0429839733638802,NA,NA,NA,7,-3320.48818413058,6654.99900824499,31.7257207897028,8.25771302968644e-08,0.999999903134656,FALSE
27.3136937801883,-0.156640528883973,0.0002236616039629,NA,NA,NA,NA,6,-3321.79157842413,6655.60013340444,32.3268459491528,6.11402368007858e-08,0.999999964274893,FALSE
2.72343664314809,-0.00851364956561933,NA,0.352689128881943,-0.208010806025456,NA,NA,7,-3321.88128973919,6657.78521946221,34.511932006918,2.05041470470522e-08,0.99999998477904,FALSE
1.30091067339537,NA,-1.26859549062906e-05,0.350435206901929,-0.206909711886351,NA,NA,7,-3322.48729745464,6658.9972348931,35.7239474378121,1.11855128470773e-08,0.999999995964553,FALSE
2.85532969860755,-0.00835757997631728,NA,-0.0476442052558445,NA,NA,NA,6,-3325.39976869631,6662.8165139488,39.5432264935089,1.65695224416486e-09,0.999999997621505,FALSE
1.45852313348851,NA,-1.24589092314583e-05,-0.047778094766481,NA,NA,NA,6,-3325.97000262337,6663.95698180292,40.683694347631,9.36829469386505e-10,0.999999998558334,FALSE
2.77170096566172,-0.00824167473609726,NA,NA,NA,NA,NA,5,-3327.0108936963,6664.03391105394,40.7606235986477,9.0147890617227e-10,0.999999999459813,FALSE
1.39343939244111,NA,-1.22796124068931e-05,NA,NA,NA,NA,5,-3327.59038011536,6665.19288389207,41.9195964367773,5.04995856714582e-10,0.999999999964809,FALSE
1.00097658261447,NA,NA,0.183095328760027,-0.119601418611901,-0.264148360059164,0.0170291964352979,8,-3328.20511270219,6672.43933984029,49.1660523849987,1.34815522455996e-11,0.999999999978291,TRUE
1.07895595596139,NA,NA,-0.0484858873905618,NA,-0.252954303373546,0.0160090960765991,7,-3329.33401105078,6672.6906620854,49.4173746301067,1.18895650402325e-11,0.99999999999018,TRUE
1.08266652861222,NA,NA,NA,NA,-0.270132577803017,0.0174350967710929,6,-3330.99068796069,6673.99835247757,50.7250650222786,6.18307630727922e-12,0.999999999996363,TRUE
0.413153046183177,NA,NA,-0.0560845112186271,NA,-0.0434226989552835,NA,6,-3332.25632151193,6676.52961958005,53.256332124759,1.74400184033691e-12,0.999999999998107,FALSE
0.313833109986609,NA,NA,0.134565024817451,-0.098668113592214,-0.0416436572120084,NA,7,-3331.48086332992,6676.98436664368,53.711079188387,1.38931226165274e-12,0.999999999999497,FALSE
0.347931002102859,NA,NA,NA,NA,-0.0416798441190207,NA,5,-3334.50127575805,6679.01467517744,55.7413877221497,5.03412473556201e-13,1,FALSE
