"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
76.9896287980116,-0.438378681743182,0.000619099994305385,-0.547637595247661,0.349205305731039,0.0762536198089193,NA,9,-789.676508424544,1597.42444542052,0,0.59125425440198,0.59125425440198,TRUE
77.5240488203752,-0.439256963342853,0.000620581968066417,-0.597328831420884,0.377718481439587,-0.0406366109799341,0.0087259724044764,10,-789.19102433741,1598.46938491936,1.044939498845,0.350645725946439,0.941899980348418,TRUE
77.6523261026729,-0.444398455653388,0.00062735312837251,0.160262579516596,NA,0.088311610909945,NA,8,-793.333876151591,1602.72487249358,5.30042707306438,0.0417639112276253,0.983663891576044,FALSE
77.8687855615797,-0.444904544394982,0.000628149343654597,0.163239495643165,NA,0.0458042195932477,0.00320011529311055,9,-793.265424375993,1604.60227732341,7.17783190289629,0.0163353289719984,0.999999220548042,FALSE
77.7688981801549,-0.444011549927459,0.000626529238902584,NA,NA,0.0883003390968435,NA,7,-805.649063856087,1625.34253691122,27.9180914907054,5.12197835566361e-07,0.999999732745878,FALSE
77.2731964746346,-0.442832453076851,0.000624688704742982,NA,NA,0.18217989067544,-0.00706739848070373,8,-805.293234524243,1626.64358923889,29.21914381837,2.67250062606067e-07,0.99999999999594,FALSE
7.86990796556516,-0.0239701776128318,NA,-0.600804638254264,0.369634561999619,0.0703435488744874,NA,8,-816.881725711438,1649.82057161328,52.3961261927589,2.47799279583549e-12,0.999999999998418,TRUE
8.15914179231859,-0.0238811877409396,NA,-0.639987429860366,0.392136390316306,-0.0212513284655215,0.00683466383694673,9,-816.581084249613,1651.23359707065,53.8091516501372,1.22254670637885e-12,0.999999999999641,TRUE
3.84776718249593,NA,-3.55580240940307e-05,-0.607656336461212,0.372492940675878,0.0697967881093585,NA,8,-819.810564046028,1655.67824828246,58.2538028619392,1.32471273791135e-13,0.999999999999773,TRUE
7.59214442007609,-0.0244846657199342,NA,0.148034279335713,NA,0.0831349476468193,NA,7,-820.99733020858,1656.03906961621,58.614624195691,1.10603878188525e-13,0.999999999999884,FALSE
4.15140660789311,NA,-3.5424796587641e-05,-0.646806770352138,0.394980579860019,-0.0216735429288705,0.00682518984236608,9,-819.510476769141,1657.09238210971,59.6679366891931,6.53200417144027e-14,0.999999999999949,TRUE
7.63544612644524,-0.0244754928866458,NA,0.149053518235284,NA,0.0686942330801785,0.00108676086748386,8,-820.989354281483,1658.03582875337,60.61138333285,4.07548799091822e-14,0.99999999999999,FALSE
3.48069814879549,NA,-3.63268162148923e-05,0.146920122279432,NA,0.082690929864757,NA,7,-823.992454419355,1662.02931803776,64.6048726172401,5.53355763708098e-15,0.999999999999995,FALSE
71.8045049957284,-0.402912104839217,0.000568659562408914,-1.60376008042612,0.871160277273044,NA,NA,8,-823.769472811627,1663.59606581365,66.1716203931364,2.52807224738393e-15,0.999999999999998,TRUE
3.52334498017456,NA,-3.63136564598158e-05,0.147891186437208,NA,0.0689501490737068,0.00103406591277477,8,-823.985225624507,1664.02757143941,66.6031260188965,2.0374606271875e-15,1,FALSE
7.77061746575965,-0.0245983138687122,NA,NA,NA,0.0834627721511579,NA,6,-831.594729682022,1675.22275306202,77.7983076415057,7.55242504381286e-18,1,FALSE
7.42935851043543,-0.0246628727410098,NA,NA,NA,0.194134237458421,-0.00832988315402033,7,-831.095747529957,1676.23590425896,78.8114588384458,4.55075480800671e-18,1,FALSE
3.63816755018636,NA,-3.64891960782348e-05,NA,NA,0.0830456969175074,NA,6,-834.439053770996,1680.91140123997,83.4869558194532,4.39351554251924e-19,1,FALSE
3.28677793508817,NA,-3.65867947322389e-05,NA,NA,0.193556571696175,-0.00831775732149777,7,-833.940994921558,1681.92639904216,84.5019536216466,2.64489353337384e-19,1,FALSE
8.30136264507147,-0.0224358064245882,NA,-1.58203079976054,0.855706242460217,NA,NA,7,-846.17136480617,1706.38713881139,108.96269339087,1.29070217607952e-24,1,TRUE
4.53333798464705,NA,-3.3312164311285e-05,-1.581866092856,0.855198449258856,NA,NA,7,-848.669181841608,1711.38277288227,113.958327461748,1.06178818139701e-25,1,TRUE
71.2717995983697,-0.40414032508216,0.000569381044276833,0.164122355616643,NA,NA,NA,7,-852.638963421156,1719.32233604136,121.897890620844,2.00439657792671e-27,1,FALSE
71.2781435706399,-0.403045078850533,0.000567458881004992,NA,NA,NA,NA,6,-865.043787358503,1742.12086841499,144.696422994468,2.24566644584829e-32,1,FALSE
7.69960510915508,-0.0231687817907318,NA,0.154198103632663,NA,NA,NA,6,-874.217132501078,1760.46755870013,163.043113279617,2.33030128102964e-36,1,FALSE
3.80973783736953,NA,-3.44070200304695e-05,0.153285742880186,NA,NA,NA,6,-876.701829522354,1765.43695274269,168.01250732217,1.94232485818618e-37,1,FALSE
7.89505095635567,-0.0233094772523717,NA,NA,NA,NA,NA,5,-885.246110605077,1780.51599300096,183.091547580445,1.03264222643838e-40,1,FALSE
3.9801107519252,NA,-3.46104932098175e-05,NA,NA,NA,NA,5,-887.606949266628,1785.23767032406,187.813224903548,9.74205723437738e-42,1,FALSE
0.116027219528138,NA,NA,-0.799169857334852,0.449548958141341,0.0603399849911059,NA,7,-948.548387229293,1911.14118365763,313.716738237116,4.45707693058193e-69,1,TRUE
0.672995187145516,NA,NA,-0.869374277638115,0.490030842919342,-0.0993046719001409,0.011897214712422,8,-947.585314571531,1911.22774933346,313.803303912945,4.26827735680197e-69,1,TRUE
-0.431170642234283,NA,NA,0.110059114593736,NA,0.0764654973997825,NA,6,-954.858927219211,1921.7511481364,324.326702715884,2.21373492646054e-71,1,FALSE
-0.23243100544257,NA,NA,0.114629973102127,NA,0.0145431258718249,0.0046568872930879,7,-954.703348577767,1923.45110635458,326.026660934064,9.46203129783399e-72,1,FALSE
-0.32947857221061,NA,NA,NA,NA,0.0771702521845212,NA,5,-961.009310254965,1932.04239230074,334.617946880222,1.28946732257469e-73,1,FALSE
-0.450756520377087,NA,NA,NA,NA,0.114152944148802,-0.00278259352407427,6,-960.950075254485,1933.93344420695,336.508998786432,5.00926072709795e-74,1,FALSE
0.928678364664117,NA,NA,-1.66189832966566,0.879063235662982,NA,NA,6,-970.336703479949,1952.70670065788,355.28225523736,4.19964707190421e-78,1,TRUE
0.0620554733528303,NA,NA,0.120216573478841,NA,NA,NA,5,-1001.35777527554,2012.73932234189,415.314876921369,3.86629180660793e-91,1,FALSE
0.178139851693699,NA,NA,NA,NA,NA,NA,4,-1008.31923490029,2024.65431138474,427.229865964218,9.99971523146899e-94,1,FALSE
