"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-41.7572259239773,0.0476095516252539,NA,0.00326176928794508,-1.29698853105702e-05,3.95662516087099,-0.113408944533507,9,-504.50260950302,1027.18290903566,0,0.638473551399069,0.638473551399069,FALSE
-41.6787513816179,0.0422861777489938,7.52924145135589e-05,0.00326453619893874,-1.29894373442207e-05,3.95739126799923,-0.11343163636743,10,-504.489980030905,1029.19735136616,2.01444233050302,0.23319128591318,0.871664837312249,FALSE
-47.4813512147806,0.0479332476769355,NA,0.000434325225982323,NA,4.6164793249782,-0.132037604950895,8,-508.113245010464,1032.36850185525,5.18559281959233,0.0477645552178459,0.919429392530094,FALSE
-52.335415049312,0.0475856015279637,NA,NA,NA,5.18122454539357,-0.148229403411213,7,-509.160081735668,1032.43050829892,5.24759926326669,0.0463064203505554,0.96573581288065,FALSE
-47.4426101369196,0.0449907001440101,4.16192691443166e-05,0.000433503981507895,NA,4.61743870399467,-0.132065281981492,9,-508.109346482931,1034.39638299548,7.21347395982139,0.0173283393101876,0.983064152190838,FALSE
-52.2633973251971,0.0431600616001104,6.26122828693283e-05,NA,NA,5.181068460903,-0.148225178415464,8,-509.151280902538,1034.4445736394,7.26166460374088,0.016915797518549,0.999979949709387,FALSE
-6.59635448401412,0.0490407413402106,NA,0.00548468677238919,-1.99490364991571e-05,-0.0510604300460067,NA,8,-516.243685233301,1048.62938230092,21.4464732652655,1.40637265562648e-05,0.999994013435943,FALSE
-6.53076709196548,0.0449605662576904,5.76918390970259e-05,0.0054871421017905,-1.99650800567641e-05,-0.0510884400585615,NA,9,-516.2361950256,1050.65008008081,23.4671710451594,5.1204893363628e-06,0.999999133925279,FALSE
-7.47552448786996,0.0476467331378108,NA,0.00565819376071563,-1.95138173434112e-05,NA,NA,7,-520.533456701075,1055.17725822974,27.9943491940817,5.32411247597453e-07,0.999999666336527,FALSE
-7.4328609828314,0.0449725225635994,3.78059448426427e-05,0.00565989209505431,-1.95243328449195e-05,NA,NA,8,-520.53016808446,1057.20234800324,30.0194389675839,1.93421418832577e-07,0.999999859757946,FALSE
-41.9493312881412,NA,NA,0.00336935207472575,-1.37474665834613e-05,4.171823642458,-0.119386298999143,8,-521.006221660302,1058.15445515492,30.9715461192686,1.20159226400948e-07,0.999999979917172,FALSE
-52.2009854255904,NA,NA,NA,NA,5.35802539966333,-0.153083964831696,6,-525.789784958153,1063.66224708166,36.4793380460044,7.65165363986427e-09,0.999999987568826,FALSE
-47.9947207659096,NA,NA,0.000375208855386217,NA,4.86990789758767,-0.139089265105563,7,-525.018748176025,1064.14784117964,36.9649321439815,6.0021920103272e-09,0.999999993571018,FALSE
-6.5090673445293,0.0500539815974036,NA,0.00132598667037175,NA,-0.0485623176629055,NA,7,-525.318844571487,1064.74803397056,37.5651249349053,4.44610460031666e-09,0.999999998017122,FALSE
-6.5094731705964,0.0500791091091017,-3.53539154718285e-07,0.00132599210979044,NA,-0.0485622330513694,NA,8,-525.31884429308,1066.77970042048,39.5967913848231,1.60993711164469e-09,0.999999999627059,FALSE
-7.34677711667376,0.0486882069259316,NA,0.00157564750021972,NA,NA,NA,6,-529.123302641123,1070.3292824476,43.1463734119454,2.7291472467576e-10,0.999999999899974,FALSE
-7.36587369955661,0.0498829883638392,-1.68936208882983e-05,0.00157586701380575,NA,NA,NA,7,-529.122643578743,1072.35563198507,45.1727229494177,9.90856486332286e-11,0.99999999999906,FALSE
-4.88266189475804,NA,NA,0.00570570285241807,-2.10718252806717e-05,-0.046958726642313,NA,7,-533.932686781844,1081.97571839127,54.7928093556188,8.07301084453788e-13,0.999999999999867,FALSE
-5.7379527268211,NA,NA,0.00585847950530347,-2.06389776864769e-05,NA,NA,6,-537.520722843872,1087.1241228531,59.9412138174432,6.15281293961447e-14,0.999999999999929,FALSE
-5.8104966590872,0.0495242303687738,NA,NA,NA,-0.0783429649552999,NA,6,-537.684320088961,1087.45131734328,60.2684083076213,5.22425456514114e-14,0.999999999999981,FALSE
-5.74239847878766,0.0452653389688222,6.02276839111863e-05,NA,NA,-0.0783500960481664,NA,7,-537.676055340926,1089.46245550944,62.2795464737833,1.91122240054938e-14,1,FALSE
-4.75784854644362,NA,NA,0.00131844803049156,NA,-0.0440420870744753,NA,6,-543.928970236865,1099.94061763908,72.7577086034291,1.01392826571782e-16,1,FALSE
-5.56278620523008,NA,NA,0.00154428435408187,NA,NA,NA,5,-547.016782375548,1104.09256180124,76.9096527655886,1.27181519919666e-17,1,FALSE
-7.09953229254076,0.0468610337319835,NA,NA,NA,NA,NA,5,-548.439523801987,1106.93804465412,79.7551356184651,3.06573957526774e-18,1,FALSE
-7.04449805264293,0.0434139914087802,4.87388206171256e-05,NA,NA,NA,NA,6,-548.433896673047,1108.95047051145,81.7675614757929,1.12083720284318e-18,1,FALSE
-4.08471802852531,NA,NA,NA,NA,-0.0734791342644497,NA,5,-555.980985811527,1122.0209686732,94.8380596375457,1.62674666080214e-21,1,FALSE
-5.38499836329551,NA,NA,NA,NA,NA,NA,4,-565.3090921568,1138.65747704445,111.47456800879,3.96961174649606e-25,1,FALSE
