"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","Year","df","logLik","AICc","delta","weight","cw"
78.218826889323,0.441472834034903,-0.00916800599691318,-2.42602649319022,0.400127189435473,9.17885872283439e-05,5.58521636492033e-06,-0.0387338940342903,11,-2711.16326772358,5444.39111470352,0,0.857932935718426,0.857932935718426
77.5654025885872,0.44138764872719,-0.00915725757469251,-2.1086234829264,0.351680291098852,0.00133511555754317,NA,-0.0386954537380527,10,-2713.9745226123,5448.0028481104,3.61173340687856,0.140985807529858,0.998918743248284
72.9696517100442,0.440430249151676,-0.00915621595038978,0.216774472880706,NA,0.00037913614620578,3.58123006076331e-06,-0.0382770348099726,10,-2719.44375361948,5458.94131012475,14.5501954212286,0.000594180711555487,0.999512923959839
72.9514395176246,0.440448087315665,-0.00914997976995303,0.215043624023999,NA,0.00118928475236599,NA,-0.0382851596991827,9,-2720.64741342314,5459.33883662623,14.9477219227147,0.000487076040017071,0.999999999999856
70.9994182637087,0.434331481745494,-0.00896924074209693,NA,NA,0.00082104328459974,NA,-0.0369112760914271,8,-2744.50140898209,5505.03801718198,60.646902478461,5.80959416112696e-14,0.999999999999915
71.0240709005633,0.434301795123542,-0.00897289501939574,NA,NA,0.000141932443915758,2.9906612282412e-06,-0.0369067625710046,9,-2743.67888601457,5505.40178180909,61.0106671055755,4.84345545549017e-14,0.999999999999963
73.7979378248842,0.439442524176712,-0.00913240498955927,-1.02571403554313,0.176300271908237,NA,NA,-0.0375578405087844,9,-2744.33962378979,5506.72325735952,62.332142656006,2.50150018991409e-14,0.999999999999988
71.5606919307559,0.439060315852113,-0.00913059291158134,0.143568733591707,NA,NA,NA,-0.0374015898235391,8,-2746.08242041292,5508.20004004363,63.8089253401095,1.19542202952006e-14,1
70.4156320452516,0.434814184546161,-0.00900073471011068,NA,NA,NA,NA,-0.0365762119158239,7,-2757.80261119493,5529.63259286885,85.2414781653306,2.65156050945588e-19,1
2.39451864072831,0.281494209451846,-0.00690538653778956,-2.26345630853236,0.374034066350646,5.72835227270659e-06,5.68360992867721e-06,NA,10,-2786.8054429128,5593.6646887114,149.273574007881,3.30452162104215e-33,1
1.80421214215251,0.281456617273079,-0.0069014358776898,-1.93791053337275,0.324303576989067,0.00126910897482717,NA,NA,9,-2789.74272712096,5597.52946402187,153.138349318356,4.78501498505167e-34,1
-1.67697411717397,0.282041466282095,-0.00690911750210906,0.206820496732262,NA,0.000275266275738129,3.79384876740463e-06,NA,9,-2794.11517231996,5606.27435441987,161.883239716352,6.03885330382054e-36,1
-1.71123773281004,0.281969104102434,-0.00690603243897465,0.204801561636728,NA,0.00113260958171062,NA,NA,8,-2795.47857847953,5606.99235617686,162.601241473342,4.21737655401733e-36,1
42.1261437008557,0.168839832623844,NA,-2.35952961529216,0.390387174211188,1.53915897402274e-05,5.95381903926069e-06,-0.0198967791793307,10,-2813.45121600282,5646.95623489143,202.565120187906,8.8510822947209e-45,1
-1.00777760431046,0.280870680086044,-0.00681434487980035,NA,NA,0.00077892672319913,NA,NA,7,-2817.20277716479,5648.43292480856,204.041810105037,4.22996951495586e-45,1
-0.973024955417269,0.280899567612291,-0.00681584708953276,NA,NA,5.72544231305913e-05,3.18014351503231e-06,NA,8,-2816.26457650383,5648.56435222546,204.173237521937,3.96093883897326e-45,1
0.327450538899918,0.283604513754247,-0.00692728298111727,-0.902352627171527,0.156603842440363,NA,NA,NA,8,-2817.19493154927,5650.42506231633,206.033947612811,1.56224834784656e-45,1
-1.38913773965608,0.283769175726756,-0.00692843529214719,0.136343476203209,NA,NA,NA,NA,7,-2818.58533775733,5651.19804599364,206.80693129012,1.06144819100293e-45,1
41.4640378616316,0.168985651952284,NA,-2.01821446156985,0.338273443616953,0.00133890078852591,NA,-0.0198756486014683,9,-2816.72015803837,5651.48432585669,207.093211153176,9.19885808440378e-46,1
37.4297468412294,0.168730318436466,NA,0.218940330204785,NA,0.000295165990389751,3.98527846493034e-06,-0.0196686996391393,9,-2821.51843132186,5661.08087242367,216.689757720152,7.58351079194712e-48,1
37.4047889487718,0.16884351679492,NA,0.216916973242433,NA,0.00119585423372419,NA,-0.0196750682152555,8,-2823.04448390116,5662.12416702012,217.733052316599,4.50113217405922e-48,1
-0.941352564598777,0.282566762183675,-0.00685552711333097,NA,NA,NA,NA,NA,6,-2829.20778334994,5670.43608954375,226.044974840235,7.05359829829489e-50,1
2.98046064231929,0.125569121686965,NA,-2.29828077852404,0.380544323813649,-2.97423829381342e-05,6.00262270977209e-06,NA,9,-2834.66946653936,5687.38294285867,242.99182815515,1.47383302190717e-53,1
2.35315910349668,0.12574552260036,NA,-1.95315855633384,0.32784198135926,0.00130398481225662,NA,NA,8,-2838.01608501196,5692.06736924171,247.676254538194,1.41656992901267e-54,1
-1.16099012258157,0.125942673083338,NA,0.215147935428803,NA,0.000243304921476354,4.07898320677297e-06,NA,8,-2842.39155749517,5700.81831420814,256.427199504623,1.78235604398575e-56,1
-1.19922988062569,0.126032311233508,NA,0.213039472828236,NA,0.00116484194218733,NA,NA,7,-2844.00189447544,5702.03115942986,257.64004472634,9.71915413408586e-57,1
36.4365184791204,0.168140304808527,NA,NA,NA,5.69958850312333e-05,3.36850826705625e-06,-0.018786446437604,8,-2846.80825863404,5709.65171648587,265.26060178235,2.15201617047424e-58,1
36.4112327330467,0.168229037528041,NA,NA,NA,0.000821298174668197,NA,-0.0187926962705575,7,-2847.87711723366,5709.7816049463,265.390490242785,2.01669680161946e-58,1
38.1601098277782,0.168239499542938,NA,-0.920708506463542,0.160696399719661,NA,NA,-0.0189866577315698,8,-2847.63222035438,5711.29963992656,266.908525223041,9.44068488668156e-59,1
36.2913880270013,0.168209799098103,NA,0.145171678686483,NA,NA,NA,-0.0189318170415804,7,-2849.11756714375,5712.26250476648,267.871390062965,5.83337718183158e-59,1
35.8088161873739,0.167905353061304,NA,NA,NA,NA,NA,-0.0184463515713726,6,-2861.38110599352,5734.78273483092,290.391620127397,7.51128489139241e-64,1
