"(Intercept)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
7.46870552629244,-0.090145825328494,NA,-0.825358967976018,0.0421793429696108,7,-4630.13782691265,9274.29778821265,0,0.719996613915275,0.719996613915275,TRUE
17.7667883007404,-0.896209537749106,0.0158698698139495,-0.838840788008481,0.0428726694006149,8,-4630.09480290341,9276.21806993017,1.92028171751554,0.27564275196403,0.995639365879305,TRUE
4.7908749036291,NA,NA,-0.759636719320021,0.0395468378015044,6,-4636.25176198778,9284.52012148593,10.222333273281,0.00434089206734993,0.999980257946655,TRUE
3.45230072940431,-0.0894643425827774,NA,NA,NA,5,-4643.65768835008,9297.32722972268,23.0294415100252,7.18705170768147e-06,0.999987444998363,FALSE
-36.8510537517982,3.08478809068573,-0.062486637283001,NA,NA,6,-4642.93428043141,9297.8851583732,23.5873701605506,5.43748538073347e-06,0.999992882483744,FALSE
3.08667373693986,-0.0782126621092221,NA,0.00811868004032085,NA,6,-4643.20887725697,9298.43435202431,24.1365638116604,4.1318278272715e-06,0.999997014311571,FALSE
-34.8097228954428,2.90820487630134,-0.0588109296464251,0.0073167156738631,NA,7,-4642.57209934331,9299.16633307396,24.8685448613105,2.86546132294788e-06,0.999999879772894,FALSE
0.983224138863928,NA,NA,0.020107288711017,NA,5,-4647.82787130718,9305.66759563688,31.3698074242311,1.11035875850431e-07,0.99999999080877,FALSE
1.18142729390788,NA,NA,NA,NA,4,-4651.32145113523,9310.65080272474,36.3530145120858,9.19123039045847e-09,1,FALSE
