"(Intercept)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
110.01872574333,-6.24032998062864,0.0953382218233292,-1.65219611711119,0.0915581622880808,8,-8464.51625115024,16945.0521556375,0,0.980897017564819,0.980897017564819,TRUE
17.6133386832885,-0.306576095632969,NA,-1.63357659604689,0.0907234306013018,7,-8469.45705890308,16952.929401649,7.87724601151058,0.0191029824351805,1,TRUE
91.8270610039995,-5.67037082749571,0.0866268482972707,0.161270922927146,NA,7,-8518.22629741549,17050.4678786738,105.415723036331,1.26150798490815e-23,1,TRUE
7.94048810546516,-0.27887564789918,NA,0.163216741871332,NA,6,-8522.23555903897,17056.482579396,111.430423758549,6.23468242536459e-25,1,FALSE
5.9103387946746,NA,NA,-1.26634100931157,0.0762585329644993,6,-8558.66559311176,17129.3426475416,184.290491904114,9.40700908513193e-41,1,TRUE
-1.43769676073366,NA,NA,0.237787400908469,NA,5,-8595.90668859627,17201.8215627314,256.76940709398,1.71733532306674e-56,1,FALSE
132.172452150237,-7.95246999498611,0.119905260368465,NA,NA,6,-8635.17792562501,17282.3673125681,337.315156930617,5.55351252149203e-74,1,TRUE
16.2019877025629,-0.493507029377929,NA,NA,NA,5,-8642.56859782092,17295.1453811807,350.093225543274,9.32922165034479e-77,1,FALSE
0.907835360841561,NA,NA,NA,NA,4,-8971.67554822824,17951.356552738,1006.30439710058,2.98813370466835e-219,1,FALSE
