"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.578029115713037,0.0170815072627438,-0.000160829419670053,0.0158992832615675,0.00071338748970794,0.039538504508525,-0.000728870565681018,10,-23638.6347234493,47297.2730343426,0,0.813966211040701,0.813966211040701,FALSE
-0.410147731552828,0.0170578138137646,-0.000160899839430601,0.0161201152019394,0.00066501830035379,0.0173422052498904,NA,9,-23641.8446388777,47301.6922128889,4.41917854632629,0.089329303629456,0.903295514670157,FALSE
-0.570996176319831,0.0170976963360372,-0.000160452012216849,0.0204039012450027,NA,0.0378597271716564,-0.000678304246909113,9,-23641.9193448727,47301.841624879,4.56859053640073,0.0828990487297287,0.986194563399886,FALSE
-0.414469574100169,0.017074536947586,-0.00016054204345126,0.020324807441968,NA,0.0172121337504013,NA,8,-23644.7121995213,47305.4267471111,8.15371276850055,0.0138054366001145,1,FALSE
-0.157471806772092,-0.000924951223301063,NA,0.0160190339910157,0.000672965360321849,0.0396686239703662,-0.000734859960753288,9,-23711.7125051072,47441.4279453479,144.154911005324,4.05289341513015e-32,1,FALSE
-0.208459096766195,NA,NA,0.0161381445953852,0.000644039529043403,0.0401376972955994,-0.00075080305975086,8,-23713.8753668809,47443.7530818303,146.480047487697,1.26726724735344e-32,1,FALSE
-0.151691027531243,-0.00087117122001064,NA,0.0202681473221043,NA,0.0380839855339868,-0.000687127733632563,8,-23714.6424105458,47445.2871691602,148.014134817568,5.88498526214433e-33,1,FALSE
0.0119082674212676,-0.000955666635151244,NA,0.0162423734431696,0.000624171952316674,0.0172904636091174,NA,8,-23714.9824520636,47445.9672521957,148.694217853059,4.18858395531612e-33,1,FALSE
-0.200070565626943,NA,NA,0.0202080962470312,NA,0.0385916044229499,-0.000704131445775243,7,-23716.5662655467,47447.1343573391,149.861322996527,2.33686467143667e-33,1,FALSE
-0.037012090548215,NA,NA,0.0163705285755916,0.000593184126615342,0.0172734901867605,NA,7,-23717.2921647588,47448.5861557634,151.313121420768,1.13078370298613e-33,1,FALSE
0.00704277064749521,-0.000903688012506653,NA,0.020188530999369,NA,0.0171683034614543,NA,7,-23717.514607467,47449.0310411798,151.75800683719,9.05261186176181e-34,1,FALSE
-0.0391121851450597,NA,NA,0.020124209457472,NA,0.0171579893532023,NA,6,-23719.5859492519,47451.1732681658,153.900233823224,3.10166736497692e-34,1,FALSE
-0.132824080216269,0.0170475973762955,-0.000159596391081309,0.0163279328178239,NA,NA,NA,7,-24014.8986815459,48043.7991893375,746.526154994935,6.37545994669149e-163,1,FALSE
-0.132702309767297,0.0170472831278544,-0.000159603062312187,0.0162478987581808,1.25677284705253e-05,NA,NA,8,-24014.8976636817,48045.7976754319,748.524641089301,2.34717667212365e-163,1,FALSE
-0.300899456678234,0.0170446108263209,-0.000155257574526886,NA,NA,0.0135624406744393,NA,7,-24044.5166657485,48103.0351577427,805.762123400084,8.74146891209551e-176,1,FALSE
-0.369232227275283,0.0170543915259715,-0.000155205596691738,NA,NA,0.0225961609984635,-0.000296975341841637,8,-24043.9882622103,48103.9788724892,806.705838146547,5.45329967302635e-176,1,FALSE
0.285839471177707,-0.000829859924545751,NA,0.0161865895835887,NA,NA,NA,6,-24086.6436843156,48185.2887382932,888.015703950543,1.20350068686074e-193,1,FALSE
0.243307573123776,NA,NA,0.0161281170504822,NA,NA,NA,5,-24088.3886153188,48186.7782089516,889.505174608988,5.71494293877993e-194,1,FALSE
0.285541650027224,-0.000827622683467364,NA,0.0163593575929447,-2.71304458567456e-05,NA,NA,7,-24086.6389294866,48187.2796852189,890.006650876341,4.44751796125288e-194,1,FALSE
0.242944198206849,NA,NA,0.016470847757461,-5.37716381273402e-05,NA,NA,6,-24088.3698834885,48188.7411366391,891.468102296465,2.14174403979893e-194,1,FALSE
0.0884927275247393,NA,NA,NA,NA,0.0135328683187796,NA,5,-24113.0296635359,48236.0603053859,938.787271043257,1.13642460848564e-204,1,FALSE
0.0159095635754272,NA,NA,NA,NA,0.0232232740626947,-0.000318570417953542,6,-24112.4196140002,48236.8405976623,939.567563319695,7.69311659472848e-205,1,FALSE
0.10742371693878,-0.000367529603186183,NA,NA,NA,0.0135324565239471,NA,6,-24112.6842478427,48237.3698653473,940.096831004717,5.90436635753794e-205,1,FALSE
0.0357548242499865,-0.000351717467446881,NA,NA,NA,0.0229920703305577,-0.000310982634665443,7,-24112.1036058691,48238.2090379839,940.936003641313,3.88105032570768e-205,1,FALSE
-0.0873539761082248,0.0170089843774194,-0.000155144685737629,NA,NA,NA,NA,6,-24281.3313118193,48574.6639933007,1277.39095895807,3.37818961686536e-278,1,FALSE
0.300116641046676,NA,NA,NA,NA,NA,NA,4,-24349.4283669212,48706.8573860411,1409.58435169846,6.65661619310232e-307,1,FALSE
0.320193564992436,-0.000389902369052486,NA,NA,NA,NA,NA,5,-24349.0413880548,48708.0837544236,1410.81072008095,3.60537967819816e-307,1,FALSE
