"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-4.41237577590645,0.0156325211129835,-0.000136273924793729,0.00696167522383574,0.00121840776392215,0.0102769477439388,NA,0.00203747492481214,10,-83975.5947233851,167971.191126429,0,0.534607458370327,0.534607458370327
-4.32442275412502,0.0156303302417501,-0.000136275267686902,0.00704861687715051,0.0011974202487813,0.000119479162754953,0.000333805980825022,0.00203147838291592,11,-83974.7332452013,167971.468506008,0.277379579580156,0.465374736101988,0.999982194472315
-4.38201031716286,0.0156228473651826,-0.000136110216331405,0.0146910110434391,NA,-0.00251639705672059,0.000413313017666707,0.00206769502727886,10,-83986.4479423305,167992.89756432,21.7064378908835,1.0340508940889e-05,0.999992534981256
-4.4926230669951,0.0156254159953101,-0.000136105034132555,0.0147494718730146,NA,0.0100556978733582,NA,0.00207593971349811,9,-83987.7739361785,167993.549246613,22.3581201839843,7.46501874401404e-06,1
-0.489580572253858,0.0203224770784998,-0.000143543771639191,0.0065975195634523,0.00131439490028603,-0.00202445063578546,0.00040718070796022,NA,10,-84042.3488496899,168104.699379038,133.508252609754,5.45866339795727e-30,1
-0.583243114099361,0.0203463998998785,-0.000143584976755189,0.00649003511711087,0.00134035856125899,0.010366013986425,NA,NA,9,-84043.6322767684,168105.265927792,134.074801363808,4.11208246986561e-30,1
-4.31501211716048,0.0039489073862023,NA,0.00693168179140305,0.00120800656738922,0.0102448200719384,NA,0.00207861707342246,9,-84055.7783138129,168129.558001881,158.366875452746,2.18325744935378e-35,1
-4.22658029724921,0.00394683751047211,NA,0.00701914901327724,0.00118693552410918,4.85063372868143e-05,0.000335088073325998,0.00207252020249423,10,-84054.9092775626,168129.820234784,158.629108355148,1.91496922719396e-35,1
-0.478241414178355,0.0204221865688101,-0.000143565473377634,0.0149911226798356,NA,-0.00495674732126417,0.00049576749466694,NA,9,-84056.4951325047,168130.991639265,159.800512836373,1.0660916658664e-35,1
-0.592510612523745,0.020454261514501,-0.000143618364398091,0.0150624141428103,NA,0.0101236841351884,NA,NA,8,-84058.4055878436,168132.812275083,161.621148654638,4.28991318613056e-36,1
-4.28379207849514,0.0039534271621505,NA,0.0145941118390258,NA,-0.00256506218056427,0.000413919435190002,0.00210838269591839,9,-84066.4331237113,168150.867621678,179.676495249441,5.14967482021611e-40,1
