"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.3558603408238,0.324284381135603,-0.00470458989158812,0.00276253342485699,-1.67913275767975e-05,-0.1473095402463,0.0114614675984562,-0.0050409366410167,11,779.832698609905,-1537.56535932667,0,0.605832555403424,0.605832555403424,TRUE
-9.9669862856807,0.305644429347581,-0.00455786874259579,0.00275945289873201,-1.67509985744768e-05,-0.147223235307094,0.0114497740749489,NA,10,778.379697589979,-1536.67606184662,0.889297480043979,0.388368603103847,0.994201158507271,TRUE
-0.54889459839871,0.324137049655806,-0.00470691755503514,0.000953119533583408,NA,-0.142057984652323,0.011043722501604,-0.00492756513775008,10,773.657384460613,-1527.23143558789,10.3339237387756,0.00345437577267349,0.997655534279944,TRUE
-9.94353496862845,0.305876760253575,-0.00456274935574762,0.000954343476343344,NA,-0.141985160170778,0.0110331763194423,NA,9,772.262211565171,-1526.45626712883,11.1090921978403,0.00234446571945279,0.999999999999397,TRUE
-1.49847965530269,0.324355856436184,-0.00471544779852483,0.00237000627199696,-1.38608880500575e-05,-0.00830447949399237,NA,-0.00465606669475602,10,750.561822095839,-1481.04031085835,56.5250484683222,3.22176817802129e-13,0.999999999999719,FALSE
-10.3739763543196,0.30696645156345,-0.00457714217073736,0.00236755498000907,-1.38262393752798e-05,-0.00835521087308075,NA,NA,9,749.300910851239,-1480.53366570096,57.031693625705,2.50079268035857e-13,0.999999999999969,FALSE
-1.61775494496,0.324230482757127,-0.00471684623893547,0.000878693450716653,NA,-0.00815063002675434,NA,-0.00457689678570045,9,746.424257051654,-1474.78035810179,62.7850012248737,1.40851935128378e-14,0.999999999999983,FALSE
-10.3421570564834,0.307112370577785,-0.00458043040742057,0.000879937602310377,NA,-0.00820118132128306,NA,NA,8,745.201755869716,-1474.34900757592,63.2163517507481,1.1352623666151e-14,0.999999999999995,FALSE
-1.38029104809089,0.32421293735458,-0.00471228389577979,0.00238490422384852,-1.35056839606301e-05,NA,NA,-0.00474331852958848,9,744.873794494432,-1471.67943298735,65.8859263393178,2.9881712641357e-15,0.999999999999997,FALSE
-10.4222393298568,0.306510457560878,-0.00457183096447533,0.00238252479663604,-1.34685783800779e-05,NA,NA,NA,8,743.567602226822,-1471.08070029013,66.4846590365371,2.21509487233294e-15,1,FALSE
-1.49808635004731,0.324096128749653,-0.0047136992809157,0.000930846890086561,NA,NA,NA,-0.00466489930883006,8,740.960749584291,-1465.86699500507,71.6983643215983,1.63399458878673e-16,1,FALSE
-10.3903935004728,0.306661992364211,-0.00457509194669166,0.000932427055873973,NA,NA,NA,NA,7,739.693259269758,-1465.34414245174,72.2212168749318,1.25809844216446e-16,1,FALSE
-0.826076241265008,0.322633088145998,-0.00468590887877903,NA,NA,-0.132098273074828,0.0100033235278155,-0.00475778983383324,9,740.851583087356,-1463.6350101732,73.9303491534711,5.35280306912243e-17,1,TRUE
-9.89646340904946,0.304958584266577,-0.0045473784820809,NA,NA,-0.132011410044174,0.00999152277250926,NA,8,739.521800817884,-1462.98909747225,74.5762618544134,3.87545862787631e-17,1,TRUE
-8.82345948304252,0.122532811722464,NA,0.00277370552397558,-1.69514096431956e-05,-0.148238964823857,0.0115443884550197,NA,9,727.202942013995,-1436.33772802648,101.227631300192,6.32487231120307e-23,1,TRUE
-7.12769184856529,0.124554955031333,NA,0.00277414349919272,-1.69579231759199e-05,-0.148245254731657,0.0115455187532824,-0.000883774989547856,10,727.231152788916,-1434.3789722445,103.186387082169,2.37527199578255e-23,1,TRUE
-8.80061999572744,0.122651456511626,NA,0.000947063790629795,NA,-0.142933386847802,0.0111225691207158,NA,8,721.032245778973,-1426.00998739443,111.555371932235,3.61752364731545e-25,1,TRUE
-7.30875108454881,0.124427767959082,NA,0.000946832411595966,NA,-0.142937358579994,0.0111234422550524,-0.000777484731025966,9,721.054107110176,-1424.04005821884,113.52530110783,1.35097307436367e-25,1,TRUE
-1.76416020039744,0.32285122414608,-0.00469672036886939,NA,NA,-0.0106156296713398,NA,-0.00445921338916139,8,718.897221555289,-1421.73993894706,115.825420379603,4.27742240236243e-26,1,FALSE
-10.2638153266705,0.306151454062251,-0.00456461829754136,NA,NA,-0.0106680203729658,NA,NA,7,717.715032820651,-1421.38768955352,116.177669773145,3.58667607413861e-26,1,FALSE
-1.63197276451135,0.322551624919789,-0.0046912140416162,NA,NA,NA,NA,-0.00455875481125353,7,709.686494327113,-1405.33061256645,132.234746760221,1.16934372707571e-29,1,FALSE
-10.3214141204262,0.305492934214663,-0.00455680253659405,NA,NA,NA,NA,NA,6,708.451688367651,-1404.87160668992,132.693752636753,9.29544810381139e-30,1,FALSE
-9.23845808959831,0.123714501823447,NA,0.00237809648206364,-1.40004374771193e-05,-0.00822740410826906,NA,NA,8,698.072697466679,-1380.09089076984,157.474468556823,3.86550500309018e-35,1,FALSE
-8.00626400132181,0.125182406841612,NA,0.00237839059973125,-1.40050070550307e-05,-0.00822199121809082,NA,-0.000642190018225547,9,698.087521500865,-1378.10688700022,159.458472326452,1.43345906400354e-35,1,FALSE
-9.20681107967084,0.123774113902284,NA,0.000871801464010128,NA,-0.00806970423996863,NA,NA,7,693.928207163594,-1373.81403823941,163.751321087258,1.67573380494541e-36,1,FALSE
-8.12974530404962,0.125055994738226,NA,0.000871629235550904,NA,-0.00806491187079549,NA,-0.000561328829049997,8,693.939546652643,-1371.82458914177,165.740770184894,6.19728756013341e-37,1,FALSE
-9.28909673660876,0.123485838445662,NA,0.0023926725881454,-1.3645533089635e-05,NA,NA,NA,7,692.593286470733,-1371.14419685369,166.421162472981,4.41018025150148e-37,1,FALSE
-7.81207006949238,0.125243033859606,NA,0.00239301462692994,-1.36512911827402e-05,NA,NA,-0.000769755770391148,8,692.614581476791,-1369.17465879007,168.390700536597,1.64731473714263e-37,1,FALSE
-9.25729854417713,0.123548928409419,NA,0.000923574734701806,NA,NA,NA,NA,6,688.670884090681,-1365.30999813598,172.255361190691,2.38548222843666e-38,1,FALSE
-8.76822030486368,0.123110271242606,NA,NA,NA,-0.132989048449909,0.0100847554644062,NA,7,689.241310538725,-1364.44024498967,173.125114336997,1.54422894795781e-38,1,TRUE
-7.93592247527794,0.125119303177707,NA,0.000923326512513434,NA,NA,NA,-0.000688619895578838,7,688.687946300244,-1363.33351651271,174.231842813959,8.87950291573271e-39,1,FALSE
-7.05982227146428,0.125136411626927,NA,NA,NA,-0.13299724678278,0.0100861218539994,-0.000890257983171241,8,689.26993778656,-1362.48537140961,175.07998791706,5.81053718875785e-39,1,TRUE
-63.3225277717202,NA,NA,0.00279291396909629,-1.69634894249698e-05,-0.150923213241062,0.011758661230698,0.0288862940172257,9,681.73061586492,-1345.39307572833,192.172283598343,1.12894149572173e-42,1,TRUE
-63.4419276047964,NA,NA,0.000965020941752739,NA,-0.145610607127601,0.0113362555097973,0.0289595574514594,8,675.628098005643,-1335.20169184777,202.363667478895,6.91258596526057e-45,1,TRUE
-9.14145107000089,0.124084646108396,NA,NA,NA,-0.0105172752782513,NA,NA,6,667.300593358326,-1322.56941667127,214.995942655401,1.24904142947606e-47,1,FALSE
-7.8363499343118,0.125632813645074,NA,NA,NA,-0.0105108484056818,NA,-0.0006801312742597,7,667.317230285291,-1320.5920844828,216.973274843865,4.64734179648908e-48,1,FALSE
-9.20323246567248,0.123808681657813,NA,NA,NA,NA,NA,NA,5,658.4072936187,-1306.79190292738,230.773456399286,4.68309820608088e-51,1,FALSE
-7.56355026163256,0.125749102380185,NA,NA,NA,NA,NA,-0.000854433060042549,6,658.433549958238,-1304.83532987109,232.730029455577,1.76063294563074e-51,1,FALSE
-64.4810174400966,NA,NA,0.00238985252341481,-1.3955617731612e-05,-0.00831771665032766,NA,0.0292731249958176,8,651.887801068174,-1287.72109797283,249.844261353833,3.38345641659371e-55,1,FALSE
-64.5451664421512,NA,NA,0.000888419364567015,NA,-0.00816057140416737,NA,0.0293221522719135,7,647.822450074909,-1281.60252406204,255.962835264628,1.58755632749692e-56,1,FALSE
-64.2693694346047,NA,NA,0.00240461674897152,-1.35969057745906e-05,NA,NA,0.0291361940611605,7,646.360694694922,-1278.67901330207,258.886346024603,3.68041547289009e-57,1,FALSE
-64.3358838420655,NA,NA,0.00094079325843854,NA,NA,NA,0.0291865526986512,6,642.515882798961,-1272.99999555254,264.565363774132,2.15136357982452e-58,1,FALSE
-63.4449198143449,NA,NA,NA,NA,-0.135487043869154,0.0102793672324133,0.0289834918461112,7,643.031133761968,-1272.01989143616,265.545467890511,1.31791350251077e-58,1,TRUE
-6.66844414831155,NA,NA,0.00282960362046111,-1.72842152443208e-05,-0.153469310930979,0.0119922500980336,NA,8,639.00075864975,-1261.94701313599,275.61834619068,8.56227507806118e-61,1,TRUE
-6.64400179711589,NA,NA,0.000967160159146517,NA,-0.148064234898322,0.0115626010956253,NA,7,632.828694725484,-1251.61501336319,285.95034596348,4.88679287518793e-63,1,TRUE
-64.4516839696723,NA,NA,NA,NA,-0.0106563861497902,NA,0.0293125094487338,6,620.523602802732,-1229.01543556008,308.54992376659,6.04766833141455e-68,1,FALSE
-64.1663081156783,NA,NA,NA,NA,NA,NA,0.0291315763312118,5,611.513457745106,-1213.00423118019,324.561128146474,2.0174329512547e-71,1,FALSE
-7.07657562822589,NA,NA,0.0024190116468622,-1.42211692877349e-05,-0.00802648944651944,NA,NA,7,608.754648925541,-1203.4669217633,334.098437563365,1.71316299153551e-73,1,FALSE
-7.04422691519019,NA,NA,0.00088901280040332,NA,-0.00786562812090777,NA,NA,6,604.642563478757,-1197.25335691213,340.312002414541,7.66549527196248e-75,1,FALSE
-7.13189761826452,NA,NA,0.00243315587862897,-1.38739628082357e-05,NA,NA,NA,6,603.740059221093,-1195.4483483968,342.117010929867,3.10876290499247e-75,1,FALSE
-6.59957371315784,NA,NA,NA,NA,-0.137930507601556,0.0105044792665209,NA,6,600.925329531213,-1189.81888901704,347.746470309628,1.86279913994175e-76,1,TRUE
-7.09923774395637,NA,NA,0.000939504066058327,NA,NA,NA,NA,5,599.839364429612,-1189.65604454921,347.909314777463,1.71713642895353e-76,1,FALSE
-6.96923483205603,NA,NA,NA,NA,-0.0103623838649278,NA,NA,5,578.010913195658,-1145.9991420813,391.566217245371,5.68628839705056e-86,1,FALSE
-7.03730629933342,NA,NA,NA,NA,NA,NA,NA,4,569.705119548515,-1131.39512193905,406.170237387613,3.8335947512506e-89,1,FALSE
