"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw"
-0.984569785929568,NA,NA,0.0470633117014874,-0.000520708829523299,NA,NA,6,-270.538798039554,553.154029200127,0,0.270789643136464,0.270789643136464
-1.00543193921418,NA,NA,0.0470574884481342,-0.000519417550461727,0.00104947022133053,NA,7,-270.531329846909,555.164663336805,2.01063413667748,0.0990896728512548,0.369879315987719
-0.965293410592926,-5.96283218169673e-05,NA,0.0470562648982987,-0.000520589875480697,NA,NA,7,-270.538392043895,555.178787730778,2.02475853065084,0.0983923472857226,0.468271663273441
-0.981255040938323,NA,-3.15700271600131e-08,0.0470608648125001,-0.000520667518031868,NA,NA,7,-270.538747573383,555.179498789754,2.02546958962671,0.0983573721225949,0.566629035396036
-4.14389443465783,NA,NA,0.0409659652525309,-0.000418975443883035,0.34185287031573,-0.0089724939569415,8,-269.649667553663,555.430602199395,2.27657299926773,0.0867522014316626,0.653381236827699
5.26746970744989,-0.0377260719551151,5.66191526043301e-05,0.0469878543811864,-0.00051947756038429,NA,NA,8,-270.372352073924,556.875971239916,3.72194203978938,0.0421136229972302,0.695494859824929
-5.44499279122456,NA,NA,0.0159577861328128,NA,0.516482935270266,-0.0135488958015992,7,-271.524227797659,557.150459238304,3.99643003817732,0.0367128663653855,0.732207726190314
-0.982390132289274,-7.21518351644776e-05,NA,0.0470488776661152,-0.000519255965401462,0.0010637997374115,NA,8,-270.530736457907,557.192740007883,4.03871080775548,0.0359448885188811,0.768152614709195
-1.00028661850335,NA,-5.02619927229702e-08,0.0470535593596287,-0.000519343667093359,0.00105610944651094,NA,8,-270.531202287021,557.193671666112,4.03964246598457,0.0359281482426466,0.804080762951842
-4.10789842780201,-0.000120088949686985,NA,0.0409471589899186,-0.000418632833001282,0.342132376036695,-0.00897922760451558,9,-269.648026901111,557.460287378865,4.30625817873783,0.031444157835827,0.835524920787669
-4.13307199756188,NA,-1.20852690809368e-07,0.0409535746616745,-0.000418749337162506,0.342037047875147,-0.0089769245111571,9,-269.648931481819,557.46209654028,4.30806734015255,0.0314157269182581,0.866940647705927
-0.536430024556438,NA,NA,0.0159750429265705,NA,NA,NA,5,-273.83470745392,557.723960362386,4.56993116225863,0.0275603105367487,0.894500958242676
5.25171302742921,-0.0377466706452313,5.66311498355261e-05,0.0469804880943055,-0.000518143468202144,0.00106417539785969,NA,9,-270.364687286846,558.893608150334,5.73957895020681,0.0153567147252704,0.909857672967946
2.25860730747993,-0.0386722719155623,5.79495298837965e-05,0.040852249521862,-0.000417083341310736,0.343534752083034,-0.00901614109492376,10,-269.474363934612,559.149641111232,5.99561191110524,0.0135114346672416,0.923369107635188
-5.3728132015114,-0.000233906141499847,NA,0.0159610125877326,NA,0.516749424451645,-0.0135547297048502,8,-271.517997520325,559.16726213272,6.01323293259316,0.0133929149034405,0.936762022538629
-5.41737908388869,NA,-2.89611619991135e-07,0.0159604556488931,NA,0.516698621786335,-0.0135536004816771,8,-271.519997080646,559.171261253361,6.01723205323356,0.0133661617184452,0.950128184257074
-0.582173076286371,NA,NA,0.0161234108293853,NA,0.00218477875900167,NA,6,-273.802477483295,559.68138808761,6.52735888748248,0.0103570023979019,0.960485186654976
-0.480645125304313,-0.000173481182221991,NA,0.0159752210322843,NA,NA,NA,6,-273.831258351151,559.73894982332,6.58492062319328,0.0100631675737404,0.970548354228716
-0.515608949250776,NA,-2.00469499845026e-07,0.0159751846170932,NA,NA,NA,6,-273.832666855428,559.741766831876,6.5877376317485,0.0100490035365617,0.980597357765278
1.23448301686929,-0.0402149231195034,6.00988508968475e-05,0.0159584709958635,NA,0.517534307425057,-0.0135754665506816,9,-271.331139469702,560.826512516046,7.67248331591941,0.00584216026547732,0.986439518030755
5.98128428680357,-0.0392321005988487,5.87140263989226e-05,0.0159730891713319,NA,NA,NA,7,-273.652383192727,561.406770028441,8.25274082831424,0.00437091286425975,0.990810430895015
-0.518994188092416,-0.000198989464907986,NA,0.0161262382152572,NA,0.00222339070492516,NA,7,-273.797954138109,561.697911919205,8.5438827190776,0.00377877897640642,0.994589209871421
-0.558033589830215,NA,-2.386424782195e-07,0.0161256753597667,NA,0.00221558691803457,NA,7,-273.799595842231,561.701195327449,8.54716612732159,0.00377258042886746,0.998361790300289
5.9447730884058,-0.0392683792612865,5.87300345551501e-05,0.0161239842067696,NA,0.0022214631252367,NA,8,-273.619119349863,563.369505791795,10.2154765916682,0.00163820969971137,1
-5.53263507377136,NA,NA,NA,NA,0.609216095719757,-0.0169048585503117,6,-323.401503528745,658.879440178509,105.725410978382,2.98298285682054e-24,1
-5.55835411332439,NA,2.73551187209553e-07,NA,NA,0.608966305972808,-0.0168991672537513,7,-323.397537007922,660.897077658832,107.743048458705,1.08774312084763e-24,1
-5.57652536408003,0.000143161430861337,NA,NA,NA,0.609016602632853,-0.0169003039808792,7,-323.399048859597,660.900101362182,107.746072162055,1.08609985708707e-24,1
0.802664862293048,-0.0384754770601707,5.80780148655522e-05,NA,NA,0.609801881549725,-0.0169206632486024,8,-323.219091770342,662.569450632753,109.415421432626,4.71384359167288e-25,1
0.548990154574075,NA,NA,NA,NA,-0.032914993289865,NA,5,-326.579106186231,663.212757827006,110.058728626879,3.41729747704307e-25,1
0.514152250259848,NA,3.43317048929939e-07,NA,NA,-0.0329576234057325,NA,6,-326.572827889968,665.222088900956,112.068059700829,1.25130185122282e-25,1
0.488354869693233,0.000190689288040954,NA,NA,NA,-0.0329506727946454,NA,6,-326.574729396427,665.225891913874,112.071862713747,1.24892475342018e-25,1
6.70182899775249,-0.0373827715616146,5.65081706729992e-05,NA,NA,-0.0329383800133914,NA,7,-326.403756550196,666.909516743379,113.755487543252,5.38197637202324e-26,1
-0.0755153010911615,NA,NA,NA,NA,NA,NA,4,-334.195074380853,676.426479370244,123.272450170117,4.61699718889564e-28,1
-0.0193676468092589,-0.000174630292457092,NA,NA,NA,NA,NA,5,-334.191450066868,678.437445588282,125.283416388155,1.68921077978059e-28,1
-0.054246777638019,NA,-2.04847351286482e-07,NA,NA,NA,NA,5,-334.192867486546,678.440280427637,125.28625122751,1.68681815525878e-28,1
6.28170222821141,-0.0382764899195315,5.73029259153856e-05,NA,NA,NA,NA,6,-334.018027857309,680.112488835637,126.95845963551,7.31059667533184e-29,1
