"(Intercept)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.707670284625992,0.00254988629955509,NA,-0.0643641303519458,NA,6,-1589.29529131392,3190.62996378115,0,0.51631344509637,0.51631344509637,FALSE
-0.671005170801691,0.00127866274463115,1.15209096092532e-05,-0.0649245849287909,NA,7,-1589.22117744021,3192.49488771343,1.86492393227991,0.203212466895527,0.719525911991897,FALSE
-0.972430534301362,0.00258455774728045,NA,-0.00644392968170546,-0.00315915778771673,7,-1589.23726732983,3192.52706749268,1.89710371152387,0.199968964505178,0.919494876497075,FALSE
-0.96895310846184,0.00117416143585506,1.28265358916192e-05,0.00110134975565052,-0.00360473341838137,8,-1589.14655095935,3194.36067582766,3.73071204650887,0.0799465278676998,0.999441404364775,FALSE
-0.43844523482319,NA,NA,-0.0797666803618923,NA,5,-1597.48503653872,3204.99818929113,14.3682255099784,0.000391645289643702,0.999833049654419,FALSE
-0.201031208640782,NA,NA,-0.13224201469252,0.00287254954617037,6,-1597.4361995374,3206.91178022811,16.2818164469554,0.000150439511777391,0.999983489166196,TRUE
-1.32629508161382,0.00342781661593393,NA,NA,NA,5,-1600.96625260195,3211.96062141759,21.3306576364366,1.20509138297912e-05,0.999995540080026,FALSE
-1.33869202881189,0.00392865329563728,-4.56667350475308e-06,NA,NA,6,-1600.95463079672,3213.94864274674,23.3186789655883,4.45991554155932e-06,0.999999999995568,FALSE
-1.14876487253857,NA,NA,NA,NA,4,-1616.78663183232,3241.59199902764,50.9620352464881,4.43249329598504e-12,1,FALSE
