"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-177.864628314386,3.32346342952442,-0.289929698605216,0.242602476076408,-0.00265909648718614,0.178157889114039,-4.85510978757248e-05,10,-1904.33857898486,3828.77919878606,0,0.277759711972825,0.277759711972825
-163.126460045454,-0.0932403672412582,NA,0.246879581917218,-0.00273392003483862,0.173315653522156,-4.73155520047222e-05,9,-1905.35411349971,3828.79167623447,0.012477448410209,0.27603223994831,0.553791951921135
-171.334463814576,NA,NA,0.247392936020157,-0.00271681333976819,0.181015366944788,-4.92577924134574e-05,8,-1906.39035783749,3828.84744412725,0.0682453411936876,0.268441690806977,0.822233642728112
6.76663485732344,-0.105373154318475,NA,0.248069598882945,-0.00275701767558269,NA,-3.11220741951681e-06,8,-1908.25441024794,3832.57554894814,3.79635016208704,0.0416200204977821,0.863853663225894
-2.43084717197259,3.03942970163914,-0.26688078429215,0.244164384432234,-0.00268873292688084,NA,-3.11272059746046e-06,9,-1907.39299996294,3832.86944916094,4.09025037488209,0.0359321057731571,0.899785768999051
6.01594481126764,NA,NA,0.248728064427438,-0.00273897961144547,NA,-3.08776016841167e-06,7,-1909.58638803071,3833.22465192987,4.44545314381594,0.0300850936826387,0.92987086268169
18.7055122636288,-0.106115254513121,NA,0.248165636491523,-0.00275880986098628,-0.0121914016578967,NA,8,-1908.67434669496,3833.4154218422,4.63622305614081,0.0273480401027346,0.957218902784425
9.56171751504988,3.0208129353306,-0.265363387667331,0.244283186478254,-0.00269091864799767,-0.0121931359387145,NA,9,-1907.82280325259,3833.72905574022,4.94985695416835,0.0233787599899291,0.980597662774354
17.8539810909985,NA,NA,0.248829452763024,-0.00274065563474133,-0.0120943854728259,NA,7,-1910.02502431894,3834.10192450635,5.3227257202916,0.0194023372256461,1
-323.853466573173,19.4481254916712,-1.65002868051053,0.0618343037403117,NA,0.281587363481008,-7.49743823201666e-05,9,-2058.06984247839,4134.22313419183,305.44393540577,1.31027186110201e-67,1
-5.9295964116723,NA,NA,0.256222965793422,-0.00285632465651102,NA,NA,6,-2063.59623472806,4139.231358345,310.452159558949,1.07112303088717e-68,1
-15.6539953412259,3.4028226677032,-0.294780232964764,0.251694831291408,-0.00279595395726914,NA,NA,8,-2061.90699899632,4139.8807264449,311.101527658848,7.74160246264815e-69,1
-5.48612613116526,-0.0714504055563417,NA,0.255916414095603,-0.00287089325264921,NA,NA,7,-2062.97199031431,4139.99585649708,311.216657711027,7.30854109035736e-69,1
-47.3388008892335,19.2866848552719,-1.63827473733685,0.0608835780892988,NA,NA,-3.15930709549783e-06,8,-2066.23700304516,4148.54073454259,319.761535756534,1.01937505346451e-70,1
-35.2206395396237,19.2831923568601,-1.63803583632402,0.0608455027961087,NA,-0.0123699619789887,NA,8,-2066.95929806193,4149.98532457614,321.206125790082,4.95045664114048e-71,1
-254.037317612116,NA,NA,0.0563282705865074,NA,0.268952614091386,-7.17616274631739e-05,7,-2088.94404037039,4191.93995660923,363.160757823173,3.83983594665641e-80,1
-255.820661854281,0.0210519313842633,NA,0.0567103014939219,NA,0.270614546442684,-7.21804320705151e-05,8,-2088.90193087327,4193.87059019881,365.091391412758,1.46244961561648e-80,1
9.5198028333339,NA,NA,0.0558104481685232,NA,NA,-3.16346408287741e-06,6,-2096.54122871914,4205.12134632718,376.342147541121,5.27242318075866e-83,1
21.6413783433507,NA,NA,0.0557825638685988,NA,-0.0123862638114878,NA,6,-2097.24680717972,4206.53250324832,377.753304462265,2.60364296022899e-83,1
9.53731221063301,-0.00238293136080612,NA,0.0557675772499623,NA,NA,-3.16403750836769e-06,7,-2096.54068645297,4207.13324877439,378.354049988337,1.92810728398794e-83,1
21.6672224069599,-0.00312085656686494,NA,0.0557264094555307,NA,-0.0123892220994991,NA,7,-2097.24587737697,4208.54363062239,379.764431836334,9.52512466254291e-84,1
-63.7883100719323,20.6685328631286,-1.74806554654789,0.061605200275928,NA,NA,NA,7,-2238.10017972815,4490.25223532476,661.473036538699,6.40655272791904e-145,1
-2.54383463091443,NA,NA,0.0540393080947763,NA,NA,NA,5,-2272.88827229369,4555.80430951103,727.025110724972,3.73398317453185e-159,1
-3.13384884999643,0.0915164515355817,NA,0.0557474439648197,NA,NA,NA,6,-2272.08888028339,4556.21664945568,727.43745066962,3.03832253908292e-159,1
18.9665161006125,-1.17672249584929,NA,NA,NA,NA,-3.35845141977133e-06,6,-2396.01001091549,4804.05891071986,975.279711933808,4.61711456224733e-213,1
31.8598702907679,-1.17688125510388,NA,NA,NA,-0.0131623299382015,NA,6,-2396.18927186305,4804.417432615,975.638233828942,3.85938949397725e-213,1
-56.0442724238023,-1.17520235438611,NA,NA,NA,0.0765405484019187,-2.28801936054401e-05,7,-2395.5300135266,4805.11190292166,976.332704135609,2.7271956736031e-213,1
23.2510249278365,-2.64393446125553,0.125319525726608,NA,NA,NA,-3.35752986234915e-06,7,-2395.86560759409,4805.78309105664,977.003892270585,1.94970833182272e-213,1
36.1225478713898,-2.6378474879106,0.124786169621247,NA,NA,-0.0131586997442939,NA,7,-2396.04610990266,4806.14409567378,977.364896887723,1.6277154697016e-213,1
-52.2047800414382,-2.67894736150044,0.128440742509337,NA,NA,0.0771035317009558,-2.3022837140743e-05,8,-2395.37829219051,4806.82331283329,978.044114047239,1.15901313766343e-213,1
10.7934788308659,NA,NA,NA,NA,NA,-3.01726061657925e-06,5,-2544.18595222567,5098.39966937498,1269.62047058893,5.61160390876338e-277,1
-95.1058086608186,NA,NA,NA,NA,0.108073976180165,-3.05822081117055e-05,6,-2543.32547204769,5098.68983298426,1269.91063419821,4.85376540441459e-277,1
22.3713481856581,NA,NA,NA,NA,-0.0118226949239857,NA,5,-2544.38437739891,5098.79651972147,1270.01732093541,4.60163376696163e-277,1
5.36805357007702,-1.05192841286222,NA,NA,NA,NA,NA,5,-2559.90906824536,5129.84590141436,1301.06670262831,8.32960646261817e-284,1
9.45961358697233,-2.45233074600498,0.119649969484093,NA,NA,NA,NA,6,-2559.77985908404,5131.59860705697,1302.81940827091,3.46760235230117e-284,1
-0.768800353516285,NA,NA,NA,NA,NA,NA,4,-2677.08181051196,5362.18212241152,1533.40292362546,0,1
