"(Intercept)","CO2","I(CO2^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
39.2365240858647,-0.228489436890997,0.000337051745086891,0.0472553715769227,-0.00349550011510482,-0.0864196335537819,0.00293279020424083,10,-1163.28901315173,2346.6261558156,0,0.976418883369914,0.976418883369914,TRUE
39.0127067120759,-0.231217237943248,0.00034120868304376,0.0461209079369782,-0.00327838092044732,0.00282655627561039,NA,9,-1168.71297605618,2355.46532219109,8.83916637549783,0.0117553504027268,0.988174233772641,FALSE
39.3252915763657,-0.23283063834918,0.000343633338284427,0.0461885082476298,-0.00340009664053178,NA,NA,8,-1169.77945784324,2355.59040486208,8.96424904648848,0.0110426732624681,0.999216907035109,FALSE
38.5518217464771,-0.224448299466884,0.000330630409666082,0.025672761019462,NA,-0.0773202106097778,0.00265855161573669,9,-1171.46806315088,2360.9754963805,14.3493405649047,0.000747681193072748,0.999964588228182,TRUE
38.3842878253233,-0.227151039658409,0.000334764701821544,0.0258608178057342,NA,0.00353816709966034,NA,8,-1175.9329465778,2367.89738233119,21.2712265155951,2.34772930140851e-05,0.999988065521196,FALSE
38.7488479185257,-0.228993510034366,0.000337518325768697,0.0249959069269535,NA,NA,NA,7,-1177.61305067543,2369.25058757737,22.6244317617707,1.19344726807026e-05,0.999999999993877,FALSE
0.850514562330498,NA,NA,0.0468310192916867,-0.00330942213054724,-0.0911308275116641,0.00310562668759697,8,-1191.67865675576,2399.38880268711,52.7626468715116,3.40700661174136e-12,0.999999999997284,TRUE
1.02686576066492,-0.000539305138562683,NA,0.0467135688240399,-0.0032827509986622,-0.0913870741323951,0.00311450848993571,9,-1191.57780600034,2401.19498207942,54.5688262638237,1.38091232133702e-12,0.999999999998665,TRUE
0.884988815981071,NA,-3.19795962512691e-07,0.0467835400831774,-0.00329856510646704,-0.0912380194319787,0.00310935018285585,9,-1191.66240292201,2401.36417592276,54.7380201071669,1.2688962923595e-12,0.999999999999933,TRUE
0.142529856950792,NA,NA,0.0455950483278944,-0.00307137931198946,0.00338198780983374,NA,7,-1197.81353621835,2409.65155866319,63.025402847597,2.01300026289598e-14,0.999999999999953,FALSE
0.197657890087052,NA,NA,0.0456600783076112,-0.00321379397327437,NA,NA,6,-1199.35392611639,2410.72621288852,64.1000570729211,1.17621206969816e-14,0.999999999999965,FALSE
0.287965515630517,-0.0004499250946361,NA,0.0454941647698582,-0.00304855734773925,0.00339374082658234,NA,8,-1197.74343564884,2411.51836047327,64.892204657679,7.91540186960649e-15,0.999999999999973,FALSE
0.161552265873407,NA,-1.80920366023078e-07,0.0455673138804785,-0.00306506606997974,0.00338546633243189,NA,8,-1197.80834379049,2411.64817675658,65.0220209409799,7.41794692063091e-15,0.999999999999981,FALSE
0.797250114041069,NA,NA,0.0263641114224758,NA,-0.0822255039210215,0.00283608137360182,7,-1199.10648583284,2412.23745789217,65.6113020765765,5.52488125994948e-15,0.999999999999986,TRUE
0.332541529210725,-0.000416735256070141,NA,0.0455668799920142,-0.00319311184566464,NA,NA,7,-1199.29382825548,2412.61214273746,65.9859869218631,4.58100924544372e-15,0.999999999999991,FALSE
0.211080054534788,NA,-1.27279567658166e-07,0.0456406185531049,-0.00320945495138159,NA,NA,7,-1199.35135788921,2412.72720200492,66.1010461893197,4.3249029437881e-15,0.999999999999995,FALSE
1.07813638706225,-0.00085680257764216,NA,0.0264402607342063,NA,-0.0827529305456974,0.00285385268582139,8,-1198.84821616159,2413.72792149878,67.1017656831846,2.62224272221067e-15,0.999999999999998,TRUE
0.884035857129996,NA,-8.00810911849913e-07,0.0264138305621342,NA,-0.0825717178920686,0.0028477744450854,8,-1199.00316126959,2414.03781171477,67.4116558991718,2.24585174227185e-15,1,TRUE
0.150167780966254,NA,NA,0.0265813323147536,NA,0.00403799650481206,NA,6,-1204.23485531261,2420.48807128096,73.8619154653625,8.92740043098418e-17,1,FALSE
0.393724568634855,-0.00075381115980645,NA,0.0266496013067247,NA,0.00404957993071913,NA,7,-1204.03525416447,2422.09499455543,75.4688387398342,3.99747779152797e-17,1,FALSE
0.217586945975745,NA,-6.41827445193364e-07,0.0266219381223983,NA,0.00404559094417111,NA,7,-1204.16857574007,2422.36163770663,75.7354818910349,3.49852704111697e-17,1,FALSE
0.217006540322622,NA,NA,0.0255977279688262,NA,NA,NA,5,-1206.44229765193,2422.89770719197,76.2715513763778,2.67595758461884e-17,1,FALSE
0.45351399552105,-0.000731423959184853,NA,0.0256613636051969,NA,NA,NA,6,-1206.25444194949,2424.52724455472,77.9010887391214,1.18475809022463e-17,1,FALSE
0.280545635049026,NA,-6.03779898055898e-07,0.0256342581504687,NA,NA,NA,6,-1206.38367211234,2424.78570488041,78.1595490648124,1.04113185932662e-17,1,FALSE
41.3467333497689,-0.240319214442716,0.000355096693484986,NA,NA,-0.0914362246400376,0.0029638238436179,8,-1238.62567323085,2493.28283563729,146.656679821694,1.39169087417647e-32,1,TRUE
41.0568189126006,-0.242839516578076,0.000358986320507641,NA,NA,NA,NA,6,-1244.22766509929,2500.47369085432,153.847535038722,3.82004438467302e-34,1,FALSE
41.1589488052269,-0.243322620061755,0.000359698537048595,NA,NA,-0.00133167807983176,NA,7,-1243.98681980844,2501.99812584338,155.371970027783,1.78254932912119e-34,1,FALSE
1.0462914413373,NA,NA,NA,NA,-0.0974554055072842,0.0031737883733852,6,-1270.80886682525,2553.63609430623,207.009938490633,1.09143826819328e-45,1,TRUE
1.11264163126127,-0.00020179010749629,NA,NA,NA,-0.0975949409420795,0.00317836766872244,7,-1270.79434868931,2555.61318360513,208.987027789531,4.06143671659738e-46,1,TRUE
1.02467902687172,NA,1.98189834583747e-07,NA,NA,-0.0973593678854358,0.00317062970677659,7,-1270.80245167324,2555.62938957298,209.003233757386,4.02865993436883e-46,1,TRUE
0.308611413225203,NA,NA,NA,NA,NA,NA,4,-1277.14137921343,2562.29149777577,215.665341960175,1.44046328821418e-47,1,FALSE
0.323753985668268,NA,NA,NA,NA,-0.000965557420054651,NA,5,-1277.01368586371,2564.04048361552,217.414327799926,6.00779001462339e-48,1,FALSE
0.268205042729442,NA,3.83274711093195e-07,NA,NA,NA,NA,5,-1277.11743033584,2564.24797255979,217.621816744193,5.41575604256701e-48,1,FALSE
0.334808063399002,-8.09472641352514e-05,NA,NA,NA,NA,NA,5,-1277.13904780529,2564.29120749869,217.665051683094,5.29993746433143e-48,1,FALSE
0.283325789541132,NA,3.83479855452883e-07,NA,NA,-0.000965546659190078,NA,6,-1276.98972466683,2565.9978099894,219.371654173801,2.25780652077701e-48,1,FALSE
0.350116313776137,-8.14539317003771e-05,NA,NA,NA,-0.000965682719754881,NA,6,-1277.0113262735,2566.04101320273,219.414857387137,2.20955727914782e-48,1,FALSE
