"(Intercept)","CO2","I(CO2^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
3.72244032647739,-0.0227679755907512,3.25532345976628e-05,0.0160896096202694,0.000658999845956489,0.0414394656673179,-0.000794603477426938,10,-23581.8938946344,47183.7913869794,0,0.798965556774529,0.798965556774529,FALSE
3.82278906665258,-0.023356921754309,3.34903861344365e-05,0.0202259669881335,NA,0.0398846933098291,-0.000747830396606329,9,-23584.6580621019,47187.3190677369,3.52768075751374,0.136931042290391,0.93589659906492,FALSE
3.83380470820586,-0.0223301094796131,3.18736842803563e-05,0.0163372437095936,0.000605651881694,0.0172440379943972,NA,9,-23585.6933612992,47189.3896661316,5.59827915212372,0.0486269673547781,0.984523566419698,FALSE
3.92033868035806,-0.0228973060954527,3.27753549248832e-05,0.0201434912291108,NA,0.0171234603186301,NA,8,-23588.0390742837,47192.0805033554,8.28911637598503,0.012663953476971,0.997187519896669,FALSE
0.0491224932217372,-0.000804475080731199,NA,0.0159157502542182,0.000708979974236261,0.0405389045294628,-0.000762341849382962,9,-23589.1938315496,47196.3906066324,12.5992196529987,0.00146771682109198,0.998655236717761,FALSE
-0.0903015219564839,NA,-1.14961703220537e-06,0.0159238788017511,0.000707189856281943,0.0405502885683892,-0.000762679205498242,9,-23589.7270614944,47197.457066522,13.6656795425224,0.000861119549722844,0.999516356267484,FALSE
0.0432891541977902,-0.000757694986067252,NA,0.020370114400272,NA,0.038834181785237,-0.000710897876647715,8,-23592.4016193562,47200.8055935004,17.0142065210021,0.000161413574240678,0.999677769841725,FALSE
0.229683293201165,-0.000824272415682989,NA,0.016157109914811,0.000656745155432218,0.0173242469804223,NA,8,-23592.6955048757,47201.3933645395,17.6019775601089,0.000120311514808997,0.999798081356534,FALSE
-0.088453038189848,NA,-1.07928084608726e-06,0.0203664660164997,NA,0.038853487060442,-0.000711490168838651,8,-23592.9177823428,47201.8379194736,18.0465324941542,9.63326078864407e-05,0.99989441396442,FALSE
0.0871033409330191,NA,-1.1797591309247e-06,0.0161649064670621,0.000655047690676357,0.0173254681755156,NA,8,-23593.2316200004,47202.4655947888,18.674207809403,7.03842285086875e-05,0.999964798192929,FALSE
0.212909219492522,-0.000779477598041526,NA,0.0202887465034883,NA,0.0171956224551833,NA,7,-23595.4615194638,47204.9248703995,21.1334834200534,2.05802402825734e-05,0.999985378433211,FALSE
0.0777408629225204,NA,-1.11240685620363e-06,0.020285339793137,NA,0.0171969984326219,NA,7,-23595.9825267955,47205.9668850628,22.1754980833939,1.22230568543219e-05,0.999997601490066,FALSE
-0.22150188858182,NA,NA,0.0163127789939182,0.000610095067140737,0.0417389368772378,-0.000803375390966798,8,-23596.8915932556,47209.7855412993,25.9941543198875,1.81121149559981e-06,0.999999412701561,FALSE
-0.212914241641454,NA,NA,0.0201571241108827,NA,0.0401999417916867,-0.000756689699791537,7,-23599.2863331135,47212.5744976989,28.7831107194506,4.49112330239238e-07,0.999999861813891,FALSE
-0.03799879571132,NA,NA,0.0165777357927065,0.000552428806520873,0.0172734436545634,NA,7,-23600.7853688078,47215.5725690875,31.781182108025,1.00307186341632e-07,0.999999962121078,FALSE
-0.0398877774967445,NA,NA,0.0200639020532987,NA,0.017166672683593,NA,6,-23602.7594402769,47217.5202541352,33.7288671557908,3.78789222790027e-08,1,FALSE
4.99691403201925,-0.0277038002591445,3.99962143925079e-05,0.0161254040704432,NA,NA,NA,7,-23954.6488079883,47923.2994474484,739.508060468987,2.09118793715359e-161,1,FALSE
5.00542906243475,-0.0277613573896967,4.00880557148331e-05,0.0165417452463072,-6.57570686921671e-05,NA,NA,8,-23954.6213170562,47925.2449889004,741.453601920999,7.90540468163721e-162,1,FALSE
0.47428400286654,-0.000713593788981443,NA,0.0162811640563328,NA,NA,NA,6,-23965.685118555,47943.3716106914,759.580223711964,9.15752677013027e-166,1,FALSE
0.349227303174123,NA,-1.0058123669557e-06,0.0162751840114203,NA,NA,NA,6,-23966.2600029266,47944.5213794347,760.729992455279,5.15358076533461e-166,1,FALSE
0.474140600908049,-0.00071325466774332,NA,0.01631331040467,-5.06972087229065e-06,NA,NA,7,-23965.6849466135,47945.3717246989,761.580337719453,3.36867379821402e-166,1,FALSE
0.349088906786975,NA,-1.0050045566428e-06,0.0163256806473761,-7.96961616813246e-06,NA,NA,7,-23966.2595982019,47946.5210278757,762.729640896243,1.89622970103256e-166,1,FALSE
0.242433831016172,NA,NA,0.0160787220936843,NA,NA,NA,5,-23971.7863383932,47953.5736578999,769.782270920463,5.57740001518375e-168,1,FALSE
0.241809725264497,NA,NA,0.0166795317631649,-9.4527371948494e-05,NA,NA,6,-23971.7288988328,47955.4591712471,771.667784267629,2.17269003463953e-168,1,FALSE
5.32788392132552,-0.0309800142626724,4.54511057306039e-05,NA,NA,0.0135068977911858,NA,7,-23977.2401864568,47968.4822043854,784.690817405979,3.22910418586429e-171,1,FALSE
5.2790869837597,-0.0312353177705403,4.58487067525828e-05,NA,NA,0.0254553159386335,-0.000392823587636753,8,-23976.3198042277,47968.6419632434,784.850576263991,2.98119828252912e-171,1,FALSE
0.186887591614952,-0.000305079050115566,NA,NA,NA,0.0135688903631025,NA,6,-23991.6094529417,47995.2202794649,811.428892485506,5.04641341004135e-177,1,FALSE
0.0873874258563459,NA,NA,NA,NA,0.0135736485034372,NA,5,-23992.7403750753,47995.4817312641,811.690344284638,4.42801709529677e-177,1,FALSE
0.12961512509051,NA,-3.94632139096491e-07,NA,NA,0.0135700348810494,NA,6,-23991.8773705972,47995.7561147758,811.964727796323,3.86035875057981e-177,1,FALSE
0.106066508778032,-0.000293818869091866,NA,NA,NA,0.0238667626831137,-0.000338545899787587,7,-23990.9246739397,47995.8511793513,812.05979237186,3.68115967625269e-177,1,FALSE
0.00572024902508778,NA,NA,NA,NA,0.0244744664932325,-0.000358373646843114,6,-23991.9713225096,47995.9440186006,812.152631621168,3.51418701139636e-177,1,FALSE
0.0501255068305011,NA,-3.77428613151966e-07,NA,NA,0.0239346424923649,-0.000340740363983193,7,-23991.1837637352,47996.3693589423,812.577971962906,2.84094867370508e-177,1,FALSE
5.97197011143903,-0.0335431078850044,4.9215093255856e-05,NA,NA,NA,NA,6,-24212.3281832769,48436.6577401353,1252.86635315587,7.01546057668783e-273,1,FALSE
0.40638449177952,-0.000328197977417068,NA,NA,NA,NA,NA,5,-24229.0889697477,48468.178920609,1284.38753362955,1.00304130391321e-279,1,FALSE
0.299424662448577,NA,NA,NA,NA,NA,NA,4,-24230.3898991,48468.780452265,1284.98906528558,7.42502427081138e-280,1,FALSE
0.344749727941944,NA,-4.2414126480003e-07,NA,NA,NA,NA,5,-24229.3992350631,48468.7994512398,1285.00806426036,7.354824306146e-280,1,FALSE
