"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
85.127671247634,0.127970347678256,-0.000763531411502971,-1.389553713545,0.939580188980541,-1.73260121690226,0.0818077879584455,-0.0383950218704252,11,-4127.67941582981,8277.41464561312,0,0.998802274256007,0.998802274256007,TRUE
81.3270324873225,0.0883156038069871,NA,-1.43380792506968,0.963825022705784,-1.78570832348208,0.0843984122356444,-0.0360935829330509,10,-4135.41022097071,8290.86694373808,13.4522981249611,0.00119770565548035,0.999999979911487,TRUE
86.1912590546413,0.131265544724438,-0.000814425570917848,0.51779082659275,NA,-1.72957466377923,0.0818504499204561,-0.0394444309796834,10,-4146.40644007409,8312.85938194485,35.4447363317304,2.00794966542616e-08,0.999999999990984,TRUE
82.2286660870393,0.0890860644101773,NA,0.522925430237831,NA,-1.78612027966886,0.0846140292302278,-0.0370506421348178,9,-4155.11906943431,8328.2761777528,50.8615321396883,9.01650333906754e-12,1,TRUE
79.5304585255438,0.139146059331423,-0.000957506834013272,-1.38263354709236,0.94508674500523,-0.114919008430945,NA,-0.039656271481124,10,-4189.09380595593,8398.23411370851,120.819468095397,5.80584413391303e-27,1,TRUE
74.5703291557835,0.0895738608690549,NA,-1.43748761232831,0.976059155895307,-0.117204405232726,NA,-0.0368342384567964,9,-4201.2700145432,8420.57806797059,143.163422357475,8.16464586761638e-32,1,TRUE
80.5786803478336,0.142449596248573,-0.00100907134859368,0.536417490984305,NA,-0.11099253530424,NA,-0.0407031714675551,9,-4207.40971825792,8432.85747540003,155.442829786918,1.75994018864434e-34,1,FALSE
89.3694438441988,0.134245784041081,-0.000868232948631798,NA,NA,-1.81366296011704,0.0855458114870347,-0.0405873678125309,9,-4219.66656424267,8457.37116736953,179.956521756418,8.3640637037776e-40,1,TRUE
75.4391881862084,0.0903196439477082,NA,0.544612280379997,NA,-0.113262454555518,NA,-0.0377918299802532,8,-4220.79747798528,8457.62538064836,180.210735035247,7.36572702496292e-40,1,FALSE
85.1426999631257,0.0892066785756885,NA,NA,NA,-1.87901391152476,0.0887398750665149,-0.0380177208597158,8,-4229.63798696065,8475.30639859909,197.891752985977,1.06618202056306e-43,1,TRUE
