"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-25.1536201177256,0.106890585630618,-0.00078723923480727,0.00192886895565205,-7.3208561996588e-06,2.87635926602282,-0.082367092999143,10,138.866150264084,-257.657875629657,0,0.999919952979269,0.999919952979269,FALSE
-28.2245517410906,0.107611827493063,-0.000793403639248342,0.000334190447703523,NA,3.22975370872651,-0.0923589809731411,9,128.41476409883,-238.768655691743,18.8892199379147,7.91085166815471e-05,0.99999906149595,FALSE
-31.9021249994613,0.107052562106874,-0.000788516677123712,NA,NA,3.65854692302375,-0.104659409752415,8,122.974277535985,-229.899873530389,27.7580020992684,9.38407919893223e-07,0.99999999990387,FALSE
-23.8727096298111,0.0346127371943034,NA,0.00197188968516301,-7.60787231905908e-06,2.89495351359701,-0.0828962887007148,9,114.794097685328,-211.527322864738,46.1305527649196,9.61264664382659e-11,0.999999999999997,FALSE
-27.0529221859457,0.0348641994858978,NA,0.00031479375000766,NA,3.26184613836079,-0.0932700011208183,8,103.50741497039,-190.966148399197,66.6917272304601,3.29640581996043e-15,1,FALSE
-30.5244472901543,0.0347050031644563,NA,NA,NA,3.66589555882802,-0.104860440439001,7,98.6829112825017,-183.327971939792,74.3299036898651,7.23488659702525e-17,1,FALSE
0.423536780422428,0.106529917572352,-0.000778640391252196,0.0035051976591598,-1.21542699471865e-05,-0.03471747872176,NA,9,83.2605423953692,-148.46021228482,109.197663344837,1.94085871010013e-24,1,FALSE
-0.189127293008268,0.106049907120335,-0.000779961021912317,0.00367570433338681,-1.20492604731335e-05,NA,NA,8,65.756796956638,-115.464912371694,142.192963257963,1.32787006494986e-31,1,FALSE
-23.6747661151143,NA,NA,0.00207780501075786,-8.27451690421975e-06,3.03464226274001,-0.0867666752023143,8,60.5774590138744,-105.106236486167,152.55163914349,7.4782106079191e-34,1,FALSE
1.84988760101543,0.035129707400255,NA,0.00355788713271501,-1.24716432674669e-05,-0.0348444204054548,NA,8,58.4481910972208,-100.84770065286,156.810174976798,8.89341145083802e-35,1,FALSE
0.472960589803671,0.108150512257206,-0.000791201690714198,0.000967819955067163,NA,-0.0342612200964869,NA,8,53.5997853873005,-91.1508892330188,166.506986396638,6.97320671065456e-37,1,FALSE
-27.1565403488038,NA,NA,0.000274804585489475,NA,3.43747526269797,-0.0981536804108087,7,47.2936535699309,-80.5494565146507,177.108419115007,3.47824904452485e-39,1,FALSE
-30.1827713310269,NA,NA,NA,NA,3.78907716352211,-0.108240935014073,6,43.6356011137823,-75.2428238491862,182.415051780471,2.44928900231216e-40,1,FALSE
1.24789424511402,0.0342775330730806,NA,0.00373035639671338,-1.2373574749248e-05,NA,NA,7,40.8286149938649,-67.6193793625186,190.038496267139,5.41539445110474e-42,1,FALSE
-0.132752258027521,0.107694916431457,-0.00079264127395286,0.00115710594155337,NA,NA,NA,7,36.9915819259495,-59.9453132266878,197.712562402969,1.16742182270056e-43,1,FALSE
1.91467564370396,0.0358419757954626,NA,0.000954640314995537,NA,-0.0343988465259961,NA,7,27.2437404565835,-40.4496302879558,217.208245341701,6.82015188843451e-48,1,FALSE
1.31918408342692,0.0350166256308513,NA,0.00114443837138652,NA,NA,NA,6,10.5241064848551,-9.01983459133184,248.638041038325,1.02070590564827e-54,1,FALSE
3.2665096008828,NA,NA,0.00374631376973214,-1.34117028587437e-05,-0.0316643200842897,NA,7,-1.18267088943048,16.4031924040722,274.061068033729,3.07865099545965e-60,1,FALSE
1.04571277964811,0.105750345904068,-0.000767549758536976,NA,NA,-0.0572208273963929,NA,7,-2.43699562582333,18.9118418768579,276.569717506515,8.78241888517595e-61,1,FALSE
2.68690638587318,NA,NA,0.00389891913837016,-1.33025578663491e-05,NA,NA,6,-15.6502895893318,43.328957557042,300.986833186699,4.38030998201101e-66,1,FALSE
2.44482883914511,0.0354261866677574,NA,NA,NA,-0.0570249976618633,NA,6,-27.2214346747305,66.4712477278394,324.129123357497,4.13257158746806e-71,1,FALSE
3.36408790997252,NA,NA,0.000947658293206896,NA,-0.0309687835329195,NA,6,-37.0848902255439,86.1981588294661,343.856034459123,2.15068134108587e-75,1,FALSE
2.79676294062046,NA,NA,0.00111820482975861,NA,NA,NA,5,-50.5218656818415,111.063994788202,368.721870417859,8.57093881567878e-81,1,FALSE
0.0995462678793114,0.103861844223778,-0.000760746430558601,NA,NA,NA,NA,6,-52.7014724084092,117.431323195197,375.089198824854,3.55124470393174e-82,1,FALSE
1.51206350122295,0.033634208372318,NA,NA,NA,NA,NA,5,-77.0815609810043,164.183385386527,421.841261016184,2.50206901884856e-92,1,FALSE
3.870427076614,NA,NA,NA,NA,-0.0532646126326445,NA,5,-90.2921484435046,190.604560311528,448.262435941185,4.58156706071293e-98,1,FALSE
2.92861528935476,NA,NA,NA,NA,NA,NA,4,-133.399246805143,274.811997999212,532.469873628869,2.37465917672018e-116,1,FALSE
