"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-17.1342994197566,0.0681011525793366,NA,NA,NA,1.99681902807052,-0.0579420656332655,7,-116.648254438046,247.666145839788,0,0.229767829515458,0.229767829515458,FALSE
-22.3257885128631,0.0671369292214899,NA,-0.000588700805398473,NA,2.60787751760562,-0.0755874043759572,8,-115.997017693335,248.470856578723,0.804710738934119,0.153655639698574,0.383423469214031,FALSE
-17.7675170805263,0.163218626407359,-0.00264593262996263,NA,NA,1.98282108872783,-0.0575695279550246,8,-116.29904364032,249.074908472693,1.40876263290491,0.113600515684944,0.497023984898976,FALSE
1.15851591525997,0.0684511799655542,NA,NA,NA,-0.0641080546565524,NA,6,-118.476929710036,249.230175209546,1.56402936975721,0.105114967247606,0.602138952146582,FALSE
-22.7947810813144,0.157898731838704,-0.00252843376107671,-0.000575374132813926,NA,2.57890758539237,-0.0747834595868879,9,-115.677322668762,249.952651982042,2.28650614225393,0.0732454618039038,0.675384413950486,FALSE
-24.3573502932196,0.0675039738264882,NA,-0.0014510572893575,3.75444990858344e-06,2.84443736972051,-0.0823527840201352,9,-115.892808391383,250.383623427285,2.71747758749615,0.059046812910558,0.734431226861044,TRUE
0.382208062884057,0.166408943472368,-0.00271972785707612,NA,NA,-0.064820487693073,NA,7,-118.098515093068,250.566667149832,2.90052131004359,0.0538826593477999,0.788313886208844,FALSE
1.20090016663613,0.0683409409143193,NA,-6.51327721275019e-05,NA,-0.0659483671240875,NA,7,-118.467068117193,251.303773198083,3.63762735829437,0.0372724960394894,0.825586382248333,FALSE
-24.8630345869551,0.158413283312974,-0.00253129064573816,-0.0014476555598839,3.79362522351193e-06,2.81953442054309,-0.0816645872589487,10,-115.571034615192,251.875402563717,4.20925672392835,0.0280066225050066,0.853593004753339,TRUE
-16.4028228229228,NA,NA,NA,NA,2.0594971181354,-0.0596745613625215,6,-119.901548437554,252.079412664582,4.41326682479345,0.0252906800352593,0.878883684788599,FALSE
-22.3329964386835,NA,NA,-0.000679445183738969,NA,2.75556908319764,-0.0797878850243409,7,-119.034808280095,252.439253523887,4.7731076840987,0.0211262326145757,0.900009917403174,FALSE
0.42314876085178,0.166005587037236,-0.00271160391111654,-5.90187441720625e-05,NA,-0.0664881515196175,NA,8,-118.090428305904,252.657677803861,4.99153196407272,0.0189405169253951,0.91895043432857,FALSE
1.13130618206736,0.0678267068989183,NA,0.000717021297826649,-3.59919996878731e-06,-0.0633324675078378,NA,8,-118.355030715836,253.186882623725,5.52073678393643,0.0145370559209947,0.933487490249564,FALSE
0.0420784558529569,0.0678567262761189,NA,NA,NA,NA,NA,5,-121.742755255858,253.682231823192,6.01608598340349,0.0113478281195119,0.944835318369076,FALSE
2.44008524518797,NA,NA,NA,NA,-0.0628251737189814,NA,5,-121.818267271992,253.833255855459,6.167110015671,0.0105224845604655,0.955357802929542,FALSE
-23.851261971802,NA,NA,-0.00131367019447305,2.75087078812716e-06,2.93290555157523,-0.0848583097938235,8,-118.979155773866,254.435132739786,6.76898689999737,0.00778793633102935,0.963145739260571,TRUE
0.35881799170513,0.165085103586529,-0.00270196769267187,0.00070861502798554,-3.52876659095221e-06,-0.0639255085673801,NA,9,-117.982590228699,254.563187101915,6.89704126212695,0.00730492465620369,0.970450663916775,FALSE
-0.0265285913083175,0.0686664127723998,NA,0.000437627126248616,NA,NA,NA,6,-121.184975984944,254.646267759362,6.98012191957352,0.00700769199667838,0.977458355913453,FALSE
-0.690027540065808,0.158999249637275,-0.00253583086429045,NA,NA,NA,NA,6,-121.424650133752,255.125616056977,7.45947021718891,0.00551424229607059,0.982972598209524,FALSE
2.52474550271415,NA,NA,-0.00013628423617195,NA,-0.0667023514296943,NA,6,-121.775524187559,255.827364164592,8.16121832480391,0.00388242593723057,0.986855024146754,FALSE
-0.0666860985010274,0.067715517791063,NA,0.0018774085721809,-6.80200924864252e-06,NA,NA,7,-120.77577226641,255.921181496517,8.25503565672875,0.00370451199137624,0.990559536138131,FALSE
-0.790133257060939,0.16343373238793,-0.00263285597664206,0.000446996170276814,NA,NA,NA,7,-120.84378815245,256.057213268597,8.39106742880861,0.00346092414661973,0.99402046028475,FALSE
-0.823136513178271,0.16175480679223,-0.00261591084121567,0.00187651056257087,-6.74632571755311e-06,NA,NA,8,-120.440852022854,257.358525237762,9.69237939797338,0.00180557601583546,0.995826036300586,FALSE
2.41478104065904,NA,NA,0.000944036836278816,-4.95377286493403e-06,-0.0631152720073273,NA,7,-121.562909072307,257.495455108311,9.82930926852217,0.00168609419670074,0.997512130497287,FALSE
1.33426908695637,NA,NA,NA,NA,NA,NA,4,-124.918065075896,257.96684910604,10.3007032662511,0.00133204816194884,0.998844178659235,FALSE
1.28933607757264,NA,NA,0.00037289632205419,NA,NA,NA,5,-124.516267225981,259.229255763438,11.5631099236494,0.000708584756006398,0.999552763415242,FALSE
1.21848983657183,NA,NA,0.00209191189396304,-8.09178724350036e-06,NA,NA,6,-123.936651939361,260.149619668195,12.4834738284071,0.000447236584758151,1,FALSE
