"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.0866205180285935,NA,0.0639674557920077,-0.00145679490506342,-0.00337782489941108,4.20110521864595e-05,-0.0641914690082141,NA,9,55.4385487177915,-92.7409400982154,5.23213936145316,0.0473228241254745,0.929633953521389,TRUE
1.10373896686243,-0.0048806318264761,0.0759547166864772,-0.00143504686077242,0.00129697716125652,NA,-0.0631292924641097,NA,9,55.1163002161529,-92.0964430949382,5.8766363647303,0.0342862437585493,0.963920197279939,FALSE
-0.0264398834571248,NA,0.0639729843575763,-0.00145695070039373,-0.00336063932431056,4.17831981601379e-05,-0.0775435384732471,0.000730717415778147,10,55.4527544628081,-90.7389684259947,7.2341110336738,0.0173919400372618,0.981312137317201,TRUE
1.21577690840076,-0.00486133595957734,0.0759093184815171,-0.00143531648638825,0.00128145853042016,NA,-0.0888349153679905,0.00140608918632874,10,55.1686843065204,-90.1708281134193,7.80225134624925,0.0130911538878047,0.994403291205005,TRUE
-0.228695539947027,NA,0.0649229746910821,-0.001466515120951,0.00126621948109394,NA,-0.0628025272613662,NA,8,51.4937477940744,-86.8786520507337,11.0944274089348,0.00252400946588578,0.996927300670891,FALSE
-0.0769157507566643,NA,0.0649236254752796,-0.00146676467090869,0.00124629750336307,NA,-0.096070262442408,0.00181960686147187,9,51.581768895564,-85.0273804537603,12.9456990059082,0.00100021291920026,0.997927513590091,TRUE
1.96697290438537,-0.0053391763023925,0.0118645324087499,NA,-0.00347647866791163,4.3119793476819e-05,-0.0633929910435908,NA,9,51.3882782487149,-84.6403991600621,13.3326802996064,0.00082425300581227,0.998751766595904,TRUE
1.3280836018444,-0.00259476826407969,NA,NA,-0.0035644129534429,4.38234508518893e-05,-0.0634285004928078,NA,8,49.7189870119537,-83.3291304864924,14.6439489731761,0.00042788017519397,0.999179646771097,TRUE
1.99100985810137,-0.00533458969037815,0.0118523101004788,NA,-0.00346925070207266,4.30237349904207e-05,-0.0689953072706763,0.000306616035360657,10,51.3907930181449,-82.6150455366683,15.3580339230002,0.000299406061410396,0.999479052832508,TRUE
1.37072032419577,-0.00259174648730033,NA,NA,-0.0035517566259185,4.36561827056398e-05,-0.0730999200868535,0.000529318756990023,9,49.7264776335332,-81.3167979296989,16.6562815299696,0.000156440682643116,0.999635493515151,TRUE
0.487519681256031,NA,NA,NA,-0.00345850883628172,4.26602074407935e-05,-0.0631687464550085,NA,7,47.6037529590976,-81.1229137731801,16.8501656864884,0.000141986905026861,0.999777480420178,TRUE
0.524587455710228,NA,-0.00175921430269071,NA,-0.00348673788553837,4.29339756514627e-05,-0.0632163364574406,NA,8,47.687568516536,-79.266293495657,18.7067859640115,5.61162087300293e-05,0.999833596628908,TRUE
0.546639913152598,NA,NA,NA,-0.00344150434785436,4.24351630422222e-05,-0.0762784475706956,0.000717463803268365,8,47.6175645322837,-79.1262855271525,18.8467939325161,5.2322197751182e-05,0.999885918826659,TRUE
1.8107236880574,-0.00528515149989528,0.0122597546540797,NA,0.00128985321971493,NA,-0.0619584899392418,NA,8,47.2080932015128,-78.3073428656107,19.6657365940578,3.4742001798377e-05,0.999920660828457,FALSE
0.583974020572856,NA,-0.00176046775639686,NA,-0.00346970641439159,4.27084067584289e-05,-0.0763793688447895,0.0007203902370586,9,47.7014824855182,-77.2668076336688,20.7062718259997,2.06493071228775e-05,0.99994131013558,TRUE
1.14680841745792,-0.00244480233378945,NA,NA,0.00127919718914912,NA,-0.0619590716532795,NA,7,45.4026276286072,-76.7206631121993,21.2524163474692,1.57149031092819e-05,0.99995702503869,FALSE
1.92459634734858,-0.00526449717884313,0.0121992335853485,NA,0.00127403167960207,NA,-0.0881237422834963,0.00143121448974255,9,47.2628472690508,-76.3895372007339,21.5835422589346,1.33170683761138e-05,0.999970342107066,TRUE
0.358192929216861,NA,NA,NA,0.00125764164017734,NA,-0.0617509128795314,NA,6,43.4989743481292,-74.9345524698433,23.0385269898252,6.4337281997574e-06,0.999976775835266,FALSE
1.16334060128436,-0.00458936775240737,0.0752909806856283,-0.00143201856417446,NA,NA,-0.0713325026190111,NA,8,45.4797460143304,-74.8506484912459,23.1224309684226,6.16940373745419e-06,0.999982945239003,FALSE
