"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-23.4729061542474,-0.0354876550467501,3.43758487749326e-05,0.189973215942351,-0.00160485064784902,2.62808159853072,-0.0674428264978844,10,-1949.2590823332,3918.6201581759,0,0.521026643112056,0.521026643112056,FALSE
-26.5648141785335,-0.0117329891763367,NA,0.189877407891112,-0.0016047944615233,2.53107183015057,-0.0650097281396326,9,-1950.54221429293,3919.1678391512,0.547680975304957,0.396216465201656,0.917243108313713,FALSE
-28.178718595011,NA,-1.68931180173016e-05,0.189882401289048,-0.0016055887235001,2.49103708461011,-0.0640095975306619,9,-1952.10828211312,3922.29997479157,3.67981661567637,0.0827556980931748,0.999998806406887,FALSE
-0.251713506660249,-0.0122842569543623,NA,0.197669365867011,-0.00169350196779693,-0.0869080049525985,NA,8,-1964.90001352393,3945.86672459302,27.2465664171195,6.31456166877544e-07,0.999999437863054,FALSE
2.08520925765519,-0.0259138960950601,1.97071786825339e-05,0.197895772392634,-0.00169547630564979,-0.0874671277524572,NA,9,-1964.4769964106,3947.03740338653,28.4172452106354,3.51668556620268e-07,0.999999789531611,FALSE
-2.36198103486876,NA,-1.77006230821462e-05,0.19752180037501,-0.00169254112713091,-0.086577078423023,NA,8,-1965.99870740351,3948.06411235217,29.4439541762786,2.10468215965049e-07,0.999999999999827,FALSE
-1.95537379081261,-0.0130509522000316,NA,0.202409300043972,-0.00169200525163762,NA,NA,7,-1981.62908142153,3977.31001469492,58.6898565190236,9.38684219576126e-14,0.999999999999921,FALSE
-0.178247485484036,-0.0234680952354596,1.50565281603288e-05,0.202606565472942,-0.00169353476380184,NA,NA,8,-1981.39053857998,3978.84777470511,60.2276165292169,4.35110108989008e-14,0.999999999999964,FALSE
-4.18866411019432,NA,-1.88100326099009e-05,0.202217702014424,-0.00169077973318564,NA,NA,7,-1982.59554710513,3979.24294606211,60.6227878862132,3.57099139415844e-14,1,FALSE
-31.6368433107919,-0.0338033677637155,3.18854247834153e-05,0.0436057410481198,NA,3.73550522766098,-0.0950656283729524,9,-2051.01629802653,4120.1160066184,201.495848442506,9.17471071142682e-45,1,FALSE
-34.3924798683712,-0.0117779553045032,NA,0.0435096494982073,NA,3.63452398112608,-0.0925325664029614,8,-2052.21903244738,4120.50476243992,201.884604264028,7.55396773166324e-45,1,FALSE
-35.9693665575385,NA,-1.69685554647004e-05,0.0434328500929551,NA,3.59029195282387,-0.0914269300070262,8,-2053.83668111295,4123.74005977106,205.119901595162,1.49843958057577e-45,1,FALSE
3.32867940572256,-0.0125423629467722,NA,0.0431557559766734,NA,-0.093121051220621,NA,7,-2078.31724398758,4170.68633982701,252.066181651116,9.58040897893277e-56,1,FALSE
4.81750930783585,-0.0212068331314379,1.25319763256664e-05,0.043190832456336,NA,-0.0935442619715608,NA,8,-2078.12991770764,4172.32653296044,253.706374784549,4.21910793236328e-56,1,FALSE
1.17207907032865,NA,-1.80910834325085e-05,0.0430870932052183,NA,-0.0926677429165097,NA,7,-2079.2472320336,4172.54631591905,253.926157743155,3.78003109566368e-56,1,FALSE
-39.360826620477,NA,NA,0.196829013224255,-0.00170695414488926,3.43600266999673,-0.0880945916511408,8,-2085.85816667743,4187.78303090003,269.162872724131,1.85731152318303e-59,1,FALSE
1.4991772780846,-0.01335093947608,NA,0.0483057240570015,NA,NA,NA,6,-2094.59676322075,4201.23239733461,282.612239158717,2.23044716133116e-62,1,FALSE
-0.785632907285337,NA,-1.9259241475812e-05,0.0482115803829965,NA,NA,NA,6,-2095.36237242847,4202.76361575005,284.143457574155,1.03727063961046e-62,1,FALSE
2.43053624553587,-0.0188033423326983,7.88254062076475e-06,0.0483410209540922,NA,NA,NA,7,-2094.52617354787,4203.1041989476,284.484040771702,8.74853600492948e-63,1,FALSE
-3.98141730061304,NA,NA,0.207829896496014,-0.00183444831900293,-0.110366317130758,NA,7,-2111.71277586898,4237.4774035898,318.857245413908,3.00530692989615e-70,1,FALSE
-6.44704691704771,NA,NA,0.212914054349622,-0.0018216756315512,NA,NA,6,-2138.85413582253,4289.74714253816,371.126984362264,1.34171178641096e-81,1,FALSE
-50.4350420390176,NA,NA,0.0406458046925992,NA,4.88706146367142,-0.124331623317148,7,-2202.75192694144,4419.55570573473,500.935547558834,8.71139858062556e-110,1,FALSE
-0.121298992938643,NA,NA,0.0397646523898337,NA,-0.119187329117369,NA,6,-2248.17676488574,4508.39240066458,589.772242488683,4.46112801299256e-129,1,FALSE
-2.80952628156787,NA,NA,0.0464754550792667,NA,NA,NA,5,-2274.08061305259,4558.18897818659,639.568820010692,6.85891258382147e-140,1,FALSE
-25.0746544302183,-0.009167468433314,NA,NA,NA,3.04387695833057,-0.0836405843573262,7,-2347.93461967825,4709.92109120835,791.300933032451,7.72761650526575e-173,1,FALSE
-26.2506785454804,NA,-1.32374706111847e-05,NA,NA,3.00402136016905,-0.0826359889603229,7,-2348.43073396527,4710.91331978239,792.293161606496,4.70528424497216e-173,1,FALSE
-24.0628347553172,-0.0174463439358715,1.19914284190228e-05,NA,NA,3.08454192051542,-0.0846656896225189,8,-2347.78992257236,4711.64654268988,793.026384513981,3.26113316254507e-173,1,FALSE
8.97075032302719,-0.00986370631304807,NA,NA,NA,-0.323619441101394,NA,6,-2363.97513257874,4739.98913605058,821.368977874681,2.28482311156636e-179,1,FALSE
7.26883712162587,NA,-1.42565877402893e-05,NA,NA,-0.32293108678368,NA,6,-2364.05626208337,4740.15139505985,821.531236883953,2.1067766045484e-179,1,FALSE
8.45849397566287,-0.00689300956426771,-4.29846541902031e-06,NA,NA,-0.323402167997944,NA,7,-2363.95657096101,4741.96499377387,823.344835597974,8.50747203098348e-180,1,FALSE
-41.0082178378749,NA,NA,NA,NA,4.34992518670676,-0.116557939318843,6,-2440.97898980152,4893.99685049614,975.376692320245,8.25091866502558e-213,1,FALSE
6.0706723523009,NA,NA,NA,NA,-0.340602438734193,NA,5,-2471.13964075665,4952.30703359471,1033.68687541881,1.79724352137082e-225,1,FALSE
1.17148626322896,NA,-1.77807360317519e-05,NA,NA,NA,NA,5,-2555.41361927416,5120.85499062973,1202.23483245383,4.51734321798246e-262,1,FALSE
-1.05159796897177,0.0129764221686585,-3.65153344400789e-05,NA,NA,NA,NA,6,-2555.14622209814,5122.33131508938,1203.71115691349,2.15925187507864e-262,1,FALSE
3.2686244560686,-0.0122769024413887,NA,NA,NA,NA,NA,5,-2556.16014037477,5122.34803283095,1203.72787465505,2.14127819216414e-262,1,FALSE
-0.767824235336436,NA,NA,NA,NA,NA,NA,4,-2678.06588260498,5364.150258044,1445.5300998681,6.66786860297891e-315,1,FALSE
