"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
7.06773416091705,-0.0177619109433179,0.125618403521906,-0.00298392418357261,-1.45763664827021,0.150501273191533,0.0218356125753139,-0.000129531531945672,11,-363.4707743846,749.246047039096,0,0.227473385204789,0.227473385204789
7.92357176615924,-0.0178043105919616,0.124924176452056,-0.00297614562054345,-1.40932995686209,0.143110657656505,NA,NA,9,-365.814352483007,749.835839603528,0.589792564431946,0.169378687263866,0.396852072468655
4.30586929026471,-0.0176109245944316,0.124697488942702,-0.00296884432020801,-0.158818531335808,NA,0.0204638857720368,-0.000122778848340308,10,-364.877678085486,750.008812392171,0.762765353075338,0.155345328860371,0.552197401329027
5.2216582695208,-0.0176792840315209,0.12414729650606,-0.00296265372475966,-0.170436666756577,NA,NA,NA,8,-367.100807943909,750.367133129197,1.12108609010147,0.129864318086319,0.682061719415346
7.88831967003796,-0.0177489483863093,0.12474611081642,-0.00297531310578481,-1.37302152519256,0.138105426513118,-0.000505753866678266,NA,10,-365.700299988207,751.654056197613,2.40800915851742,0.0682398472104298,0.750301566625775
5.30334319027282,-0.0176094091530258,0.123941151633281,-0.00296216015805963,-0.180107360814802,NA,-0.000696544003177745,NA,9,-366.882192710035,751.971520057584,2.7254730184884,0.0582239472096355,0.808525513835411
7.6451415324722,-0.0173942751240164,0.0242752387958655,NA,-1.44305355192055,0.148806333694091,0.0218646204214117,-0.00012966373612318,10,-366.356039308149,752.965534837496,3.71948779840022,0.0354204502577132,0.843945964093124
8.50400164039194,-0.0174370113117776,0.0238320795392934,NA,-1.39595575541909,0.141532906494904,NA,NA,8,-368.706973849829,753.579464941037,4.33341790194163,0.0260579861810551,0.870003950274179
4.91244502289407,-0.0172545509355997,0.0239145383056534,NA,-0.158819379033199,NA,0.0205226514696809,-0.000123074362593685,9,-367.736103180826,753.679340999166,4.43329396007061,0.024788659327463,0.894792609601642
5.83034589914071,-0.0173205818298774,0.0235486476697136,NA,-0.170684637551131,NA,NA,NA,7,-369.969287436926,754.067162703933,4.82111566483707,0.0204191954327588,0.915211805034401
6.64690531613404,-0.013149825405329,NA,NA,-1.42589543703839,0.146340038281371,0.0215163003705721,-0.000127880388229455,9,-368.114629501818,754.43639364115,5.19034660205466,0.0169770077343956,0.932188812768797
7.51244265622863,-0.013268464578,NA,NA,-1.3823326722939,0.139581461758604,NA,NA,7,-370.409622917267,754.947833664615,5.7017866255195,0.0131462944846806,0.945335107253477
3.97430261265283,-0.0130755544118377,NA,NA,-0.162917077085092,NA,0.0201940682899055,-0.000121382472002003,8,-369.441132177276,755.047781595931,5.80173455683553,0.0125054677043646,0.957840574957842
4.88717400571796,-0.0132030789768962,NA,NA,-0.173939405859738,NA,NA,NA,6,-371.629981259329,755.356292793888,6.11024575479223,0.0107178477515459,0.968558422709388
8.46976777266822,-0.0173866401167392,0.0237036044856738,NA,-1.35994704789913,0.136573259089853,-0.000499646427444442,NA,9,-368.595377717509,755.397890072532,6.15184303343608,0.0104972332948993,0.979055656004287
5.91241171569501,-0.0172570965144087,0.0233870743295634,NA,-0.180237701004965,NA,-0.000688960087931691,NA,8,-369.754840791072,755.675198823523,6.42915178442718,0.00913814445539397,0.988193800459681
7.48138518282096,-0.0132384253624218,NA,NA,-1.34352577895021,0.1342350558954,-0.000540194334176652,NA,8,-370.2799226245,756.72536249038,7.47931545128404,0.00540527602257935,0.99359907648226
4.98057491957829,-0.0131661738193655,NA,NA,-0.183987334146706,NA,-0.000725776804457976,NA,7,-371.3933553557,756.91529854148,7.66925150238455,0.0049155688883614,0.998514645370622
3.11881949558201,-0.0175836832774245,0.127613773571387,-0.00298971303060351,NA,NA,0.0301341141524236,-0.000172126642708697,9,-370.891411926517,759.989958490549,10.7439114514534,0.00105662251845875,0.999571267889081
