"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
1.80330304561873,0.167911202343263,-0.00180935593170179,-2.11053975778891,0.364588022215047,0.0168500022051442,-0.000102339234846369,10,-398.040604460301,816.180486898942,0,0.999931105512928,0.999931105512928,TRUE
2.72669595807731,0.167891770273052,-0.00180692408929985,-2.34996696603032,0.405488096329775,0.00128798388842383,NA,9,-408.639332588769,835.359855975915,19.1793690769725,6.84262910339263e-05,0.999999531803962,TRUE
2.79475135038762,0.167519280756627,-0.00180837521774409,-2.28984613576448,0.388930066382857,NA,NA,8,-414.668682607006,845.402288568386,29.2218016694436,4.51373928331662e-07,0.99999998317789,TRUE
-1.32359074563158,0.168151315287645,-0.00181078841094078,NA,NA,0.0198322446276811,-0.000124018228751096,8,-418.343782219613,852.752487793599,36.5720008946568,1.14409210349347e-08,0.999999994618811,FALSE
-1.38356011771306,0.168280518862318,-0.00181002491726956,0.0167955319137634,NA,0.019966421705376,-0.000124121918944864,9,-418.089937112836,854.261065024049,38.0805781251063,5.38118105769065e-09,0.999999999999992,FALSE
-0.624541671951664,0.168187089785289,-0.00180786290430578,NA,NA,0.000953069751617156,NA,7,-433.928200027871,881.906873241862,65.7263863429193,5.34154173964189e-15,0.999999999999997,FALSE
-0.680410203763034,0.168307045101861,-0.00180710948083642,0.0158064798457005,NA,0.00106448843800842,NA,8,-433.706891369944,883.478706094261,67.2982191953191,2.43415068344303e-15,1,FALSE
-0.5517205557671,0.168088322350569,-0.00180763868148622,NA,NA,NA,NA,6,-437.989895893134,888.017629624107,71.8371427251644,2.51612804155174e-16,1,FALSE
-0.508113843414902,0.167987610747635,-0.00180833958823368,-0.0145524323324434,NA,NA,NA,7,-437.756165962091,889.562805110301,73.3823182113588,1.16198934094761e-16,1,FALSE
2.67915511553424,0.0706750363783571,NA,-2.09956663424954,0.363047148479824,0.0167148503976672,-0.000101376331999553,9,-441.731168328192,901.543527454761,85.3630405558185,2.90818039594787e-19,1,TRUE
3.59140599012896,0.0707955084291889,NA,-2.3360682291009,0.403484964776751,0.00130182109632957,NA,8,-452.216443364555,920.497810083483,104.317323184541,2.22715870491962e-23,1,TRUE
3.66613702054105,0.0702004276609937,NA,-2.27640581172824,0.386878586690114,NA,NA,7,-458.42585175641,930.902176698941,114.721689799998,1.22594690367527e-25,1,TRUE
-0.425786537402417,0.0708465399392917,NA,NA,NA,0.019666433329954,-0.000122937822165122,7,-462.087933708576,938.226340603272,122.04585370433,3.14810839146822e-27,1,FALSE
-0.495108982811596,0.0711017052729081,NA,0.0189427743699903,NA,0.0198129676042333,-0.000123020737190731,8,-461.764818815755,939.594560985884,123.414074086942,1.58834337491929e-27,1,FALSE
0.265706136091191,0.0710645832291057,NA,NA,NA,0.000953173825369458,NA,6,-477.524672460563,967.087182758964,150.906695860022,1.70214844092406e-33,1,FALSE
0.199312330816517,0.0713110386257697,NA,0.0182654114216148,NA,0.00108229268707135,NA,7,-477.228910573278,968.508294332676,152.327807433734,8.36386422414119e-34,1,FALSE
0.338723519986755,0.0709618127576223,NA,NA,NA,NA,NA,5,-481.632165745249,973.29134634867,157.110859449728,7.65209627416144e-35,1,FALSE
0.37861721925828,0.0707975859011126,NA,-0.0128960273187681,NA,NA,NA,6,-481.447891065436,974.93361996871,158.753133069768,3.36639629334677e-35,1,FALSE
4.4431018106711,NA,NA,-2.19639234493483,0.375573479488268,0.016907061861763,-0.000103813616693254,8,-523.218223932432,1062.50137121924,246.320884320295,3.25139444613398e-54,1,TRUE
5.3797916099331,NA,NA,-2.43811011676984,0.416911206496969,0.00112434685855338,NA,7,-534.128061899729,1082.30659698558,266.126110086635,1.6271197926747e-58,1,TRUE
5.43824367583596,NA,NA,-2.39008669174181,0.403056494242724,NA,NA,6,-538.698052546481,1089.4339429308,273.253456031858,4.61037254843614e-60,1,TRUE
1.15496622206923,NA,NA,NA,NA,0.0201450553803871,-0.000126196794559656,6,-544.502735069828,1101.04330797749,284.862821078552,1.38929486838222e-62,1,FALSE
1.17158940796938,NA,NA,-0.00499759767973803,NA,0.0201089080320433,-0.000126192880325149,7,-544.480773834267,1103.01202085465,286.831533955712,5.19151199833502e-63,1,FALSE
1.87076309269461,NA,NA,NA,NA,0.000936613602730379,NA,5,-560.651886627597,1131.33078811337,315.150301214424,3.68088021528746e-69,1,FALSE
1.88945489504937,NA,NA,-0.00563024339496277,NA,0.000896549017591881,NA,6,-560.624446213697,1133.28673026523,317.10624336629,1.38428095198592e-69,1,FALSE
2.02932564269596,NA,NA,-0.0319768245318824,NA,NA,NA,5,-563.480443078178,1136.98790101453,320.807414115585,2.17533038668781e-70,1,FALSE
1.93997311869942,NA,NA,NA,NA,NA,NA,4,-564.594811818746,1137.20762543767,321.02713853873,1.94900374760387e-70,1,FALSE
