"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
-18.1614520494009,0.132182281547086,-0.0015073580543127,0.0323545092513156,-0.000449002824592007,-0.252304377149311,0.00599692914704318,0.00569592608804637,11,832.86967498552,-1643.63866347218,0,0.886448101343879,0.886448101343879
-19.8552007705664,0.132417814217915,-0.00151003626325346,0.0283117619417481,-0.000378658026586517,-0.0464909042435863,NA,0.00568755576226259,10,829.805894588208,-1639.52791574904,4.11074772314191,0.113505207724745,0.999953309068624
-8.19138872226397,0.165338848680074,-0.00139934779158797,0.0320290325431237,-0.000443135702637316,-0.249409256529493,0.00592555947499512,NA,10,821.592598955022,-1623.10132448267,20.5373389895124,3.07628675828779e-05,0.999984071936207
-16.4682471829154,0.0438966510187882,NA,0.0323307566487452,-0.00044896589156599,-0.253828388449319,0.00603956034469096,0.00541774225998763,10,820.494230641377,-1620.90458785538,22.7340756168035,1.02567912899421e-05,0.999994328727497
-9.88150636185135,0.165589307551054,-0.00140211241094242,0.0280341793357387,-0.000373625687701612,-0.046046369545305,NA,NA,9,818.588125595274,-1619.10765362957,24.5310098426123,4.17649733931713e-06,0.999998505224836
-18.1770542791722,0.04396676310351,NA,0.0282568259196334,-0.000378080087209445,-0.0465519618238006,NA,0.00541207527610898,9,817.361285421739,-1616.6539732825,26.9846901896815,1.22462266089004e-06,0.999999729847497
-19.3334686059424,0.132429064601813,-0.00150935324962033,0.00617534940595151,NA,-0.0459868900317964,NA,0.00557471619640776,9,815.517848104874,-1612.96709864877,30.671564823411,1.93824037977383e-07,0.999999923671535
-19.1379842442904,0.132403976868176,-0.00150905261424482,0.00616774868863988,NA,-0.0684488394622869,0.000654787149496507,0.00557335556424634,10,815.559712045643,-1611.03555066391,32.6031128082707,7.37865698214049e-08,0.999999997458105
-7.0376819629997,0.0807098739441455,NA,0.0320644068748262,-0.000444093838980488,-0.251360084418086,0.00597909792929462,NA,9,811.058794711329,-1604.04899186168,39.5896716105015,2.24318635091568e-09,0.999999999701291
-8.74188728875565,0.080831397285784,NA,0.0280317312457513,-0.000373928096935205,-0.0461604146336572,NA,NA,8,807.979875828964,-1599.90489451507,43.7337689571123,2.8247892297569e-10,0.99999999998377
-9.55926178741001,0.164864297856578,-0.00140367343230326,0.00619240795556433,NA,-0.0455476682472341,NA,NA,8,804.61824791078,-1593.1816386787,50.4570247934807,9.79601843210568e-12,0.999999999993566
-9.36623375608925,0.164822626305655,-0.00140340478684905,0.00618484062276941,NA,-0.0679702224647005,0.000653643585102507,NA,9,804.66014160704,-1591.2516856531,52.3869778190799,3.73220610501252e-12,0.999999999997298
-17.656805528012,0.0440208272693196,NA,0.00615302663255752,NA,-0.0460471586647392,NA,0.00529951138819519,8,803.004333789783,-1589.95381043671,53.6848530354746,1.95045348058705e-12,0.999999999999249
-17.4481534481749,0.0440139807240901,NA,0.00614490759016511,NA,-0.069982690526718,0.00069774507580882,0.00529774410989247,9,803.052268068655,-1588.03593857634,55.6027248958487,7.47609848124902e-13,0.999999999999997
-24.35991513918,NA,NA,0.0324412366187416,-0.000450625026295845,-0.256385290863116,0.0061129382626953,0.0101589254075628,9,797.251749659633,-1576.43490175829,67.2037617138938,2.2622566650729e-15,0.999999999999999
-8.41740905464538,0.079991380645746,NA,0.00617124843389189,NA,-0.0456598907159068,NA,NA,7,793.899388558818,-1573.75612669875,69.8825367734362,5.92725024248772e-16,0.999999999999999
-26.1055358441482,NA,NA,0.0283169655254716,-0.000378862726281267,-0.0465904037029638,NA,0.0101625266007154,8,794.042508320314,-1572.03015949777,71.6085039744121,2.50071527810407e-16,1
-8.21197098653031,0.0799596271316398,NA,0.00616317776309197,NA,-0.0695346016724827,0.000695978594293938,NA,8,793.947201024052,-1571.83954490525,71.7991185669362,2.27338408093884e-16,1
-25.5961516588115,NA,NA,0.00616706313035772,NA,-0.0460827982019652,NA,0.0100566848855974,7,779.628747338616,-1545.21484425834,98.4238192138409,3.76004054445581e-22,1
-25.3697315126924,NA,NA,0.0061583040610734,NA,-0.071864035434807,0.000751550006370386,0.0100538062266573,8,779.68436049941,-1543.31386385596,100.324799616221,1.45344927117256e-22,1
-19.1252058524262,0.132011023840651,-0.00149983505321441,NA,NA,-0.0691220365614064,NA,0.00576020598287207,8,762.643237157339,-1509.23161717182,134.407046300363,5.77476140922857e-30,1
-18.621579941412,0.131949210501837,-0.00149910682174525,NA,NA,-0.127013673477241,0.00168973646953497,0.00575618117641675,9,762.910237516421,-1507.75187747187,135.886786000317,2.75557764231224e-30,1
-19.8920887165905,0.133764077542511,-0.00153403899911164,0.0313155470087141,-0.000356848508696006,NA,NA,0.00523962812490533,9,756.017217787771,-1493.96583801457,149.672825457617,2.79648323841794e-33,1
-9.03883097922184,0.165944797599994,-0.00138879717006285,NA,NA,-0.0687321606602886,NA,NA,7,751.228791832601,-1488.41493324631,155.22373022587,1.74280406961092e-34,1
-4.53800723855576,NA,NA,0.0321615325367002,-0.000444992353005673,-0.257505888497566,0.00617184201988322,NA,8,751.999774456558,-1487.94469177026,155.693971701925,1.37764375001794e-34,1
-8.54166202762384,0.165835573962976,-0.00138816368276551,NA,NA,-0.126607220687742,0.00168925966834436,NA,8,751.496741311814,-1486.93862548077,156.700037991413,8.33052567624826e-35,1
-17.4730181112514,0.0441359835425539,NA,NA,NA,-0.0690906742906,NA,0.00549317416813367,7,750.137181951512,-1486.23171348414,157.406949988049,5.85016907340139e-35,1
-16.9558803131834,0.0441186253570579,NA,NA,NA,-0.128447522805224,0.00173251193515154,0.00548832879996131,8,750.420224300382,-1484.78559145791,158.853072014277,2.83887983237828e-35,1
-6.29318954853288,NA,NA,0.0279910342590297,-0.000372420154034107,-0.0456858154107964,NA,NA,7,748.634415021778,-1483.22617962467,160.412483847515,1.3017423450401e-35,1
-10.678023625159,0.163752624108114,-0.00143457402846623,0.0309946094699475,-0.000351753768241874,NA,NA,NA,8,745.9209090579,-1475.78696097294,167.851702499242,3.15587088964062e-37,1
-19.400878957548,0.133746773955695,-0.00153291300743164,0.0104106212414843,NA,NA,NA,0.00513847380522404,8,744.099864792604,-1472.14487244235,171.493791029834,5.10798662820066e-38,1
-18.136659531133,0.0440154183124351,NA,0.0312582224409738,-0.000356124101406363,NA,NA,0.004931678299237,8,742.780625174523,-1469.50639320619,174.132270265995,1.36556150396925e-38,1
-7.91708360046291,0.0821730460004951,NA,NA,NA,-0.0687622555975786,NA,NA,6,740.576753663247,-1469.12153168889,174.517131783299,1.12652192497803e-38,1
-7.40801962193679,0.0820891372599487,NA,NA,NA,-0.12804393416478,0.00173032594038391,NA,7,740.859760035514,-1467.67686965214,175.961793820044,5.47060393122226e-39,1
-5.99504047698425,NA,NA,0.00621769011720601,NA,-0.0451624323302567,NA,NA,6,734.323471874046,-1456.61496811048,187.023695361702,2.16757370433268e-41,1
-9.50744112146472,0.0768153727183769,NA,0.0309962994377844,-0.000351940638886004,NA,NA,NA,7,734.476502648895,-1454.9103548789,188.728308593282,9.24318858057897e-42,1
-5.73693545752007,NA,NA,0.00620738598842172,NA,-0.0752986128813165,0.000878506412710559,NA,7,734.401646640807,-1454.76064286273,188.878020609457,8.57654286244144e-42,1
-10.3664263233117,0.163080861151685,-0.00143542644218062,0.0103884318509991,NA,NA,NA,NA,7,734.294781480203,-1454.54691254152,189.091750930666,7.70728312273874e-42,1
-17.6485722381357,0.0440649200013954,NA,0.0103944305815118,NA,NA,NA,0.00483143604384447,7,730.816719497298,-1447.59078857571,196.047874896475,2.37902050868767e-43,1
-25.4413119065268,NA,NA,NA,NA,-0.0691736433820447,NA,0.0102675300743012,6,726.54099258238,-1441.05000952715,202.588653945034,9.03828562990553e-45,1
-24.9025579472804,NA,NA,NA,NA,-0.130540879456951,0.0017911960792082,0.0102601388298455,7,726.843596629756,-1439.64454284062,203.994120631561,4.47602855695817e-45,1
-9.19450451782185,0.0760795288329417,NA,0.0103780035157019,NA,NA,NA,NA,6,722.762773715232,-1433.49357179285,210.14509167933,2.06645739868685e-46,1
-26.0608669938051,NA,NA,0.0313227829894247,-0.000356902300679994,NA,NA,0.00968022313801785,7,719.356700630602,-1424.67075084232,218.967912629868,2.50827546250807e-48,1
-25.582673334093,NA,NA,0.0104129031486439,NA,NA,NA,0.00958616213812709,6,707.341436871744,-1402.65089810588,240.987765366305,4.14786833071344e-53,1
-5.42574069922765,NA,NA,NA,NA,-0.0683848720200537,NA,NA,5,678.882519964935,-1347.74220887964,295.896454592541,4.94942322622684e-65,1
-4.85823286403912,NA,NA,NA,NA,-0.134804842342842,0.00193869788435557,NA,6,679.247601839353,-1346.4632280411,297.175435431088,2.61112360987743e-65,1
-7.17001759478858,NA,NA,0.0308727185424658,-0.000349733947174706,NA,NA,NA,6,674.951817103973,-1337.87165857034,305.767004901848,3.55788433816128e-67,1
-6.88055812956501,NA,NA,0.0103805436863104,NA,NA,NA,NA,5,663.099834872207,-1316.17683869419,327.461824777998,6.92183984652846e-72,1
-18.9579984020129,0.134101138197208,-0.00153326703919675,NA,NA,NA,NA,0.00505544479426918,7,542.280207444476,-1070.51776447006,573.12089900212,3.13351201388837e-125,1
-10.082458641772,0.163277402321662,-0.00143459758721376,NA,NA,NA,NA,NA,6,532.620288056446,-1053.20860047528,590.430062996901,5.46253407984946e-129,1
-17.1881414835656,0.0444486698459548,NA,NA,NA,NA,NA,0.00473874576148108,6,528.19597388841,-1044.35997213921,599.278691332974,6.54544126480886e-131,1
-8.91884956571254,0.0765802322309634,NA,NA,NA,NA,NA,NA,5,520.329951582234,-1030.63707211424,613.001591357945,6.85565653965882e-134,1
-25.1962747587385,NA,NA,NA,NA,NA,NA,0.00953745081246589,5,504.02087320595,-998.018915361672,645.619748110512,5.66377911968029e-141,1
-6.59014771573558,NA,NA,NA,NA,NA,NA,NA,4,455.713868885073,-903.412522859533,740.226140612651,1.62027674874233e-161,1
