"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
-7.95347576221134,0.333787907037401,-0.00621649375870752,0.0333777293397326,-0.000418273878649504,-0.349961684180455,0.00958541910334977,NA,10,80.9960833344462,-141.819752875789,0,0.400886688843741,0.400886688843741
-1.13682482043147,0.347323147903256,-0.00619634860613128,0.0332586031948316,-0.000415926923102577,-0.348384001324384,0.00954770442074711,-0.00360346159403811,11,81.9198629175085,-141.632667011487,0.18708586430148,0.365087073900349,0.765973762744089
-10.6859551837484,0.333469013900172,-0.00620799361768914,0.0268097961604327,-0.000304025135569531,-0.0203887522635313,NA,NA,9,78.5176904861769,-138.894425608219,2.92532726756988,0.0928527757300371,0.858826538474126
-3.80769406881562,0.347135124066886,-0.00618841577214061,0.026715219865756,-0.000302099553952025,-0.0201036663630645,NA,-0.00363043604018646,10,79.4592445820995,-138.746075371095,3.07367750469348,0.0862146454083406,0.945041183882467
-10.4341721582408,0.332818071642992,-0.00619930487736376,0.0090019111256782,NA,-0.0200317218451799,NA,NA,8,75.6199981792347,-135.127320302131,6.69243257365758,0.0141181687126846,0.959159352595152
-3.42386151128337,0.346738433193609,-0.00617927057964377,0.00902059768586442,NA,-0.0197431683513751,NA,-0.00370090511474172,9,76.5963781795931,-135.051800995052,6.76795188073746,0.0135950108414808,0.972754363436632
-9.08067969539199,0.332853326433296,-0.00620183579408755,0.00894252701672146,NA,-0.177751444306527,0.00458904668870228,NA,9,76.2782565916245,-134.415557819114,7.40419505667458,0.00989056514995139,0.982644928586584
-2.07373298675129,0.34675679957751,-0.00618145094524064,0.00896125415529418,NA,-0.177118627460986,0.00457900234021665,-0.00370061514719497,10,77.2522192569586,-134.332024720814,7.48772815497523,0.00948597828629323,0.992130906872877
-3.7686920644081,0.34771912754322,-0.0062066480891111,0.0281452464605892,-0.000294168451217431,NA,NA,-0.00385186543615008,9,75.2129270556861,-132.284898747238,9.53485412855142,0.00340842992133778,0.995539336794215
-11.0717899010429,0.333165152739959,-0.00622649901905792,0.0282672692451574,-0.000296097113163381,NA,NA,NA,8,74.149160198132,-132.185644339926,9.63410853586299,0.00324340773772084,0.998782744531936
-3.39503049839996,0.34732425237233,-0.00619737604487823,0.0108820794688693,NA,NA,NA,-0.00391687967236803,8,72.5173723012545,-128.922068546171,12.8976843296181,0.000634344340037522,0.999417088871973
-10.8199059578211,0.33253723225226,-0.00621767689644367,0.0108909708709514,NA,NA,NA,NA,7,71.4199127262636,-128.752257039705,13.0674958360842,0.000582707984620764,0.999999796856594
6.41617566674132,0.172102250809457,NA,0.0326438393647453,-0.000406084604564169,-0.344948722056035,0.00944647829517738,-0.00708030475574316,10,65.849055777875,-111.525697762647,30.2940551131423,1.05864695087954e-07,0.999999902721289
-7.14400401816527,0.154764159915476,NA,0.032725879485325,-0.000407754570967981,-0.345566263545587,0.0094553792815387,NA,9,64.1008071371789,-110.060658910223,31.7590939655659,5.08887761353732e-08,0.999999953610065
3.70432699412119,0.172183362898781,NA,0.0261579305255258,-0.000293277613156722,-0.0201552310494809,NA,-0.00707185352679418,9,63.339872250478,-108.538789136821,33.2809637389676,2.37767331646843e-08,0.999999977386798
-9.84264190617571,0.154900343650349,NA,0.0262344886035153,-0.000294854874123463,-0.0204685854145324,NA,NA,8,61.5883265715165,-107.063977086695,34.755775789094,1.13736750545394e-08,0.999999988760473
4.06003769617272,0.172050618751514,NA,0.00897881151962837,NA,-0.0198006069755124,NA,-0.00713199069804017,8,60.5295095210854,-104.946342985833,36.8734098899562,3.94513994978751e-09,0.999999992705613
5.44510877161307,0.171986612885698,NA,0.00891953406733318,NA,-0.177661631075509,0.00459324846901062,-0.0071473141290677,9,61.2173087968285,-104.293662229522,37.5260906462666,2.8466533773542e-09,0.999999995552267
-9.60124326976229,0.154648539627428,NA,0.0089627709324558,NA,-0.0201151250193697,NA,NA,7,58.748987381779,-103.410406350735,38.4093465250535,1.83036630108656e-09,0.999999997382633
-8.24876466667942,0.154536384970442,NA,0.00890368389442636,NA,-0.177583834047294,0.00458184327612317,NA,8,59.4330082713245,-102.753340486311,39.0664123894779,1.31782569687805e-09,0.999999998700459
