"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
25.6597235114997,0.221987468418125,-0.00258944458673737,-0.0190813575119761,0.00039303869638323,-0.349477752721288,0.0100523268110152,-0.0166184559608532,11,-651.155441657885,1324.41948060084,0,0.439474411585257,0.439474411585257
22.8474766970919,0.222369437703946,-0.00259626558638257,-0.0254655702104061,0.000511116693577472,NA,NA,-0.0166897644396293,9,-653.393319428542,1324.86062159445,0.44114099360786,0.352485327395945,0.791959738981202
22.8433513542514,0.222069501208218,-0.00259015838752428,-0.0257788098218984,0.000509365718639424,-0.00455074702323885,NA,-0.0166409419372319,10,-653.219210227132,1326.52888098058,2.10940037974251,0.153067546431,0.945027285412202
26.5106714646324,0.222354487622788,-0.0025954613077846,0.00382106333528305,NA,-0.506520945316442,0.0146190856831024,-0.0165310793769348,10,-654.316476596824,1328.72341371996,4.30393311912667,0.051091233883115,0.996118519295317
22.2024485738031,0.223002352218265,-0.00260640911574287,0.0044200806005247,NA,NA,NA,-0.0165785347456181,8,-659.560801537156,1335.18076494777,10.7612843469346,0.00202371983482302,0.99814223913014
26.6361190641177,0.219966369223709,-0.00255159900219686,NA,NA,-0.53907171906631,0.0151521097527321,-0.0163211003448482,9,-659.331109719683,1336.73620217673,12.3167215758899,0.000929804161386826,0.999072043291527
22.2004791330428,0.222667386509599,-0.00259958503899725,0.00395767874750196,NA,-0.00506361431634483,NA,-0.0165247280321044,9,-659.345943223065,1336.76586918349,12.3463885826536,0.000916113698010187,0.999988156989537
22.1681976342484,0.220210539916391,-0.00255439408882365,NA,NA,-0.0198584417289722,NA,-0.0163070933441106,8,-664.720362362001,1345.49988659746,21.0804059966235,1.16246956961047e-05,0.999999781685233
22.1552599760594,0.220474892364604,-0.00256326590918222,NA,NA,NA,NA,-0.0164747965198258,7,-669.70202773995,1353.45005137312,29.030570772286,2.18285680436459e-07,0.999999999970913
26.537931877184,0.118029776524511,NA,-0.0193007243769489,0.000390879404192404,-0.333846111155381,0.00953463365084545,-0.0166490583401486,10,-676.456257451759,1373.00297542983,48.5834948289976,1.23925801216913e-11,0.999999999983306
23.8710063947194,0.118150919298453,NA,-0.0252071431820425,0.000504053848425022,NA,NA,-0.0167392763570079,8,-678.703386247725,1373.46593436891,49.0464537680714,9.83176476659263e-12,0.999999999993138
23.8612671386526,0.118073272926284,NA,-0.0256708695369907,0.000501574357171758,-0.00666412672841259,NA,-0.0166675182322174,9,-678.326604618447,1374.72719197426,50.3077113734184,5.2330257287796e-12,0.999999999998371
27.3813775682218,0.118130070629799,NA,0.0034794732787543,NA,-0.490195734975181,0.014081077960504,-0.0165586553707373,9,-679.599269642308,1377.27252202198,52.8530414211405,1.46568779971983e-12,0.999999999999836
23.2248258489475,0.118331993902143,NA,0.0042727133501332,NA,NA,NA,-0.0166222764963208,7,-684.736681798287,1383.5193594898,59.0998788889615,6.44997382225951e-14,0.999999999999901
27.4934305563531,0.117563985559146,NA,NA,NA,-0.52087462502409,0.0145977419755664,-0.0163693158885454,8,-683.776226472485,1383.61161481843,59.1921342175924,6.15920929385709e-14,0.999999999999962
23.2179604577454,0.118248493612917,NA,0.00361819833030777,NA,-0.00716533575348423,NA,-0.016545847112994,8,-684.302534805844,1384.66423148515,60.2447508843093,3.63874948505665e-14,0.999999999999999
23.1765761126906,0.117666204069444,NA,NA,NA,-0.0206560004315834,NA,-0.016348739265813,7,-688.815182041502,1391.67635997623,67.2568793753912,1.09216386109604e-15,1
23.1721064661771,0.117565384077047,NA,NA,NA,NA,NA,-0.0165260266491374,6,-694.243491817741,1400.5214663941,76.1019857932663,1.31098386730453e-17,1
-5.25081483424882,0.145930918432476,-0.00268257527836231,-0.0172617972208213,0.00035371770934154,-0.336211310691132,0.00954256417286989,NA,10,-699.093518397091,1418.2774973205,93.8580167196615,1.82778126512298e-21,1
-8.13063142233249,0.146055934739187,-0.00269522152788714,-0.0230245059897036,0.000467713904453379,NA,NA,NA,8,-701.614391450795,1419.28794477505,94.8684641742116,1.10282942353852e-21,1
-7.96434035903558,0.145916250189018,-0.00268282743621301,-0.0236530561419348,0.000464778175747199,-0.00874915638064837,NA,NA,9,-700.96472168167,1420.0034261007,95.5839454998645,7.71158320409722e-22,1
-4.33444164340665,0.146589077948633,-0.0026867553377395,0.0033553783917868,NA,-0.478098858580641,0.0136690294262234,NA,9,-701.664193958863,1421.40237065509,96.9828900542493,3.8314803142448e-22,1
-3.87377520440682,0.145405845907184,-0.00264914681474923,NA,NA,-0.507796615794621,0.0141707670471308,NA,8,-705.538575075924,1427.13631202531,102.71683142447,2.17899909672727e-23,1
-8.53219620643277,0.147055128396259,-0.00270234053203741,0.0043314454324485,NA,NA,NA,NA,7,-706.806067332627,1427.65813055848,103.238649957641,1.67859372569886e-23,1
-8.35505854203596,0.146903143272237,-0.00268929961837989,0.0034916422232949,NA,-0.00918167528222024,NA,NA,8,-706.09320867506,1428.24557922358,103.826098622742,1.25136135449788e-23,1
-8.02882260442013,0.14568699565472,-0.00265034539439266,NA,NA,-0.0221930277451304,NA,NA,7,-710.284395625471,1434.61478714417,110.195306543329,5.17996483680096e-25,1
-8.39054790779372,0.145163395786641,-0.00266363405625985,NA,NA,NA,NA,NA,6,-716.554589846725,1445.14366245207,120.724181851234,2.67923364432808e-27,1
-4.41397580758001,0.039433037548928,NA,-0.0175388645382842,0.000355182324579242,-0.322990916390578,0.00912258248732601,NA,9,-719.872820664394,1457.81962406615,133.400143465311,4.7365322349825e-30,1
-7.19233094563235,0.03902831925195,NA,-0.0229459266762571,0.000464922025621405,NA,NA,NA,7,-722.436487421581,1458.91897073639,134.499490135548,2.73363421129333e-30,1
-7.0083708722574,0.0394263815704213,NA,-0.0236595310640279,0.000461568009626312,-0.00993235068312692,NA,NA,8,-721.594152893153,1459.24746765977,134.827987058929,2.31957383073553e-30,1
-3.49160692658956,0.0399193935994714,NA,0.00316476227717553,NA,-0.465526287113326,0.0132675630188326,NA,8,-722.477834156689,1461.01483018684,136.595349586,9.58584282805502e-31,1
-3.06461536003269,0.0401771954535249,NA,NA,NA,-0.494022698608969,0.0137551920171917,NA,7,-725.934033630912,1465.91406315505,141.494582554211,8.27514061197905e-32,1
-7.58916951129424,0.0397410215498599,NA,0.0042506830967995,NA,NA,NA,NA,6,-727.594599924861,1467.22368260834,142.804202007505,4.29927406715733e-32,1
-7.39407550123889,0.040152289465942,NA,0.00330049252530927,NA,-0.010373103934769,NA,NA,7,-726.679176835742,1467.40434956471,142.98486896387,3.92793054643094e-32,1
-7.09786857279741,0.0404289735553412,NA,NA,NA,-0.0226643943955281,NA,NA,6,-730.434763227543,1472.90400921371,148.48452861287,2.51146934220591e-33,1
-7.46200614749014,0.0393281550208822,NA,NA,NA,NA,NA,NA,5,-737.013796880683,1484.05221419633,159.63273359549,9.53072475712372e-36,1
-12.319173708795,NA,NA,-0.018858378216231,0.000380334108431269,-0.307682241291816,0.00873449297374311,0.00439875767219879,9,-749.460631965917,1516.9952466692,192.575766068358,6.69325417314483e-43,1
-14.8049913451871,NA,NA,-0.0241674407910148,0.000485217085233175,NA,NA,0.00432100776773979,7,-751.577428031979,1517.20085195718,192.781371356345,6.03935691571731e-43,1
-14.7886696787521,NA,NA,-0.0247268608956845,0.000482325798912872,-0.00794627294065906,NA,0.00439135227906816,8,-751.039356942548,1518.13787575855,193.718395157718,3.78023294987724e-43,1
-11.52453139776,NA,NA,0.00331229543901748,NA,-0.460111795662071,0.0131667659872872,0.00450234179159424,8,-752.44403737055,1520.94723661456,196.527756013722,9.27841096276914e-44,1
