"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
-14.909794263917,0.216105275597448,-0.00291307966612604,0.0392623382039713,-0.000449966334392221,-0.0215795541927389,NA,0.00239066342969069,10,-75.4921055775753,171.11057531368,0,0.288591485267465,0.288591485267465
-16.5253510306037,0.216163007365545,-0.00291384434154677,0.0352073198343786,-0.000378697699966013,0.17710914111912,-0.00578107168216697,0.00237381256328312,11,-74.5555565098334,171.262837157598,0.152261843917643,0.267436250051109,0.556027735318574
-10.4389226791222,0.224566028809537,-0.00296036463666853,0.0390967499806805,-0.000446670213607217,-0.0211698898311532,NA,NA,9,-76.8221726299084,171.747674766131,0.637099452451224,0.209864569619335,0.76589230493791
-12.1001880451529,0.224563938032651,-0.00296086844623029,0.035007696990936,-0.00037480655939052,0.179236913004802,-0.00583115940261878,NA,10,-75.8664955694162,171.859355297362,0.748779983681743,0.198466863262357,0.964359168200267
-17.429764428012,0.216082437692027,-0.0029123662446937,0.013234947705974,NA,0.333631665123638,-0.0103277459752921,0.00230635031362,10,-78.4621686287833,177.050701416096,5.94012610241589,0.0148047650400786,0.979163933240346
-13.1200318422416,0.224238448805274,-0.00295789507560744,0.0132605594182759,NA,0.334137863808125,-0.0103309495465753,NA,9,-79.7042849136446,177.511899333604,6.40132401992363,0.0117558399291402,0.990919773169486
-14.9811473426972,0.215961338396657,-0.00291093702230411,0.0408795990612598,-0.000443651752542111,NA,NA,0.00221405940647928,9,-80.8763281440201,179.855985794355,8.74541048067462,0.00364117671219905,0.994560949881685
-10.8327912210528,0.223784139663637,-0.00295475323995962,0.0406945077124933,-0.00044065011005645,NA,NA,NA,8,-82.0242153497506,180.131046878503,9.02047156482277,0.0031733136580303,0.997734263539715
-14.3988589094121,0.215930727721012,-0.00291020199943575,0.0130671395648731,NA,-0.0212189242151918,NA,0.00231492528099663,9,-81.9463874222224,181.996104350759,10.8855290370792,0.00124888059212029,0.998983144131836
-10.0723379296467,0.224115622957223,-0.00295569867063471,0.0130929082733403,NA,-0.0208189396986401,NA,NA,8,-83.2002794461737,182.483175071349,11.3725997576688,0.0009789372480564,0.999962081379892
-14.4756356790971,0.215794864431932,-0.00290817850978019,0.0150192552836704,NA,NA,NA,0.00214201810347345,8,-87.1097464195104,190.302109018023,19.1915337043423,1.96288528729925e-05,0.999981710232765
-10.4646564893279,0.223355719111178,-0.00295030711472118,0.0150092477142955,NA,NA,NA,NA,7,-88.189603250436,190.443426684358,19.332851370678,1.82897672350245e-05,1
-15.7050514320209,0.0750999839131107,NA,0.0391012753764088,-0.000447782113798644,-0.0214033848732438,NA,0.00336290228108776,9,-118.766955919359,255.637241345032,84.5266660313517,1.27512041151573e-19,1
-17.3039584179745,0.0751236547176427,NA,0.0350860795159,-0.00037721307504863,0.175054127242277,-0.00571611139675888,0.00334709021976579,10,-117.830085976118,255.786536110766,84.6759607970853,1.18340187028048e-19,1
-9.38278572504868,0.083578330995946,NA,0.0390266595793782,-0.000446239787122757,-0.0211554646750309,NA,NA,8,-119.909705821896,255.902027822794,84.7914525091141,1.11700095569157e-19,1
-11.0190842495852,0.0835545689419739,NA,0.0349925146536897,-0.000375338989950754,0.176249986909782,-0.00574373538919815,NA,9,-118.961518172699,256.026365851713,84.9157905380324,1.04967265793396e-19,1
-18.2350230231556,0.0751183631832797,NA,0.0131979826186707,NA,0.330929594493675,-0.0102437790003033,0.00329540334324544,9,-121.788898823278,261.68112715287,90.5705518391895,6.21066450977041e-21,1
-12.0427638811443,0.0834414730907966,NA,0.013213104121515,NA,0.331344436406551,-0.0102487605981625,NA,8,-122.889987348859,261.862590876721,90.7520155630404,5.6719673603975e-21,1
-15.7621717434379,0.0750251889867187,NA,0.0407010857515178,-0.000441388813639761,NA,NA,0.00318092905648641,8,-124.18362273395,264.449861646901,93.3392863332205,1.55566117721064e-21,1
-9.77567409183954,0.0829802827483199,NA,0.0406111484468461,-0.000439967085622296,NA,NA,NA,7,-125.21578127361,264.495782730706,93.385207417026,1.52034929485735e-21,1
-15.2368721065963,0.0750677704260423,NA,0.0130304693661639,NA,-0.0210359363195516,NA,0.0033079154617783,8,-125.297137599575,266.676891378152,95.5663160644721,5.10883235923778e-22,1
-9.02028554477733,0.0834460673249772,NA,0.0130456652200147,NA,-0.0207897917771892,NA,NA,7,-126.409544500075,266.883309183637,95.7727338699566,4.60785278063073e-22,1
-9.41145964227329,0.0828584571739867,NA,0.0149621133000688,NA,NA,NA,NA,6,-131.492038697181,275.032214930179,103.921639616499,7.83404740922942e-24,1
-15.2991706664766,0.0749956968276181,NA,0.0149691132501257,NA,NA,NA,0.00312955450278338,7,-130.487232077549,275.038684338584,103.928109024904,7.80874752403474e-24,1
-35.8294722893229,NA,NA,0.0393106047698175,-0.000450235127626724,-0.0214124356311596,NA,0.0147130335986337,8,-148.938085948969,313.958788076939,142.848212763259,2.76177463700312e-32,1
-37.4171154387438,NA,NA,0.0353351261109686,-0.000380363355493748,0.173074037542192,-0.00565875525238283,0.0147001274596401,9,-148.026765961495,314.156861429305,143.046286115625,2.50136549644952e-32,1
-38.3652344907077,NA,NA,0.0132639681931342,NA,0.330240827789402,-0.0102239151648406,0.0146528371186962,8,-152.021063591345,320.124743361692,149.014168048011,1.2655172199521e-33,1
