"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
-0.161977688443878,NA,NA,NA,NA,0.00186224315462069,NA,5,-253.679482803345,517.443235269612,0,0.100377458969292,0.100377458969292
-0.526978813224414,NA,NA,0.572659820951547,-0.197327589175693,NA,NA,6,-252.708881915484,517.535907290884,0.0926720212715963,0.0958324792309738,0.196209938200266
-0.183735132000148,NA,NA,NA,NA,0.00523792078139309,-8.93705033587043e-05,6,-252.714766915391,517.547677290699,0.104442021086584,0.0952701613428303,0.291480099543096
-0.538143927837721,NA,NA,0.532118023396176,-0.178127495284592,0.00142070862631688,NA,7,-251.912399350723,517.982545180318,0.539309910706493,0.0766525378562035,0.3681326373993
-0.577598649525055,NA,NA,0.539371589081506,-0.175859242592844,0.00486146655677861,-8.77768564709812e-05,8,-251.029851963272,518.262806888462,0.81957161884975,0.0666297956989815,0.434762433098281
-0.125205263427943,NA,NA,NA,NA,NA,NA,4,-255.249363743569,518.554828468905,1.11159319929345,0.0575780299318252,0.492340463030106
-0.0692358004815015,-0.00720222484743334,NA,NA,NA,0.00186801044064735,NA,6,-253.501175389232,519.120494238379,1.67725896876721,0.0433934359991826,0.535733899029289
-0.433580351039294,-0.00723431987235376,NA,0.572834002548192,-0.19752813782534,NA,NA,7,-252.531329650008,519.220405778888,1.77717050927652,0.0412789388691896,0.577012837898479
-0.0941960262910487,-0.00694661257608749,NA,NA,NA,0.00522909982412025,-8.89875855506166e-05,7,-252.54831336756,519.254373213994,1.81113794438227,0.0405837888556906,0.617596626754169
-0.141160854052579,NA,NA,-0.0127643562308179,NA,0.00175335817350723,NA,6,-253.636895468738,519.391934397392,1.94869912778051,0.0378862445623672,0.655482871316536
-0.186803022617369,NA,NA,0.00178751446610815,NA,0.00527685870942234,-8.99976836517918e-05,7,-252.713977112344,519.585700703561,2.1424654339495,0.0343879066884944,0.689870778005031
-0.445027683575005,-0.00721448166467228,NA,0.532278676053456,-0.178309849157195,0.00142325336324355,NA,8,-251.734739839039,519.672582639997,2.22934737038486,0.0329260449563571,0.722796822961388
-0.0728557089193105,NA,NA,-0.03579469582635,NA,NA,NA,5,-254.873760686168,519.831791035258,2.38855576564629,0.0304066029451345,0.753203425906523
-0.488344855118292,-0.00688768981014201,NA,0.539361599757511,-0.176014399221535,0.00484142818344835,-8.72021327807439e-05,9,-250.867046329752,519.98832994764,2.54509467802802,0.0281174486148343,0.781320874521357
-0.259223745576969,0.027943314723843,-0.00119568225946016,NA,NA,0.00187082981288672,NA,7,-253.026879751194,520.211505981261,2.76827071164882,0.0251486021370315,0.806469476658388
-0.0334519856818574,-0.00712076575880711,NA,NA,NA,NA,NA,5,-255.075426936206,520.235123535332,2.79188826572044,0.0248533744711883,0.831322851129577
-0.634308983792852,0.0293256513228727,-0.00124542845273203,0.577828874241597,-0.199255575986819,NA,NA,8,-252.018925726552,520.240954415023,2.79771914541061,0.0247810214746236,0.8561038726042
-0.284081313481732,0.0281849911245628,-0.0011953888346993,NA,NA,0.0052334928720283,-8.90277746180143e-05,8,-252.073615979923,520.350334921765,2.90709965215319,0.0234621349686591,0.879566007572859
-0.645086432285094,0.0292021819607982,-0.00123987174098408,0.537350733360385,-0.180071792996175,0.00142053169683216,NA,9,-251.225707975555,520.705653239246,3.26241796963416,0.0196431501560603,0.89920915772892
-0.687636912993828,0.0294103349947396,-0.00123588168942039,0.544338835831568,-0.177752987946441,0.00483438780009035,-8.70906324473571e-05,10,-250.360631108388,521.032436191317,3.58920092170513,0.0166821153584465,0.915891273087366
-0.0469848750893195,-0.00726384997929697,NA,-0.0131602066271386,NA,0.00175576569018588,NA,7,-253.456075686453,521.06989785178,3.62666258216825,0.0163725537116909,0.932263826799057
-0.0965348482042943,-0.00693908339853603,NA,0.00130651734708743,NA,0.00525755572136216,-8.94459546782049e-05,8,-252.547892970021,521.29888890196,3.85565363234855,0.0146013042018517,0.946865131000909
-0.222557668291575,0.0278841456868621,-0.00119140079862396,NA,NA,NA,NA,6,-254.605294112611,521.328731685138,3.88549641552584,0.0143850498444926,0.961250180845401
0.0219346327571566,-0.00730721482147165,NA,-0.0362339620395289,NA,NA,NA,6,-254.691988155633,521.502119771181,4.05888450156874,0.0131904808143278,0.974440661659729
-0.236882122671602,0.0279659183090946,-0.00119874729326209,-0.0134675619431446,NA,0.0017559657553712,NA,8,-252.979669504223,522.162441970365,4.71920670075315,0.00948142213651638,0.983922083796245
-0.2858047180662,0.028184843853815,-0.00119520197634761,0.000981424151308609,NA,0.00525485265350085,-8.93716839261491e-05,9,-252.073378803206,522.400994894547,4.95775962493474,0.00841535368721333,0.992337437483459
-0.167995222634975,0.0279525966144264,-0.00120044743091378,-0.0365498375794406,NA,NA,NA,7,-254.215335605168,522.588417689209,5.14518241959661,0.00766256251654125,1
