"(Intercept)","CO2","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-5.38649110769577,NA,0.0500844131299002,NA,NA,NA,-0.187800465194663,NA,6,-3266.45751616939,6544.9402727234,303.378356877688,8.43409893283958e-67,1,FALSE
4.12904877206679,NA,NA,NA,-0.0972393422930348,NA,-1.76711383749864,0.081317376010538,7,-3268.02980173983,6550.09326744118,308.53135159547,6.41327858312281e-68,1,TRUE
3.69788150005272,NA,NA,NA,0.0151818806589573,-0.0076471817356766,-1.762069675991,0.081018280116105,8,-3267.96552381324,6551.97434287603,310.412427030325,2.50385840013079e-68,1,TRUE
4.15958901737676,NA,NA,NA,NA,NA,-1.90934592429804,0.0880269379388141,6,-3281.33986430228,6574.70496898918,333.143053143473,2.90213104597422e-73,1,TRUE
-2.76403087674737,-0.0228804257268941,0.256061697401606,-0.00268188560018448,NA,NA,NA,NA,7,-3286.289576905,6586.61281777153,345.050901925822,7.53287065596829e-76,1,FALSE
2.44060876528104,-0.0226765129279728,0.107976297649626,NA,-0.781034378573985,0.0427205555111461,NA,NA,8,-3287.84878345488,6591.74086215932,350.178946313608,5.79989084458032e-77,1,TRUE
0.14309829944735,-0.0226207100868748,0.107692746619159,NA,-0.154125469333674,NA,NA,NA,7,-3289.79346019297,6593.62058434746,352.058668501756,2.26591353289269e-77,1,FALSE
-5.15253473776809,0.00507903097822987,NA,NA,-0.114069670348108,NA,-0.177220905348683,NA,7,-3303.02488814888,6620.0834402593,378.521524413588,4.06356474929472e-83,1,FALSE
-6.51107472005569,0.00508033696550617,NA,NA,0.264069188378194,-0.0256986545102836,-0.179733280662729,NA,8,-3302.31380582466,6620.67090689887,379.108991053159,3.02928702231027e-83,1,FALSE
-3.4191354095643,NA,NA,NA,-0.123264512088709,NA,-0.173014584793588,NA,6,-3311.50359297658,6635.03242633778,393.470510492071,2.30555826654411e-86,1,FALSE
-4.80458910584676,NA,NA,NA,0.262828995961587,-0.0262368417431533,-0.17571802279174,NA,7,-3310.76453027356,6635.56272450864,394.000808662936,1.76857433178428e-86,1,FALSE
-6.169420912904,0.00602623660818952,NA,NA,NA,NA,-0.191300935492335,NA,6,-3321.09723279936,6654.21970598334,412.657790137629,1.57148871216397e-90,1,FALSE
-1.2720613979549,-0.0219051237724832,0.109662146788784,NA,NA,NA,NA,NA,6,-3321.99246403351,6656.01016845164,414.448252605936,6.41973765544047e-91,1,FALSE
-4.18190691226322,NA,NA,NA,NA,NA,-0.187404005854411,NA,5,-3332.87816856734,6675.77436056515,434.21244471944,3.27927239977785e-95,1,FALSE
-5.38729888145205,NA,0.149365286073766,-0.00177992996843781,-0.703116444551733,0.0385837081863765,NA,NA,8,-3339.75489977656,6695.55309480268,453.991178956971,1.66295280714504e-99,1,TRUE
-7.43871370763665,NA,0.148626181502102,-0.0017709542860103,-0.137020629140195,NA,NA,NA,7,-3341.33715596424,6696.70797589001,455.1460600443,9.33470682958441e-100,1,FALSE
-4.09897872324681,NA,0.0481513279106748,NA,-0.688059189044545,0.0368540722384464,NA,NA,7,-3354.34735106467,6722.72836609086,481.166450245154,2.08854935305086e-105,1,TRUE
-6.06391104194367,NA,0.0479024782441779,NA,-0.14734920944317,NA,NA,NA,6,-3355.78629853415,6723.59783745292,482.035921607217,1.35220156697091e-105,1,FALSE
-8.73472799032459,NA,0.167150135840516,-0.00201061758261028,NA,NA,NA,NA,6,-3366.42055083279,6744.86634205019,503.304426204478,3.25569972177082e-110,1,FALSE
-7.29246890732503,NA,0.054154422450475,NA,NA,NA,NA,NA,5,-3384.75735205666,6779.53272754378,537.970811698073,9.65904921081605e-118,1,FALSE
-4.37796552522091,0.00376340613829222,NA,NA,-0.620486459810034,0.0309312159325583,NA,NA,7,-3405.30002751982,6824.63371900118,583.071803155469,1.55374061911442e-127,1,TRUE
-6.02900000004737,0.00375425473543953,NA,NA,-0.166683647850743,NA,NA,NA,6,-3406.30762621425,6824.64049281311,583.078576967403,1.54848714726974e-127,1,FALSE
-4.72465821421059,NA,NA,NA,-0.172588549520635,NA,NA,NA,5,-3410.60716777745,6831.23235898535,589.670443139647,5.73458577341691e-129,1,FALSE
-3.07549829726165,NA,NA,NA,-0.625057177011909,0.0308417640158898,NA,NA,6,-3409.60732965846,6831.23989970154,589.677983855831,5.71300504064987e-129,1,TRUE
-7.6880296650756,0.00506333989219107,NA,NA,NA,NA,NA,NA,5,-3443.44092103512,6896.89986550069,655.337949654986,3.15488979272791e-143,1,FALSE
-5.98709845447793,NA,NA,NA,NA,NA,NA,NA,4,-3450.77766344899,6909.56733890999,668.005423064286,5.60115114781248e-146,1,FALSE
