"(Intercept)","CO2","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
7.22091318361307,-0.0174773455185144,0.23156080000843,-0.00234337030051888,-0.0635314848707099,NA,-2.09917476198439,0.0988490756841928,10,-3110.74786526341,6241.56191584571,0,0.636519702985917,0.636519702985917,TRUE
8.31230007681178,-0.0174979397923649,0.232255373501688,-0.00235282170020738,-0.349369336761327,0.0194496173493653,-2.11153651147363,0.0995705589061493,11,-3110.31727190347,6242.71399009042,1.15207424470827,0.357801459573425,0.994321162559341,TRUE
7.08065261926539,-0.0169226992795262,0.234835815722552,-0.00239471124050026,NA,NA,-2.20618720499561,0.103908019922513,9,-3116.47315909056,6251.00045351947,9.43853767376459,0.00567883744062525,0.999999999999966,TRUE
8.47426857651384,-0.0162357974835715,0.101871554443424,NA,-0.0690293293400195,NA,-2.09438528542124,0.0983870576674087,9,-3142.69307992369,6303.44029518572,61.8783793400125,2.32858718581365e-14,0.99999999999999,TRUE
9.19264173477584,-0.0162407917564257,0.101958725941015,NA,-0.255750961793126,0.0127032330670861,-2.10325171309193,0.0989046034511633,10,-3142.51330934954,6305.09280401798,63.5308881722704,1.01918909837271e-14,1,TRUE
8.38063970591862,-0.0156639912976774,0.10268046172179,NA,NA,NA,-2.21469318234429,0.104110130459794,8,-3149.35521275484,6314.75372075923,73.1918049135238,8.13604522919591e-17,1,TRUE
4.15073583549565,NA,0.159191602274496,-0.00176724275766835,-0.048321263562488,NA,-2.40254506036617,0.113660728686981,9,-3159.82538020762,6337.70489575358,96.1429799078705,8.44557120037037e-22,1,TRUE
4.8918961552064,NA,0.159588622135556,-0.00177249067107724,-0.241939875646784,0.0131781183207763,-2.41209589931084,0.11420936790708,10,-3159.62992688938,6339.32603909765,97.7641232519454,3.7549332683032e-22,1,TRUE
4.1030521928727,NA,0.165284357101532,-0.00184260112852324,NA,NA,-2.48058198641286,0.117366410407362,8,-3163.08997811659,6342.22325148273,100.661335637018,8.82024294207229e-23,1,TRUE
-0.702655607994553,-0.0211833150130453,0.230815641435712,-0.00232712439447902,-0.0990210536283729,NA,-0.158488820908748,NA,9,-3171.83876274138,6361.73166082112,120.169744975408,5.12015707285607e-27,1,FALSE
-0.734835770255137,-0.0211821491829895,0.230792032744094,-0.00232678411348122,-0.090079582597712,-0.000607939820603941,-0.158543931372527,NA,10,-3171.83835897618,6363.74290327125,122.180987425545,1.87304208367873e-27,1,FALSE
5.19480569172452,NA,0.0589549178778838,NA,-0.0589754582034518,NA,-2.33332834286372,0.110000852548576,8,-3176.92113930486,6369.88557385928,128.323658013571,8.68327519208687e-29,1,TRUE
5.68742073328792,NA,0.0590264281182544,NA,-0.187040351220778,0.00871464316659646,-2.33964744712633,0.110364929817204,9,-3176.83609480272,6371.72632494378,130.164409098072,3.45915120164052e-29,1,TRUE
5.19897760655737,NA,0.0615714478656423,NA,NA,NA,-2.42957626541512,0.114575739580046,7,-3181.77090929194,6377.57548254541,136.013566699706,1.85712488993025e-30,1,TRUE
-1.59075105190302,-0.0205533929935645,0.236222931364534,-0.00241493145404755,NA,NA,-0.17118989401569,NA,8,-3185.64248986773,6387.328274985,145.766359139296,1.41595398730096e-32,1,FALSE
0.648969103366428,-0.0201476407903798,0.1025387891135,NA,-0.105854599760865,NA,-0.162571468608164,NA,8,-3202.38616317398,6420.81562159752,179.253705751809,7.57467872227616e-40,1,FALSE
0.146241779661266,-0.0201380186871462,0.102497965268337,NA,0.0335720433414805,-0.00947558410604729,-0.163524870430611,NA,9,-3202.28975382724,6422.63364299283,181.071727147124,3.05200954214056e-40,1,FALSE
-0.242944388036814,-0.0194902376710109,0.103451166485419,NA,NA,NA,-0.175563617881226,NA,7,-3218.03596404747,6450.10559205647,208.543676210765,3.30466883172453e-46,1,FALSE
-5.91908350922639,NA,0.133970798941743,-0.00152917491838034,-0.0887840939793899,NA,-0.173866360392643,NA,8,-3241.39558264114,6498.83446053184,257.27254468613,8.6653997097793e-57,1,FALSE
-6.64599011087739,NA,0.133685834266983,-0.00152471785670831,0.114542780896294,-0.0138258656029517,-0.175103947839937,NA,9,-3241.18958729729,6500.43330993294,258.871394087228,3.89585571432932e-57,1,FALSE
2.71541351366852,0.00881324494424756,NA,NA,-0.0777888294372085,NA,-2.10790904949567,0.0983239727552108,8,-3243.75703013733,6503.55735552422,261.995439678511,8.17005505998399e-58,1,TRUE
2.50375039660892,0.00880848505691036,NA,NA,-0.0223588693381624,-0.00377121705196666,-2.10531289926388,0.0981728004778275,9,-3243.74119393721,6505.53652321277,263.974607367067,3.03706565395506e-58,1,TRUE
2.54754630838252,0.00967575234004843,NA,NA,NA,NA,-2.24117085883425,0.104653072084819,7,-3252.16203596646,6518.35773589444,276.795820048735,4.99301902580768e-61,1,TRUE
-6.63804461165219,NA,0.144831694097259,-0.0016718363866214,NA,NA,-0.184395466461345,NA,7,-3252.28339735963,6518.60045868079,277.038542835079,4.42238590885865e-61,1,FALSE
-4.702701264951,NA,0.0467310947024677,NA,-0.097831603689549,NA,-0.176108203726961,NA,7,-3253.16220148143,6520.3580669244,278.796151078689,1.83652505141312e-61,1,FALSE
-5.61617470659588,NA,0.0466893895800037,NA,0.156571294715417,-0.0172940117726591,-0.177691622168833,NA,8,-3252.84005222043,6521.72339969041,280.161483844702,9.27937260244741e-62,1,FALSE
1.08309150867145,-0.023641777222543,0.247653970506354,-0.00254842390365205,-0.803752583643672,0.0446768732775921,NA,NA,9,-3253.83528527254,6525.72470588343,284.162790037723,1.25500661126179e-62,1,TRUE
-1.31180884926097,-0.0235797081390796,0.246677240076714,-0.00253677345929899,-0.148161299606916,NA,NA,NA,8,-3256.00064719889,6528.04458964733,286.482673801627,3.934500954338e-63,1,FALSE
