"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-20.8134996855788,0.113126254701899,-0.000162015824657176,0.00483091682985737,-5.3995514634137e-06,0.0264403036160479,NA,9,-1399.37434531706,2816.81813507857,0,0.327736391287925,0.327736391287925,FALSE
-12.1064839005331,0.114645435405117,-0.000164225803525781,0.00485712540443273,-5.51315173542726e-06,-0.75559689988107,0.0170414462172531,10,-1398.45193149661,2816.98877229465,0.170637216078376,0.300934006174039,0.628670397461965,TRUE
-20.2727507608661,0.113022904649965,-0.000161467952411162,0.00507042178224929,-5.73823205273569e-06,NA,NA,8,-1400.96941688223,2817.99436789481,1.17623281623719,0.182015744584241,0.810686142046205,FALSE
-20.3395441773894,0.111929418596405,-0.000160444885594893,0.00221469203777935,NA,0.0288883886677445,NA,8,-1401.735479318,2819.52649276636,2.70835768779079,0.0846081634182916,0.895294305464497,FALSE
-12.0968268814354,0.113341361329031,-0.000162502225839741,0.00218741416786955,NA,-0.710538762986629,0.0161139648432372,9,-1400.91172454777,2819.89289353999,3.07475846142552,0.0704448665730941,0.965739172037591,TRUE
-19.7133122985379,0.111737604577598,-0.000159740725441014,0.0022974775620864,NA,NA,NA,7,-1403.64581984149,2821.33481624428,4.51668116571318,0.034256249571436,0.999995421609027,FALSE
-1.20058895177248,NA,NA,0.00462634776413893,-5.00644475997001e-06,0.0273201767139468,NA,7,-1414.2089408249,2842.4610582111,25.6429231325333,8.85593987205168e-07,0.999996307203014,FALSE
5.75994213497664,NA,NA,0.00464799541687224,-5.0969130637038e-06,-0.579690041367753,0.0132253548840818,8,-1413.64852048462,2843.35257509959,26.534440021022,5.67079864106217e-07,0.999996874282878,TRUE
-0.611026749838773,NA,NA,0.00485838494656699,-5.32207513724237e-06,NA,NA,6,-1415.9903994542,2844.01316885059,27.1950337720268,4.07566158686966e-07,0.999997281849037,FALSE
-1.31371821868795,0.000431073224862052,NA,0.00467265732094299,-5.09314747984683e-06,0.0256319055032059,NA,8,-1414.05108888235,2844.15771189505,27.3395768164814,3.79149941131263e-07,0.999997660998978,FALSE
-1.22600051291641,NA,4.08539127612038e-07,0.00465652800244646,-5.06292174591937e-06,0.0262050771857231,NA,8,-1414.1402630111,2844.33606015255,27.5179250739861,3.46803251689438e-07,0.99999800780223,FALSE
-0.962214679913626,NA,NA,0.00220110643840892,NA,0.0292996485366754,NA,6,-1416.25397944826,2844.54032883872,27.7221937601557,3.13131515010912e-07,0.999998320933745,FALSE
5.58693241151953,0.000416626976501757,NA,0.00469250899618136,-5.17979532691541e-06,-0.575769876380635,0.0131044208302616,9,-1413.50112271578,2845.071689876,28.2535547974348,2.40072931734254e-07,0.999998561006676,TRUE
-0.8544353042505,0.000701801474147505,NA,0.00490992336456423,-5.43070961895676e-06,NA,NA,7,-1415.55404935769,2845.15127527668,28.3331401981109,2.30707358037179e-07,0.999998791714034,FALSE
5.69048170951966,NA,3.85480508562644e-07,0.00467630508568556,-5.14956229271882e-06,-0.576776218049676,0.0131389618442793,9,-1413.58740165105,2845.24424774655,28.4261126679776,2.20228099278618e-07,0.999999011942134,TRUE
-0.708660662758674,NA,8.06752222269907e-07,0.00489887662103016,-5.40755707750459e-06,NA,NA,7,-1415.71112017565,2845.4654169126,28.6472818340321,1.97172551461055e-07,0.999999209114685,FALSE
5.53781724535252,NA,NA,0.00218038673447143,NA,-0.537168825168918,0.0123428084229286,7,-1415.76651100623,2845.57619857376,28.7580634951887,1.86547968642198e-07,0.999999395662654,TRUE
-1.0461978805247,0.000332735740907092,NA,0.00220446671096871,NA,0.0280159348393327,NA,7,-1416.15932358502,2846.36182373133,29.5436886527627,1.25948844910621e-07,0.999999521611499,FALSE
-0.977149060211302,NA,2.70028417770974e-07,0.00220298983219193,NA,0.028573483939891,NA,7,-1416.22378375461,2846.49074407051,29.672608991938,1.18086293985415e-07,0.999999639697793,FALSE
-0.310806592330593,NA,NA,0.00228622805726634,NA,NA,NA,5,-1418.30754228493,2846.6381970506,29.8200619720292,1.09693396788248e-07,0.99999974939119,FALSE
5.40324953706924,0.000317740432382912,NA,0.00218376699544989,NA,-0.533657026975173,0.0122395921946129,8,-1415.68021676763,2847.41596766561,30.5978325870406,7.43515012677673e-08,0.999999823742691,TRUE
5.49200026312279,NA,2.4634821609693e-07,0.00218220679599456,NA,-0.53502606470483,0.012281690970259,8,-1415.74138734005,2847.53830881044,30.720173731876,6.99396895055135e-08,0.99999989368238,TRUE
-0.52157088907197,0.000623352315003792,NA,0.00228539832858259,NA,NA,NA,6,-1417.96124157654,2847.95485309527,31.1367180167003,5.67900508772245e-08,0.999999950472431,FALSE
-0.390954622447425,NA,6.9662764024106e-07,0.00228553787283309,NA,NA,NA,6,-1418.09807326397,2848.22851647013,31.4103813915594,4.95275689164031e-08,1,FALSE
-1.14366068408891,0.108895409394054,-0.000156765961249303,NA,NA,-1.59518386965328,0.0363810228948493,8,-1478.34844716602,2972.7524284624,155.934293383827,4.51671917501259e-35,1,TRUE
-19.7501668594037,0.105622333668952,-0.00015201929409982,NA,NA,0.0754456368066635,NA,7,-1482.26086722496,2978.56491101122,161.746775932656,2.46978154308633e-36,1,FALSE
15.3719650299479,NA,NA,NA,NA,-1.39654191594648,0.0320306897740453,6,-1493.00377276686,2998.03991547592,181.221780397348,1.45785742722347e-40,1,TRUE
15.42772531058,NA,-3.73571362863634e-07,NA,NA,-1.39874680044393,0.0321027467483854,7,-1492.94182181077,2999.92682018284,183.10868510427,5.67517035714605e-41,1,TRUE
15.4157867010983,-0.000119096228750344,NA,NA,NA,-1.39735111712174,0.0320593160466324,7,-1492.99076850785,3000.02471357699,183.206578498427,5.40407816737642e-41,1,TRUE
-18.0210776583259,0.104853338611026,-0.00014978985665485,NA,NA,NA,NA,6,-1494.87778911757,3001.78794817733,184.96981309876,2.2378969976643e-41,1,FALSE
-1.50708615493747,NA,NA,NA,NA,0.0744921263408017,NA,5,-1496.05609596502,3002.13530441079,185.317169332219,1.88110330266075e-41,1,FALSE
-1.49140742800698,NA,-3.30736638075979e-07,NA,NA,0.0754729575080734,NA,6,-1496.0075245152,3004.04741897259,187.229283894023,7.23106465064696e-42,1,FALSE
-1.48464466891676,-9.31315704173979e-05,NA,NA,NA,0.0748887239527993,NA,6,-1496.04814171647,3004.12865337513,187.31051829656,6.94324384851844e-42,1,FALSE
0.197064119672314,NA,NA,NA,NA,NA,NA,4,-1508.98136649082,3025.97813536902,209.160000290451,1.25028115956903e-46,1,FALSE
