"site","coreID","core_measurement","Year","species_code","genus","species","treeID","canopy_position","tree_status","dbh","agb","agb_inc","BAI","Date","CO2","residuals","pre","pet"
"NewMexico","NewMexico.lts331a",1.15,1943,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.685,0.2027369,0.002892719,9.032249,"15/06/1943",311.0459,0.204539067762278,28.3111114237044,3.91111120912764
"NewMexico","NewMexico.lts331a",1.5,1944,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.938,0.2067995,0.004062606,12.64225,"15/06/1944",310.989,0.595192521601235,33.2333337995741,3.51111112700568
"NewMexico","NewMexico.lts331a",0.94,1945,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.107,0.2095402,0.002740668,8.500839,"15/06/1945",310.8733,0.0815822461282386,27.1666669315762,3.67777785989973
"NewMexico","NewMexico.lts331a",0.53,1946,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.199,0.2110412,0.001501044,4.646535,"15/06/1946",310.8083,-0.276879777566757,23.1444447040558,3.86666672759586
"NewMexico","NewMexico.lts331a",0.41,1947,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.275,0.2122861,0.001244831,3.84847,"15/06/1947",310.8038,-0.341190513244888,23.6888893975152,3.78888897101084
"NewMexico","NewMexico.lts331a",0.64,1948,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.402,0.214376,0.00208996,6.451244,"15/06/1948",310.8721,-0.0528233752785695,39.9444447623359,3.48888896571265
"NewMexico","NewMexico.lts331a",1.02,1949,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.578,0.2172926,0.002916593,8.98219,"15/06/1949",311.0242,0.386268746317649,42.1666676733229,3.46666677792867
"NewMexico","NewMexico.lts331a",0.25,1950,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.624,0.2180588,0.0007661796,2.355638,"15/06/1950",311.2407,-0.326271389980018,26.944445265664,3.85555566681756
"NewMexico","NewMexico.lts331a",0.28,1951,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.671,0.2188433,0.000784502,2.410281,"15/06/1951",311.4847,-0.243050725941273,24.6222227414449,3.85555562708113
"NewMexico","NewMexico.lts331a",0.5,1952,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.777,0.2206188,0.001775491,5.44869,"15/06/1952",311.7859,0.0232963263439786,37.8111122979059,3.58888896306356
"NewMexico","NewMexico.lts331a",0.32,1953,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.845,0.2217623,0.001143514,3.504679,"15/06/1953",312.1931,-0.119626542710229,26.7333336406284,3.63333336512248
"NewMexico","NewMexico.lts331a",0.52,1954,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.947,0.2234842,0.001721903,5.270637,"15/06/1954",312.7537,0.10629787064372,28.8555560310682,3.87777785460154
"NewMexico","NewMexico.lts331a",0.44,1955,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.02,0.2247215,0.001237235,3.782156,"15/06/1955",313.4586,0.0399473559773013,26.811111609141,3.64444453186459
"NewMexico","NewMexico.lts331a",0.04,1956,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.024,0.2247894,6.791172e-05,0.2074833,"15/06/1956",314.126,-0.358858295572577,19.6888890266418,3.92222226990594
"NewMexico","NewMexico.lts331a",0.69,1957,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.151,0.2269519,0.002162579,6.600663,"15/06/1957",314.6769,0.280727665456468,34.6333335770501,3.60000006357829
"NewMexico","NewMexico.lts331a",0.27,1958,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.206,0.2278923,0.0009403937,2.866417,"15/06/1958",315.1709,-0.159451894467564,34.0555562973023,3.51111114025116
"NewMexico","NewMexico.lts331a",0.52,1959,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.306,0.2296081,0.001715766,5.22384,"15/06/1959",315.6582,0.0632909760192487,28.3000007205539,3.65555563237932
"NewMexico","NewMexico.lts331a",0.61,1960,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.435,0.2318328,0.002224712,6.761955,"15/06/1960",316.1464,0.12223011257192,29.3888892067803,3.60000006357829
"NewMexico","NewMexico.lts331a",0.41,1961,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.512,0.2331669,0.001334045,4.048664,"15/06/1961",316.667,-0.109114506662608,28.8888894716899,3.56666674878862
"NewMexico","NewMexico.lts331a",0.58,1962,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.62,0.2350457,0.001878843,5.694338,"15/06/1962",317.2378,0.0326431670457116,27.2555555502574,3.60000007682376
"NewMexico","NewMexico.lts331a",0.49,1963,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.72,0.2367934,0.001747712,5.288871,"15/06/1963",317.8368,-0.0796171914369139,22.6000004344516,3.75555562973022
"NewMexico","NewMexico.lts331a",0.28,1964,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",33.797,0.2381444,0.001351016,4.083135,"15/06/1964",318.4488,-0.303837375733329,23.4111118846469,3.55555560853746
"NewMexico","NewMexico.lts331a",1.23,1965,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.01,0.2419056,0.003761188,11.34342,"15/06/1965",319.1043,0.641006824940351,44.0888902876113,3.42222230964237
"NewMexico","NewMexico.lts331a",0.94,1966,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.205,0.2453799,0.003474276,10.44731,"15/06/1966",319.8608,0.354830745420743,31.9777780638801,3.71111118793487
"NewMexico","NewMexico.lts331a",0.41,1967,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.286,0.2468318,0.001451873,4.357209,"15/06/1967",320.7604,-0.163475583570064,27.2222227520413,3.74444455570645
"NewMexico","NewMexico.lts331a",0.45,1968,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.39,0.2487034,0.001871643,5.609552,"15/06/1968",321.7668,-0.105800831163456,32.9111120965746,3.55555563502841
"NewMexico","NewMexico.lts331a",0.42,1969,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.471,0.250167,0.001463576,4.380748,"15/06/1969",322.824,-0.114413722277128,40.8555560641819,3.57777778307597
"NewMexico","NewMexico.lts331a",0.43,1970,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",34.562,0.2518174,0.001650386,4.933874,"15/06/1970",323.8883,-0.0814355537515492,28.1000000503328,3.63333339161343
"NewMexico","NewMexico.lts331c",1.27,1903,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",22.468,0.0863016,0.002720685,10.23849,"15/06/1903",296.652,0.272687171178065,36.8777783976661,3.51111117998759
"NewMexico","NewMexico.lts331c",0.28,1904,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",22.532,0.08690549,0.0006038945,2.261947,"15/06/1904",297.0012,-0.73644744492751,19.5111112967134,3.85555561383565
"NewMexico","NewMexico.lts331c",1.03,1905,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",22.76,0.08907917,0.002173675,8.110474,"15/06/1905",297.4366,-0.00556698992779991,38.6555560694801,3.58888894981808
"NewMexico","NewMexico.lts331c",0.97,1906,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",23.025,0.0916496,0.002570431,9.529256,"15/06/1906",297.8837,-0.0846239603723682,41.1444456312391,3.61111117733849
"NewMexico","NewMexico.lts331c",1.43,1907,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",23.389,0.09525801,0.00360841,13.26906,"15/06/1907",298.3233,0.356486257261598,36.6333338949416,3.81111121177673
"NewMexico","NewMexico.lts331c",1.7,1908,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",23.792,0.09935869,0.004100684,14.93352,"15/06/1908",298.7272,0.607944325521471,33.7111120224,3.7555556429757
"NewMexico","NewMexico.lts331c",0.91,1909,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",24.034,0.1018748,0.002516099,9.090114,"15/06/1909",299.0624,-0.199981289341754,23.3000001907349,3.83333334657881
"NewMexico","NewMexico.lts331c",0.64,1910,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",24.244,0.1040909,0.002216143,7.962665,"15/06/1910",299.3141,-0.48693227074223,24.2666669421726,3.98888895246718
"NewMexico","NewMexico.lts331c",1.15,1911,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",24.59,0.1078089,0.003717925,13.27053,"15/06/1911",299.5416,0.00753039440765435,39.7666680018108,3.82222225930956
"NewMexico","NewMexico.lts331c",0.84,1912,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",24.82,0.1103263,0.002517403,8.9255,"15/06/1912",299.82,-0.316094060932772,36.6444457901849,3.46666672494676
"NewMexico","NewMexico.lts331c",1.09,1913,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",25.083,0.1132499,0.002923665,10.30795,"15/06/1913",300.1743,-0.0772766288987292,27.6555562549168,3.66666665342119
"NewMexico","NewMexico.lts331c",1.72,1914,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",25.519,0.1182029,0.004952994,17.32782,"15/06/1914",300.5865,0.544503768780204,42.211111969418,3.50000003973643
"NewMexico","NewMexico.lts331c",1.16,1915,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",25.822,0.1217232,0.003520266,12.21791,"15/06/1915",301.0586,-0.0202809417817795,38.2888896531529,3.43333335717519
"NewMexico","NewMexico.lts331c",1.24,1916,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",26.235,0.126625,0.004901783,16.8857,"15/06/1916",301.5742,0.0587515797470972,33.455556233724,3.96666679117415
"NewMexico","NewMexico.lts331c",0.71,1917,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",26.412,0.1287624,0.002137464,7.318748,"15/06/1917",302.1061,-0.46814122634153,21.0888889829318,3.71111116144392
"NewMexico","NewMexico.lts331c",1.33,1918,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",26.678,0.1320162,0.003253746,11.09135,"15/06/1918",302.6124,0.159146799826123,31.0000002119276,3.90000004238552
"NewMexico","NewMexico.lts331c",1.76,1919,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",27.073,0.1369401,0.004923872,16.67529,"15/06/1919",303.0476,0.600555927379624,55.0777783658769,3.3000000582801
"NewMexico","NewMexico.lts331c",1.34,1920,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",27.361,0.1405997,0.003659691,12.31268,"15/06/1920",303.3881,0.195859227445651,33.4333341386583,3.68888890743256
"NewMexico","NewMexico.lts331c",2.1,1921,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",27.796,0.1462391,0.005639351,18.84429,"15/06/1921",303.6591,0.974674650770559,46.5333336724175,3.60000005033281
"NewMexico","NewMexico.lts331c",0.58,1922,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",27.882,0.14737,0.001130861,3.760728,"15/06/1922",303.8949,-0.523510837513835,20.6333340754112,3.73333338896434
"NewMexico","NewMexico.lts331c",0.93,1923,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.042,0.1494879,0.002117976,7.027617,"15/06/1923",304.1296,-0.149307586065518,29.022222465939,3.65555561913384
"NewMexico","NewMexico.lts331c",1.06,1924,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.234,0.1520537,0.002565734,8.486221,"15/06/1924",304.3854,0.00661659375203483,34.8000008000268,3.57777784930335
"NewMexico","NewMexico.lts331c",0.71,1925,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.371,0.1539006,0.001846901,6.090672,"15/06/1925",304.6646,-0.316421300867315,28.4111116727193,3.92222233613332
"NewMexico","NewMexico.lts331c",0.76,1926,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.534,0.1561155,0.00221495,7.284972,"15/06/1926",304.992,-0.23907847913588,38.8888896306356,3.41111115614573
"NewMexico","NewMexico.lts331c",0.83,1927,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.686,0.1581982,0.00208268,6.830953,"15/06/1927",305.3711,-0.141949903218334,33.8000005086263,3.81111114554935
"NewMexico","NewMexico.lts331c",0.74,1928,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",28.858,0.160575,0.002376779,7.773532,"15/06/1928",305.7965,-0.205538840529185,27.85555596898,3.7222222884496
"NewMexico","NewMexico.lts331c",0.97,1929,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",29.101,0.1639693,0.003394277,11.06158,"15/06/1929",306.2273,0.0497640523394355,36.3222229215834,3.52222228050232
"NewMexico","NewMexico.lts331c",0.9,1930,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",29.293,0.1666814,0.00271211,8.805608,"15/06/1930",306.6139,0.00369256796242934,33.9000010490418,3.63333337836795
"NewMexico","NewMexico.lts331c",0.88,1931,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",29.505,0.1697071,0.003025692,9.790126,"15/06/1931",306.9661,0.00610803872437482,36.1222223705716,3.51111115349664
"NewMexico","NewMexico.lts331c",1.18,1932,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",29.741,0.1731137,0.003406693,10.98148,"15/06/1932",307.3024,0.32699467776758,38.5777781804403,3.62222227785322
"NewMexico","NewMexico.lts331c",0.92,1933,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",29.972,0.1764876,0.0033739,10.83355,"15/06/1933",307.6412,0.0864485685781159,28.8000004664063,3.55555562178294
"NewMexico","NewMexico.lts331c",0.27,1934,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.051,0.1776505,0.001162811,3.724214,"15/06/1934",307.9971,-0.545338174042021,25.4666672547658,4.00000014570024
"NewMexico","NewMexico.lts331c",0.9,1935,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.251,0.1806148,0.002964309,9.472216,"15/06/1935",308.3682,0.101903340172391,32.6000005933974,3.52222226725684
"NewMexico","NewMexico.lts331c",0.88,1936,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.431,0.1833078,0.002693054,8.578716,"15/06/1936",308.7454,0.0984972484527984,24.2444449530708,3.75555558999379
"NewMexico","NewMexico.lts331c",0.68,1937,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.611,0.1860248,0.00271698,8.629609,"15/06/1937",309.1504,-0.0852000460719277,33.1333333651225,3.61111115084754
"NewMexico","NewMexico.lts331c",0.53,1938,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.754,0.1882004,0.002175587,6.892022,"15/06/1938",309.6082,-0.218823766979694,28.488889058431,3.60000005033281
"NewMexico","NewMexico.lts331c",0.5,1939,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.861,0.1898382,0.00163781,5.177977,"15/06/1939",310.0768,-0.23202517843352,27.5222224129571,3.72222228844961
"NewMexico","NewMexico.lts331c",0.58,1940,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",30.997,0.1919322,0.002093985,6.60731,"15/06/1940",310.4871,-0.134496103999932,30.3444448047214,3.71111112170749
"NewMexico","NewMexico.lts331c",1.26,1941,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.289,0.1964747,0.004542474,14.28444,"15/06/1941",310.7975,0.564007072982819,56.3333343929715,3.22222226195865
"NewMexico","NewMexico.lts331c",1.03,1942,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.503,0.1998442,0.003369546,10.55378,"15/06/1942",310.9933,0.353640896858906,26.0888893604279,3.70000010066562
"NewMexico","NewMexico.lts331c",0.67,1943,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.685,0.2027369,0.002892719,9.032249,"15/06/1943",311.0459,0.0144551877281512,28.3111114237044,3.91111120912764
"NewMexico","NewMexico.lts331c",1.03,1944,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",31.938,0.2067995,0.004062606,12.64225,"15/06/1944",310.989,0.396377977154414,33.2333337995741,3.51111112700568
"NewMexico","NewMexico.lts331c",0.75,1945,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.107,0.2095402,0.002740668,8.500839,"15/06/1945",310.8733,0.139206951206557,27.1666669315762,3.67777785989973
"NewMexico","NewMexico.lts331c",0.39,1946,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.199,0.2110412,0.001501044,4.646535,"15/06/1946",310.8083,-0.197390744842512,23.1444447040558,3.86666672759586
"NewMexico","NewMexico.lts331c",0.35,1947,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.275,0.2122861,0.001244831,3.84847,"15/06/1947",310.8038,-0.21386887003329,23.6888893975152,3.78888897101084
"NewMexico","NewMexico.lts331c",0.63,1948,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.402,0.214376,0.00208996,6.451244,"15/06/1948",310.8721,0.0892181375037243,39.9444447623359,3.48888896571265
"NewMexico","NewMexico.lts331c",0.74,1949,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.578,0.2172926,0.002916593,8.98219,"15/06/1949",311.0242,0.22124573696616,42.1666676733229,3.46666677792867
"NewMexico","NewMexico.lts331c",0.21,1950,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.624,0.2180588,0.0007661796,2.355638,"15/06/1950",311.2407,-0.288441197665628,26.944445265664,3.85555566681756
"NewMexico","NewMexico.lts331c",0.19,1951,"PIPO","Pinus","ponderosa","NewMexico.lts331",NA,"alive",32.671,0.2188433,0.000784502,2.410281,"15/06/1951",311.4847,-0.290482532803241,24.6222227414449,3.85555562708113
