"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_1SD_clim","variable","month"
"CedarBreaks_PSME",-0.100038124238599,FALSE,FALSE,-0.329386978965121,0.12180869649936,-0.000766130723380074,-0.0128300070762729,"pre","prev.apr"
"CedarBreaks_PSME",-0.0239604253385686,FALSE,FALSE,-0.245299415215968,0.189736090140678,-0.000208670847589459,-0.00307295272661392,"pre","prev.may"
"CedarBreaks_PSME",0.0701505247112316,FALSE,FALSE,-0.0987839197264496,0.240873419419418,0.000722870154608035,0.00899688728971679,"pre","prev.jun"
"CedarBreaks_PSME",-0.0710948768796985,FALSE,FALSE,-0.224787502060404,0.0783898982360245,-0.000470658412060652,-0.00911800156586041,"pre","prev.jul"
"CedarBreaks_PSME",-0.043785737487477,FALSE,FALSE,-0.207911145807391,0.134866038445392,-0.000236170087171255,-0.00561557232385014,"pre","prev.aug"
"CedarBreaks_PSME",-0.126275521889765,FALSE,FALSE,-0.305787349292028,0.0337649688063988,-0.00068403588634845,-0.0161949841796477,"pre","prev.sep"
"CedarBreaks_PSME",0.00207036180682949,FALSE,FALSE,-0.163255259004275,0.163685986232198,8.94915873781722e-06,0.000265526336426633,"pre","prev.oct"
"CedarBreaks_PSME",0.00931498195392002,FALSE,FALSE,-0.189660325695969,0.185402228442492,7.29628392597021e-05,0.00119465738980775,"pre","prev.nov"
"CedarBreaks_PSME",0.10915716141845,FALSE,FALSE,-0.091747680402785,0.288410774079733,0.000847813274003787,0.0139995343183795,"pre","prev.dec"
"CedarBreaks_PSME",0.161186071467546,FALSE,FALSE,-0.0337506522606004,0.358426307167832,0.00104185998298344,0.0206723032170501,"pre","curr.jan"
"CedarBreaks_PSME",0.0888635476181735,FALSE,FALSE,-0.148376400289206,0.30543948396338,0.000580453058085182,0.0113968544836427,"pre","curr.feb"
"CedarBreaks_PSME",0.0253528039724615,FALSE,FALSE,-0.137841584642777,0.189190039002801,0.00016078780340153,0.00325152692381787,"pre","curr.mar"
"CedarBreaks_PSME",0.0457544723185345,FALSE,FALSE,-0.125587041164832,0.207246040759038,0.000349825876643759,0.00586806488112289,"pre","curr.apr"
"CedarBreaks_PSME",-0.051406798945354,FALSE,FALSE,-0.209038775167689,0.125231997483656,-0.000447913139904618,-0.00659298241802647,"pre","curr.may"
"CedarBreaks_PSME",0.0553071325334808,FALSE,FALSE,-0.124271695382022,0.214359437858799,0.000570322622374838,0.00709320478741176,"pre","curr.jun"
"CedarBreaks_PSME",0.0318497564988917,FALSE,FALSE,-0.173285436806522,0.226281530897506,0.000211042193150083,0.00408476872560833,"pre","curr.jul"
"CedarBreaks_PSME",0.0303303066141222,FALSE,FALSE,-0.136309770595277,0.195470376740131,0.00016487942084022,0.00388989749104641,"pre","curr.aug"
"CedarBreaks_PSME",-0.13134225878543,FALSE,FALSE,-0.341550300534742,0.0717529567636133,-0.00740772046752053,-0.0168447991448898,"wet","prev.apr"
"CedarBreaks_PSME",-0.00446493506927874,FALSE,FALSE,-0.194204982785909,0.194363806719345,-0.000250740076119219,-0.000572633173302167,"wet","prev.may"
"CedarBreaks_PSME",0.117870533769937,FALSE,FALSE,-0.0599637904033574,0.297553153902709,0.00610230077328037,0.0151170345691953,"wet","prev.jun"
"CedarBreaks_PSME",-0.0737565914138653,FALSE,FALSE,-0.24111940202103,0.0945730006661388,-0.00469108511917317,-0.00945936958498608,"wet","prev.jul"
"CedarBreaks_PSME",-0.0332333686274397,FALSE,FALSE,-0.187297866962874,0.131231374478632,-0.0019208199889436,-0.00426221860819258,"wet","prev.aug"
"CedarBreaks_PSME",-0.144589696590835,TRUE,FALSE,-0.290757016154477,-0.00459951049872426,-0.00731062079546328,-0.0185437986221337,"wet","prev.sep"
