"(Intercept)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw"
-1.06907517631582,0.00057448886007683,-3.30704812844025e-05,-0.0544145467910908,0.0050594713803073,8,-1417.9620038461,2851.92795235731,0,1,1
-1.08037700620144,0.00115612442860182,NA,-0.0539060796306559,0.00510800958293535,7,-1493.12423564357,3000.25153927596,148.323586918647,6.19358828567634e-33,1
-1.26218886351597,0.00064557847361616,-3.34533312132436e-05,0.0100377360109946,NA,7,-1509.46438624649,3032.9318404818,181.003888124484,4.96026743445295e-40,1
-1.27550561440072,0.00123469952954997,NA,0.0111778166873785,NA,6,-1585.97240433146,3183.94710959152,332.019157234202,7.9975334186043e-73,1
-1.19389393072061,0.000669406259597386,-3.72797100945748e-05,NA,NA,6,-1586.88143976365,3185.76518045588,333.837228098565,3.22230756916787e-73,1
-1.08496547869838,NA,NA,-0.0599431995575698,0.00571216720385926,6,-1654.03726685059,3320.07683462977,468.148882272451,2.20171884647901e-102,1
-1.20017610703123,0.00133760196289939,NA,NA,NA,5,-1682.73668405018,3375.47501157576,523.547059218445,2.05684034479366e-114,1
-1.30530667229794,NA,NA,0.0129661275953913,NA,5,-1769.85847197278,3549.71858742096,697.790635063649,2.997014430397e-152,1
-1.21969483431875,NA,NA,NA,NA,4,-1900.22577041469,3808.45263644964,956.524684092325,1.96473484365243e-208,1
