"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-9.60598080418216,0.285560397411055,-0.00524262187831425,0.00379851427872385,-6.22002268877088e-05,0.0959548009766175,0.00998829429608214,10,-414.899524243825,850.059711994759,0,0.686641594074629,0.686641594074629,FALSE
-9.50155001542678,0.285342204288238,-0.00522892316547061,NA,NA,0.120994726915986,0.0119889735374293,8,-418.178478336346,852.52716943865,2.46745744389125,0.199953279552185,0.886594873626815,FALSE
-9.5171937675196,0.285570431550646,-0.00523615816137968,0.000466428618938408,NA,0.118462321359366,0.0116482097993949,9,-417.894800093804,854.002617939087,3.94290594432812,0.0956178470063882,0.982212720633203,FALSE
-9.87991088763645,0.284237326785012,-0.00522919237484008,0.00508498027465583,-8.06071839662841e-05,-0.0137739619414721,NA,9,-420.193371211157,858.599760173794,8.54004817903558,0.00960024260441345,0.991812963237616,FALSE
-9.8207716015911,0.285499726763162,-0.00525485294685151,0.0048248883357885,-7.2242384990175e-05,NA,NA,8,-421.476606601201,859.12342596836,9.06371397360169,0.00738872708758122,0.999201690325197,FALSE
-9.78812898657129,0.28466731542615,-0.00523334222865154,0.000945251176223964,NA,NA,NA,7,-425.826759631708,865.785750668375,15.7260386736161,0.000264158262088515,0.999465848587286,FALSE
-9.76349219306808,0.284318676064426,-0.00522166488853031,NA,NA,NA,NA,6,-427.032966753621,866.164990111015,16.1052781162568,0.000218531174588137,0.999684379761874,FALSE
-9.80746432121745,0.283352394823858,-0.00520254701777056,NA,NA,-0.0101015424406892,NA,7,-426.295473086652,866.723177578263,16.6634655835041,0.000165312057647945,0.999849691819522,FALSE
-9.8198675629214,0.283858813445462,-0.00521688836659276,0.000836052129685261,NA,-0.00796330263796252,NA,8,-425.383766384644,866.937745535246,16.8780335404871,0.000148494952490769,0.999998186772013,FALSE
-8.57790289881405,0.115266290030908,NA,0.0036447861678346,-6.0705058571998e-05,0.0955271701430423,0.0099836644523291,9,-429.186057102858,876.585131957195,26.5254199624368,1.19346131921106e-06,0.999999380233332,FALSE
-8.47835810116668,0.115402411738195,NA,NA,NA,0.119897600827483,0.0119073182949682,7,-432.291192486646,878.714616378252,28.654904383493,4.11525433570611e-07,0.999999791758766,FALSE
-8.49031036292497,0.11541645334775,NA,0.000388552243655074,NA,0.117831846105027,0.0116261426900225,8,-432.090432500165,880.351077766286,30.2913657715279,1.81569796075774e-07,0.999999973328562,FALSE
-8.852624183826,0.114221540507146,NA,0.00494193100163566,-7.93755432235974e-05,-0.0143201733710706,NA,8,-434.582243443267,885.334699652492,35.2749876577335,1.50267085544508e-08,0.99999998835527,FALSE
-8.78746575221243,0.114764508262296,NA,0.00466765430205277,-7.06016394633831e-05,NA,NA,7,-435.981607290062,886.095445985083,36.0357339903248,1.02723520769804e-08,0.999999998627622,FALSE
-8.75690879782428,0.114467182212418,NA,0.000869056070130873,NA,NA,NA,6,-440.223493515202,892.546043634178,42.4863316394192,4.08263368100397e-10,0.999999999035886,FALSE
-8.73601859404423,0.114465461240188,NA,NA,NA,NA,NA,5,-441.263860447566,892.598392273224,42.5386802784658,3.97715989637237e-10,0.999999999433602,FALSE
-8.78406384014238,0.114025879404145,NA,NA,NA,-0.010454815170407,NA,6,-440.465479865197,893.030016334168,42.970304339409,3.20514054183938e-10,0.999999999754116,FALSE
-8.79305845843981,0.114103539748446,NA,0.00075177049055468,NA,-0.00849843827524096,NA,7,-439.713957803781,893.560147012521,43.5004350177624,2.45884223023239e-10,1,FALSE
-6.94324792536267,NA,NA,0.0036329847268322,-6.12697677616962e-05,0.0930265634611152,0.00983811781167467,8,-461.92620917263,940.022631111217,89.9629191164585,2.00230593045779e-20,1,FALSE
-6.84141121295228,NA,NA,NA,NA,0.117579795532856,0.0117585340726709,6,-465.044104493766,942.187265591305,92.1275535965467,6.7840029584705e-21,1,FALSE
-6.85166955274842,NA,NA,0.000343052065461008,NA,0.115786345224505,0.01151214776854,7,-464.887379987776,943.906991380511,93.8472793857527,2.87112643830199e-21,1,FALSE
-7.22881186535755,NA,NA,0.0049194891901343,-7.98686965296378e-05,-0.0153596099480305,NA,7,-467.173359405072,948.478950215102,98.4192382203437,2.9192014874503e-22,1,FALSE
-7.15109941949223,NA,NA,0.00462338624773355,-7.04116569634274e-05,NA,NA,6,-468.773918340725,949.646893285224,99.5871812904659,1.62797771777984e-22,1,FALSE
-7.1044241789824,NA,NA,NA,NA,NA,NA,4,-473.955337731901,955.957734287332,105.898022292574,6.93851840595376e-24,1,FALSE
-7.12425950407809,NA,NA,0.000829422771391414,NA,NA,NA,5,-473.005701844563,956.082075067218,106.022363072459,6.52028362403085e-24,1,FALSE
-7.16258579431911,NA,NA,NA,NA,-0.0112743615925771,NA,5,-473.030941262349,956.13255390279,106.072841908031,6.35777490113145e-24,1,FALSE
-7.16977345972539,NA,NA,0.0006983942991009,NA,-0.00943062561278956,NA,6,-472.381366073942,956.861788751658,106.802076756899,4.41523488131029e-24,1,FALSE
