"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
-0.167794275655944,-0.0774211140262856,NA,0.00344042645440637,NA,6,-1578.83429035575,3169.69436340027,0,0.326309635939307,0.326309635939307
-0.186783846120771,-0.0719146044026075,NA,0.00510008343896453,-4.26298126680814e-05,7,-1577.99534496764,3170.02507740842,0.330714008156065,0.276577129105938,0.602886765045245
-0.283952193779544,0.0801062096823026,-0.0514376510214137,0.00341667629146873,NA,7,-1578.24417995946,3170.52274739205,0.828383991785813,0.215649571956056,0.8185363370013
-0.294701088414536,0.0753310310565256,-0.0481598793473727,0.00500472818248797,-4.075159569378e-05,8,-1577.47957456628,3171.00337517679,1.30901177652004,0.169582722450306,0.988119059451606
-0.30907473134538,NA,NA,0.00637439576391787,-6.04053017345146e-05,6,-1582.54104640111,3177.107875491,7.41351209072673,0.00801320406104962,0.996132263512656
-0.294984327522839,NA,NA,0.00408789312343809,NA,5,-1584.27315583779,3178.56472223097,8.87035883069802,0.00386772824828976,0.999999991760946
-0.0242069863241747,-0.128737524395857,NA,NA,NA,5,-1597.96207299858,3205.94255655254,36.2481931522689,4.38969924625027e-09,0.999999996150645
-0.167499124026889,0.0643809966726401,-0.0629186426339688,NA,NA,6,-1597.08974214127,3206.2052669713,36.5109035710302,3.84935463329401e-09,0.999999999999999
-0.21450923183802,NA,NA,NA,NA,4,-1614.8365326946,3237.68533532784,67.9909719275752,5.61795084572933e-16,1
