"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-5.85615128803482,0.407644332737362,-0.0162232872742812,-0.0162833234408422,0.000611309653367655,-0.994070564985978,0.074075881206008,10,-264.800630866416,549.690656287891,0,0.999999999989298,0.999999999989298,TRUE
-5.96721609823275,0.404336132812901,-0.0160571004358384,0.00139169702469562,NA,-0.990807830757511,0.0743055504361441,9,-291.517977538454,601.109066368541,51.4184100806496,6.83335710050626e-12,0.999999999996131,TRUE
-6.01685763222453,0.40198005602686,-0.0159523794647075,NA,NA,-0.966888570471731,0.0724406432419005,8,-293.094163942083,602.246793170403,52.5561368825119,3.86883208495645e-12,1,TRUE
-8.98223075121628,0.395046406481112,-0.015560216769866,-0.0180540836353245,0.000624457252916783,-0.0159456607342188,NA,9,-322.297786652496,662.668684596625,112.978028308734,2.93179003658711e-25,1,TRUE
-9.08660770054819,0.393021857429166,-0.015419353881576,-0.0172853901401624,0.000601309043443519,NA,NA,8,-324.60999353392,665.278452354076,115.587796066185,7.95113260647549e-26,1,TRUE
-9.16348658456695,0.389946916883964,-0.0152774763310785,NA,NA,NA,NA,6,-349.481217730297,710.996512539702,161.305856251811,9.39460155714165e-36,1,FALSE
-9.10485437167995,0.391183352089014,-0.0153627448753576,NA,NA,-0.00939657781774803,NA,7,-348.673032708544,711.391519962543,161.700863674652,7.71087376886543e-36,1,FALSE
-9.16456062532774,0.390034957292846,-0.015281221245082,5.93086861608556e-05,NA,NA,NA,7,-349.478428958421,713.002312462297,163.311656174406,3.4460727887876e-36,1,FALSE
-9.10484392415065,0.391182715932024,-0.0153627191978122,-4.95307635612514e-07,NA,-0.00939685624832398,NA,8,-348.67303251393,713.404530314096,163.713874026204,2.8182787737193e-36,1,FALSE
-4.6199586784785,0.0666314279141633,NA,-0.0141553183568843,0.000540501214971219,-0.9149636843778,0.0687681613344651,9,-361.635499485702,741.344110263037,191.653453975145,2.41535655533329e-42,1,TRUE
-4.71114158339934,0.0662016719181171,NA,0.00144476495103858,NA,-0.916022950182416,0.0692417674794416,8,-382.778995479197,781.61645624463,231.925799956739,4.34462637039227e-51,1,TRUE
-4.77399332513811,0.0660341220357843,NA,NA,NA,-0.890765141211535,0.0672783036876809,7,-384.483979357765,783.013413260984,233.322756973093,2.16076268901698e-51,1,TRUE
-7.62780403645369,0.0683068645823002,NA,-0.0155120107550192,0.000544955493427568,NA,NA,7,-411.572800434375,837.191055414204,287.500399126312,3.71605007160317e-63,1,TRUE
-7.58248354555649,0.0680051434996846,NA,-0.0157821648040407,0.000553076396191017,-0.00628030999638706,NA,8,-411.209162777872,838.47679084198,288.786134554089,1.95383397166692e-63,1,TRUE
-7.70137784612384,0.067609800264076,NA,NA,NA,NA,NA,5,-432.252608501691,874.529547903625,324.838891615733,2.89821721556251e-71,1,FALSE
-7.70351353200095,0.0676339953091591,NA,0.00017554466467275,NA,NA,NA,6,-432.228022849566,876.490122778239,326.799466490347,1.08742047774333e-71,1,FALSE
-7.69406617754416,0.0675585168733257,NA,NA,NA,-0.00104954117371865,NA,6,-432.242465973964,876.519009027037,326.828352739145,1.07182760447372e-71,1,FALSE
-7.69672700752855,0.0675858165664535,NA,0.000169930781104133,NA,-0.000963807826337802,NA,7,-432.219493321186,878.484441187826,328.793784899935,4.01177684068644e-72,1,FALSE
-3.62582882471141,NA,NA,-0.013245412506521,0.000518556694727969,-0.97772565286735,0.0732098748797414,8,-431.508808133992,879.07608155422,329.385425266329,2.9844457833783e-72,1,TRUE
-3.71903585359039,NA,NA,0.00172154175635628,NA,-0.978435608455238,0.0736427567649741,7,-450.660456400717,915.366367346888,365.675711058996,3.93122825454002e-80,1,TRUE
-3.79494653610739,NA,NA,NA,NA,-0.948658501096166,0.0713228628199368,6,-453.056231059396,918.146539197899,368.455882910008,9.79087742852106e-81,1,TRUE
-6.75534606653257,NA,NA,-0.0149507401729464,0.000531406625734786,-0.0107262212860847,NA,7,-486.369155967975,986.783766481404,437.093110193512,1.22021703158726e-95,1,TRUE
-6.82684596712947,NA,NA,-0.0144779998954906,0.000517299240876987,NA,NA,6,-487.401174866158,986.836426811423,437.145770523532,1.18850780233748e-95,1,TRUE
-6.90182357011804,NA,NA,NA,NA,NA,NA,4,-505.726641075237,1019.46949617561,469.778839887715,9.74588002842627e-103,1,FALSE
-6.86474697556372,NA,NA,NA,NA,-0.00579519304168633,NA,5,-505.425544545773,1020.87541999179,471.184763703898,4.82534737214817e-103,1,FALSE
-6.90623819589849,NA,NA,0.000412477035681194,NA,NA,NA,5,-505.593451339824,1021.21123357989,471.520577292,4.07950612124974e-103,1,FALSE
-6.87011802475634,NA,NA,0.000377624260334643,NA,-0.00558735374047784,NA,6,-505.314344061958,1022.66276520302,472.972108915132,1.97429252859563e-103,1,FALSE
