"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-13.0796205883145,0.141833100355724,-0.00247756063429816,-0.374133333235416,NA,1.94753324854835,-0.133589635676702,NA,9,-997.943647427009,2014.00777678173,0,0.396405645462836,0.396405645462836
-20.8264258885875,0.142016100726402,-0.00248530737529553,2.31103541888364,-0.228053051622151,1.88974456069768,-0.128011306731547,NA,10,-997.102145834316,2014.35164598879,0.34386920706379,0.333787125391486,0.730192770854322
-12.497493009126,0.142259594893978,-0.00245013809281274,-0.374363504567957,NA,1.94633705532473,-0.133492121993372,-0.000309537345774728,10,-997.926980012943,2016.00131434605,1.99353756431697,0.146301456277953,0.876494227132275
-20.2072889449776,0.142482475020195,-0.00245547026580566,2.3160067097955,-0.228496725917003,1.88832886446419,-0.127894242919606,-0.000337233787451301,11,-997.082313282257,2016.34157026425,2.33379348251583,0.123413598375216,0.999907825507491
-6.34211823518982,0.0550105631046851,NA,-0.382025814690248,NA,1.97534511517067,-0.136190404463179,-0.00319177147546575,9,-1007.46891636515,2033.058314658,19.0505378762737,2.89313095763292e-05,0.999936756817067
-12.195395284545,0.0376017161998139,NA,-0.382352152346055,NA,1.98924892106883,-0.137382694856748,NA,8,-1008.71494810529,2033.52621728081,19.5184404990825,2.28962484416031e-05,0.999959653065509
-13.6801189190017,0.0550646002103748,NA,2.18514135408378,-0.218036273156286,1.92010339153891,-0.130858239827312,-0.00322758419951826,10,-1006.6928164987,2033.53298731755,19.5252105358238,2.281887524873e-05,0.999982471940757
-19.4430244787549,0.0374662264647083,NA,2.13065526609061,-0.213435761779907,1.9353327694914,-0.132176344051902,NA,9,-1007.97019561383,2034.06087315536,20.0530963736328,1.75252927301098e-05,0.999999997233488
-20.3325356831747,NA,NA,-0.388858601593353,NA,1.98697346029547,-0.137275114100716,0.0046570587642184,8,-1018.38736185393,2052.8710447781,38.8632679963675,1.442408958863e-09,0.999999998675897
-27.5178022313191,NA,NA,2.12019539567062,-0.213099225619899,1.93292820047305,-0.132058030009847,0.00462959947463345,9,-1017.64603542712,2053.41255278194,39.404776000214,1.10027549895913e-09,0.999999999776172
-15.1797388878316,0.143240459145624,-0.00248306137281457,NA,NA,1.84461225082366,-0.119330758925006,NA,8,-1020.56094384817,2057.21820876657,43.2104319848431,1.6410195126182e-10,0.999999999940274
-15.1638655841647,0.143252191165042,-0.00248228377977536,NA,NA,1.84457813392601,-0.119327868784084,-8.47028770939056e-06,9,-1020.56093094245,2059.2423438126,45.234567030875,5.96455990155357e-11,0.99999999999992
