"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
2.62569896256276,0.174173265518817,-0.0017047030339944,-0.183177052060735,NA,3.30243448593322,-0.243089280550767,-0.0115161861677058,10,-1758.28235034714,3536.6667415106,0,0.703943173828137,0.703943173828137
-0.217849555996786,0.174302490324263,-0.00170631444184965,0.810172489264813,-0.0843945931671218,3.28249677599984,-0.24115504567168,-0.0115303697567624,11,-1758.1764387634,3538.47538332727,1.80864181667039,0.284967952213101,0.988911126041238
1.2318221942688,0.174825428901409,-0.00171508999900673,NA,NA,3.26601953386313,-0.237431512193923,-0.0113444326647858,9,-1763.44260001855,3544.96864927215,8.30190776154996,0.0110866729642756,0.999997799005514
1.6380570335983,0.058228513208763,NA,-0.188199727041518,NA,3.33097916071639,-0.245773114574938,-0.010112946337025,9,-1772.30819607641,3562.69984138787,26.0330998772697,1.56502684038883e-06,0.999999364032354
-0.83095790280715,0.0582515237354986,NA,0.674454693328012,-0.07329001301209,3.3136647979782,-0.244092763575637,-0.0101248351167651,10,-1772.22818332195,3564.55840746022,27.8916659496153,6.17930021398091e-07,0.999999981962375
0.196382672164252,0.0581387883428163,NA,NA,NA,3.2934453896489,-0.239952517333479,-0.00992505183919359,8,-1777.77977232215,3571.62627309657,34.9595315859697,1.8037310152441e-08,0.999999999999685
-9.76320120669208,NA,NA,-0.189105720137652,NA,3.34909328504605,-0.247333190774961,-0.00338883295951673,8,-1789.07198294462,3594.21069434151,57.5439528309107,2.24919449161509e-13,0.99999999999991
-11.8841649394537,NA,NA,0.550615215722367,-0.0628458991124623,3.33425543228784,-0.245893177533055,-0.00339678428556458,9,-1789.01335026798,3596.110149771,59.4434082603966,8.7009266078816e-14,0.999999999999997
-11.1964506508325,NA,NA,NA,NA,3.3116259087022,-0.241507846523041,-0.00320960891412617,7,-1794.57729449723,3603.20646486292,66.539723352319,2.50391892288726e-15,1
-16.9040390168925,0.0373599144605654,-0.000854272269023556,-0.173395547240765,NA,3.40227909206031,-0.251694891312389,NA,9,-1796.62752933071,3611.33850789647,74.6717663858635,4.2930856618673e-17,1
-18.3849475805828,0.0373445480195861,-0.00085461469611101,0.339570916660324,-0.0435804563670105,3.39203544092199,-0.250700149382255,NA,10,-1796.59935068137,3613.30074217907,76.6340006684659,1.60944371650024e-17,1
-16.1329915306928,-0.0160342395761937,NA,-0.17720925082485,NA,3.40656405006796,-0.252171405785501,NA,8,-1800.05636506201,3616.17945857629,79.5127170656906,3.81566703946924e-18,1
-17.5520838206681,-0.0160694568150142,NA,0.314445994577753,-0.0417697376311217,3.39674141907156,-0.251217446352212,NA,9,-1800.03045210892,3618.14435345289,81.4776119422859,1.42856159108384e-18,1
-17.9519023595804,0.0399148506294924,-0.000875597550366464,NA,NA,3.36728639423231,-0.246292422226819,NA,8,-1801.24251727548,3618.55176300323,81.885021492626,1.16528219191258e-18,1
-17.1841786218057,-0.0147878779822153,NA,NA,NA,3.37072581049711,-0.246646266490777,NA,7,-1804.89086329309,3623.83360245464,87.1668609440321,8.30795710403591e-20,1
-16.8693786109041,NA,NA,-0.163693223351058,NA,3.46156902843467,-0.256795176853197,NA,7,-1805.30987321763,3624.67162230372,88.0048807931189,5.46412401222454e-20,1
-17.6866452882287,NA,NA,0.119160258767524,-0.0240288924915916,3.45597240041424,-0.256250671279428,NA,8,-1805.30127110736,3626.66927066699,90.002529156387,2.01250383643371e-20,1
-17.7952703309195,NA,NA,NA,NA,3.42505385368779,-0.251388966937457,NA,6,-1809.46112426485,3630.9611374186,94.2943959079926,2.35380073048095e-21,1
-34.4318942353379,0.191024615689258,-0.00193415550691871,16.0789737389327,-1.36780108369253,0.588678947616901,NA,-0.0135959491553019,10,-1939.29087519823,3898.68379121278,362.017049702175,1.72398737713237e-79,1
-35.8053657097723,0.0596995371310226,NA,16.2297467579827,-1.38075093842727,0.586416154449802,NA,-0.0120697759345923,9,-1958.89090192722,3935.8652530895,399.198511578894,1.4543944900419e-87,1
13.0081451546737,0.191147590897513,-0.00193830912612332,NA,NA,0.558703553554978,NA,-0.0136408473186761,8,-1964.16990586608,3944.40654018442,407.739798673818,2.03219460332798e-89,1
12.9807348591976,0.191153455026085,-0.00193840137039408,0.00300123113498059,NA,0.55915716940136,NA,-0.0136371490305615,9,-1964.16881496491,3946.42107916488,409.754337654273,7.42187631053008e-90,1
-47.4572570563216,NA,NA,16.2423909436158,-1.38177022028228,0.586449112053735,NA,-0.00519058786028201,8,-1978.23364252201,3972.5340134963,435.867271985693,1.58548474996589e-95,1
12.0506382097143,0.0594165403574993,NA,NA,NA,0.55596916152178,NA,-0.0120977206177319,7,-1984.19656642687,3982.4450087222,445.778267211596,1.11690645456525e-97,1
12.0362733987238,0.0594164296193702,NA,0.00157300871611943,NA,0.556207246531565,NA,-0.0120957594835599,8,-1984.19626663115,3984.45926171458,447.792520203973,4.07969147365129e-98,1
-58.2318637184268,0.0306577736562683,-0.000962334150643172,16.4322676523917,-1.39528188242997,0.592236693877246,NA,NA,9,-1995.08145686498,4008.24636296502,471.579621454413,2.78819994358627e-103,1
-57.448082821227,-0.0295944118760935,NA,16.4639194787904,-1.3983318513027,0.590820424772322,NA,NA,8,-1999.61306187592,4015.29285220411,478.626110693507,8.22618017388624e-105,1
0.49388680604057,NA,NA,NA,NA,0.555764223867359,NA,-0.00525093081046807,6,-2003.47584639806,4018.99058168501,482.323840174407,1.29493050820658e-105,1
0.472921931942702,NA,NA,0.00229987902797016,NA,0.556112507334603,NA,-0.00524808594702505,7,-2003.47520804341,4021.00229195528,484.335550444676,4.7359720215603e-106,1
-59.6860484778815,NA,NA,16.8560714282331,-1.4279316789002,0.597926826870076,NA,NA,7,-2018.07838131067,4050.20863848979,513.541896979185,2.15442589205581e-112,1
-9.69460511146861,0.0297760654284142,-0.000962555364195417,NA,NA,0.55638151464415,NA,NA,7,-2020.86520317898,4055.78228222642,519.115540715814,1.32748676649732e-113,1
-9.94318566602502,0.0303436723911833,-0.000966274948470308,0.0350571458176956,NA,0.561719272473292,NA,NA,8,-2020.71708553177,4057.50089951581,520.834158005206,5.62130561995506e-114,1
-8.83334575728763,-0.0304613220491253,NA,NA,NA,0.555412135808282,NA,NA,6,-2025.48069172999,4063.00027234887,526.333530838268,3.59470751885932e-115,1
-9.0476527040549,-0.0301686706600695,NA,0.0306334268193111,NA,0.560073303991819,NA,NA,7,-2025.36742218466,4064.78672023778,528.119978727177,1.47143583952417e-115,1
-9.77451817377423,NA,NA,NA,NA,0.554631919196751,NA,NA,5,-2045.67197855541,4101.37172203447,564.70498052387,1.67266561619918e-123,1
-10.3009635587038,NA,NA,0.0784950667419885,NA,0.566681340310726,NA,NA,6,-2044.91871767086,4101.87632423062,565.209582720016,1.29967915892948e-123,1
26.2745943332898,0.188180777238245,-0.00189214201677088,-1.15371706522387,NA,NA,NA,-0.0153357993175396,8,-2380.32845584396,4776.72364014018,1240.05689862958,3.7376914015662e-270,1
33.0893086696232,0.188237148680847,-0.00189312516974026,-3.48977624116784,0.199529174523454,NA,NA,-0.0153297040106263,9,-2379.95916979934,4778.00178883373,1241.33504732313,1.97268153360793e-270,1
25.4775077039412,0.0604426476504328,NA,-1.15022204634291,NA,NA,NA,-0.013931582440662,7,-2395.17426879175,4804.40041345195,1267.73367194135,3.65315818853239e-276,1
32.026141333401,0.0604289966474973,NA,-3.39555053200424,0.191785353945435,NA,NA,-0.0139245387663175,8,-2394.83417841804,4805.73508528836,1269.06834377775,1.87433912833446e-276,1
13.7648787675976,NA,NA,-1.14950771158698,NA,NA,NA,-0.00699221707084148,6,-2412.69119784156,4837.42128457201,1300.7545430614,2.46761510961297e-283,1
20.3194988043138,NA,NA,-3.39603004220081,0.191888179709692,NA,NA,-0.00698667844599922,7,-2412.35212220163,4838.75612027171,1302.08937876111,1.26596451193796e-283,1
0.549502612336754,0.00592160489373658,-0.000783275848206248,-1.11957363280524,NA,NA,NA,NA,7,-2436.72971948084,4887.51131483014,1350.84457331954,3.27616337627571e-294,1
7.34126189524348,0.00605474989321718,-0.000784729789535712,-3.44448400201689,0.198589243638825,NA,NA,NA,8,-2436.36907774773,4888.80488394773,1352.13814243713,1.71581549795326e-294,1
1.25560406496633,-0.0431437639264405,NA,-1.12098978379154,NA,NA,NA,NA,6,-2439.12671984043,4890.29232856975,1353.62558705914,8.15597884241377e-295,1
7.94633413141452,-0.0431023208458133,NA,-3.41089060854119,0.195599740223983,NA,NA,NA,7,-2438.77695980478,4891.60579547801,1354.93905396741,4.22922095399402e-295,1
-0.428737936722411,NA,NA,-1.0620386337966,NA,NA,NA,NA,5,-2469.87920725127,4949.78617942618,1413.11943791557,9.82993222379719e-308,1
6.5628395675732,NA,NA,-3.45460059121757,0.204382664399845,NA,NA,NA,6,-2469.49981248532,4951.03851385952,1414.37177234892,5.25544573907754e-308,1
16.9493003244236,0.190023223869052,-0.00192133888296656,NA,NA,NA,NA,-0.0140238453081933,7,-2524.28813597522,5062.62814781889,1525.96140630829,0,1
16.2441245806673,0.0606584257091644,NA,NA,NA,NA,NA,-0.0126460795160911,6,-2538.09863388173,5088.23615665235,1551.56941514174,0,1
4.51851807789224,NA,NA,NA,NA,NA,NA,-0.00569485933240049,5,-2554.86107465949,5119.74991424263,1583.08317273203,0,1
-6.37733750553948,0.0217148813050343,-0.000874859178550919,NA,NA,NA,NA,NA,6,-2571.041129745,5154.12114837889,1617.45440686829,0,1
-5.59804246447668,-0.0330815691270493,NA,NA,NA,NA,NA,NA,5,-2573.81502553032,5157.65781598428,1620.99107447367,0,1
-6.62561849568493,NA,NA,NA,NA,NA,NA,NA,4,-2591.38298704193,5190.78447547147,1654.11773396087,0,1
