"(Intercept)","CO2","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-201.663027058847,-0.00529310752969623,0.144222686980046,-0.00113390369957075,16.2440956125646,-0.328487691763013,-1.17084520127016,0.0674554394120206,11,-6836.33218437195,13694.701101734,0,0.999996115378144,0.999996115378144,TRUE
-212.493184034365,NA,0.135271195692045,-0.0011050280229215,16.9640899111481,-0.342938060013112,-1.11475364314344,0.0644942176021144,10,-6849.79373265282,13719.6180718721,24.9169701381161,3.88460616044027e-06,0.999999999984304,TRUE
11.2179899089363,-0.00569481599868095,0.144049888799139,-0.00112964286405176,-0.42611246715629,NA,-1.44064775832474,0.0814346167867839,10,-6862.21287117423,13744.456348915,49.7552471809449,1.56958075368856e-11,1,TRUE
9.64117213221473,NA,0.134344619586253,-0.00109826982814302,-0.440797036970328,NA,-1.39218426844095,0.0788622779216693,9,-6877.94878632799,13773.9226109089,79.2215091748531,6.26998023192541e-18,1,TRUE
-280.718311186372,-0.00453376508664666,0.143711592591631,-0.0011285195907206,21.932683566054,-0.440353956893608,0.159411502310413,NA,10,-6879.19616849694,13778.4229435604,83.7218418263637,6.60741147052822e-19,1,FALSE
-287.094101963144,NA,0.136031530783927,-0.00110383000310606,22.3405515697998,-0.448626834219405,0.157423119907697,NA,9,-6889.0683968425,13796.1618319379,101.460730203858,9.2913898831171e-23,1,FALSE
2.70827696533017,-0.00488381493765665,0.143294250199888,-0.00112078626277804,-0.411459160655497,NA,0.167817178714765,NA,9,-6928.3463475998,13874.7177334525,180.016631718465,8.12612334008191e-40,1,FALSE
1.58677864250683,NA,0.134963153519692,-0.0010940256893325,-0.424715940498542,NA,0.165764762408824,NA,8,-6939.93522102684,13895.8904698701,201.189368136065,2.05249502624752e-44,1,FALSE
-0.220471174457889,-0.00770253237350282,0.143835097518169,-0.00112369843098154,NA,NA,-1.23361683554805,0.0741707564395605,9,-7028.45379934455,14074.932636942,380.23153520797,2.7149980357138e-83,1,TRUE
-207.038558596313,-0.00336718913219637,0.0612437273185562,NA,16.6724982232776,-0.336758732183225,-1.1004491748961,0.0637433490563592,10,-7050.22264545546,14120.4758974774,425.774795743402,3.50087134111563e-93,1,TRUE
-213.258749034177,NA,0.0570469818463619,NA,17.0770788300522,-0.344864118419964,-1.07273167507133,0.0622865298336677,9,-7054.44437389175,14126.9137860364,432.212684302367,1.40025267940833e-94,1,TRUE
-2.93601040458359,NA,0.130641973439365,-0.00108054781999146,NA,NA,-1.15446174289488,0.0701470638147881,8,-7056.88442157178,14129.78887096,435.087769225951,3.32575041321639e-95,1,TRUE
