"(Intercept)","CO2","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-3.65750371243746,-0.00462188442241083,0.196386543014934,-0.00179660036712767,-0.0468495953540881,NA,-0.401348097964833,0.0212042344859481,10,-3438.07499948216,6896.18589974762,0,0.707945962603834,0.707945962603834,TRUE
1.85589813405065,-0.00464445508140066,0.196428692409575,-0.00179699390182763,-0.478478618179729,0.00850983539324399,-0.408546352810883,0.0215775742238591,11,-3438.03741442242,6898.11791681611,1.93201706848868,0.269443637862443,0.977389600466277,TRUE
-4.94230145051781,-0.00487086525092432,0.196517179960453,-0.00179785777096675,NA,NA,-0.371298934175616,0.0200231736238222,9,-3442.59698062901,6903.22332983364,7.03743008602487,0.0209817439467451,0.998371344413023,TRUE
-4.9894749144925,NA,0.183952547847082,-0.00169029920735572,-0.0508389882007761,NA,-0.386452637533318,0.0204115243970889,9,-3445.63145978785,6909.29228815132,13.1063884037039,0.00100921577103118,0.999380560184054,TRUE
-4.76499671347608,NA,0.18395175811055,-0.00169029386339597,-0.0684341736375613,0.000346884177804175,-0.386743283970459,0.0204265945664058,10,-3445.63139718976,6911.29869516281,15.1127954151962,0.000370082272178247,0.999750642456232,TRUE
-5.92726993197805,-0.00439987596141748,0.196047036161736,-0.00179230908409147,-0.0414355911658471,NA,0.0185847766983878,NA,9,-3447.58186587863,6913.19310033289,17.0072005852753,0.000143526940049979,0.999894169396282,FALSE
-23.5149998468408,-0.00434021188817822,0.195932575709369,-0.00179130378231481,1.34521030973035,-0.0273446044482276,0.0179569647462756,NA,10,-3447.16469314387,6914.36528707102,18.1793873234055,7.9872321944511e-05,0.999974041718226,FALSE
-6.46807317521897,NA,0.183362772082683,-0.0016852365424839,NA,NA,-0.352919317251841,0.0190825885305467,8,-3450.96444443391,6917.95237989555,21.7664801479286,1.32882870170144e-05,0.999987330005243,TRUE
-6.95849668812688,-0.00463242618089326,0.196181855687794,-0.00179365277977683,NA,NA,0.0245132690278852,NA,8,-3451.12913049894,6918.28175202562,22.0958522780011,1.12705925775829e-05,0.999998600597821,FALSE
-7.11611749789964,NA,0.184202178058426,-0.00169110848539724,-0.0454516618959916,NA,0.0178148690108765,NA,8,-3454.43784858603,6924.8991881998,28.7132884521807,4.12086837861549e-07,0.999999012684659,FALSE
-32.3105344848082,-0.00411332582264613,0.195246377163535,-0.00178336585110862,2.07283209992577,-0.0421863617907543,NA,NA,9,-3453.61308920227,6925.25554698016,29.0696472325408,3.44831091907196e-07,0.999999357515751,FALSE
-5.13567685230435,-0.0041940256628031,0.195386618523676,-0.00178448967916647,-0.0678149232035074,NA,NA,NA,8,-3454.62153197731,6925.26655498235,29.0806552347303,3.4293835479162e-07,0.999999700454106,FALSE
-28.465022808779,NA,0.184258572299343,-0.00169155468334561,1.6393431774017,-0.0332228152161086,0.0170644247396343,NA,9,-3453.82153629107,6925.67244115777,29.486541410156,2.79949049254015e-07,0.999999980403155,FALSE
-8.32261860445503,NA,0.183658457871732,-0.00168651592632578,NA,NA,0.024308709285342,NA,7,-3458.71529095418,6931.44884972763,35.262949980015,1.55864716287474e-08,0.999999995989627,FALSE
-36.6067748753391,NA,0.184187385160745,-0.00168910624525895,2.31864061322634,-0.0470850484028739,NA,NA,8,-3459.64601120616,6935.31551344006,39.1296136924457,2.25482300198864e-09,0.99999999824445,FALSE
-6.30130459272281,NA,0.184100619651252,-0.00168830068777407,-0.0706417225037138,NA,NA,NA,7,-3460.90268591602,6935.82363965132,39.6377399036992,1.74893734643853e-09,0.999999999993387,FALSE
-6.73494520145719,-0.00453686181866419,0.195233751333069,-0.00178214521874273,NA,NA,NA,NA,7,-3466.48221341477,6946.98269464882,50.7967949012072,6.60109901845675e-12,0.999999999999988,FALSE
-8.07273861103993,NA,0.182972760349644,-0.00167740363996535,NA,NA,NA,NA,6,-3473.78491675392,6959.58353213797,63.3976323903544,1.21165548571871e-14,1,FALSE
