"(Intercept)","CO2","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-115.940902774103,NA,0.243743331603378,-0.00281363205880688,8.77927752976107,-0.175589389041008,-0.609583883636778,0.0320371899581847,10,-4045.47383702515,8110.99957308309,0,0.550894974979018,0.550894974979018,TRUE
-111.954144181201,-0.00157881263436072,0.246846425210464,-0.00282333759523945,8.50229794517135,-0.170035030101175,-0.622234410331977,0.0327050168821301,11,-4044.80195467637,8111.66620288742,0.666629804330114,0.394740773876811,0.945635748855829,TRUE
-2.64949174381251,NA,0.243445171838304,-0.00281468324230094,-0.120410573059774,NA,-0.723609492490588,0.0380180671063445,9,-4049.80864416907,8117.65974116833,6.66016808523273,0.0197165846176776,0.965352333473507,TRUE
-2.16709505716451,-0.0018890693737915,0.247164750286169,-0.00282624310769661,-0.114992141506005,NA,-0.734361670797122,0.0385871644767341,10,-4048.84530891603,8117.74251686484,6.74294378175182,0.0189172138276622,0.984269547301169,TRUE
-144.704560595675,NA,0.244242629868641,-0.00281655558431023,10.7965702824396,-0.215219146061356,0.0222209570819729,NA,9,-4050.70377181252,8119.44999645522,8.45042337212726,0.00805531801984263,0.992324865321012,FALSE
-141.886724175752,-0.00131382145208062,0.24683119640225,-0.00282469696524015,10.6011409327407,-0.211285827334232,0.022655254348611,NA,10,-4050.23926804491,8120.53043512261,9.53086203951534,0.00469319301012364,0.997018058331135,FALSE
-155.185441527858,NA,0.244229514025362,-0.00281245390952789,11.6697408819447,-0.233013889565861,NA,NA,8,-4053.16706461609,8122.36808348825,11.3685104051538,0.00187252723379164,0.998890585564927,FALSE
-152.860646328419,-0.00116872301718355,0.246534672580693,-0.00281963383713607,11.5110266682788,-0.229823084224242,NA,NA,9,-4052.79765661666,8123.63776606352,12.6381929804229,0.000992476139763708,0.999883061704691,FALSE
-5.32107307785589,-0.00253225034671041,0.2478098575791,-0.00283366032160481,NA,NA,-0.658355477791431,0.035533771159914,9,-4055.83557314125,8129.71359911269,18.7140260295928,4.75740025513348e-05,0.999930635707242,TRUE
-6.606514876977,NA,0.243980206099264,-0.00281864469091024,-0.109678813808545,NA,0.0272414712237105,NA,8,-4057.49001855658,8131.01399136923,20.0144182861359,2.48309365892597e-05,0.999955466643831,FALSE
-6.18087704798829,NA,0.242803993373221,-0.00281847392041693,NA,NA,-0.638875683614817,0.034565112035015,8,-4057.58136266059,8131.19667957726,20.1971064941636,2.2663285014964e-05,0.999978129928846,TRUE
-6.23556100586146,-0.00165545065567133,0.247242032290525,-0.00282884580055262,-0.104791097616763,NA,0.0276711491144359,NA,9,-4056.75429503935,8131.55104290888,20.5514698257866,1.89833930896401e-05,0.999997113321936,FALSE
-5.43523085158341,NA,0.24393403715175,-0.00281369030685052,-0.14539244757099,NA,NA,NA,7,-4061.25593577623,8136.53827419272,25.5387011096263,1.56823205796702e-06,0.999998681553994,FALSE
-5.08068516114767,-0.0015100018445,0.246912508333042,-0.00282293983439245,-0.14142450305351,NA,NA,NA,8,-4060.64118707684,8137.31632840975,26.3167553266567,1.06281579727011e-06,0.999999744369791,FALSE
-8.83417471540502,-0.00226413870919286,0.247833304872852,-0.00283551195155535,NA,NA,0.042081524950335,NA,8,-4062.58437469447,8141.20270364501,30.2031305619194,1.52244755591811e-07,0.999999896614547,FALSE
-9.51939645709295,NA,0.24334951326839,-0.00282182219263692,NA,NA,0.0424241330737358,NA,7,-4063.97528396188,8141.97697056403,30.9773974809377,1.0337426057294e-07,0.999999999988807,FALSE
-8.37561832277903,-0.00239073249354535,0.247608900019241,-0.00282883345661822,NA,NA,NA,NA,7,-4073.5617057015,8161.14981404326,50.150240960169,7.09712334892207e-12,0.999999999995904,FALSE
-9.09553145672946,NA,0.242869950025139,-0.00281430805012008,NA,NA,NA,NA,6,-4075.11474158818,8162.24928048958,51.2497074064831,4.0957764829919e-12,1,FALSE
-104.205397227953,NA,0.0909764586585647,NA,7.91180756143965,-0.158122159918079,-0.520210002066556,0.0276113988685042,9,-4312.96393560631,8643.9703240428,532.97075095971,1.01845239107431e-116,1,TRUE
-2.17385137710213,NA,0.0906081481710272,NA,-0.10267931131716,NA,-0.624151527689421,0.0330565269077232,8,-4316.40495426191,8648.84386277989,537.844289696794,8.90564218174477e-118,1,TRUE
-130.732790052849,NA,0.0912075071541826,NA,9.78682542544746,-0.194953663868696,0.0245421695892129,NA,8,-4317.02694538041,8650.0878450169,539.088271933804,4.78121123273878e-118,1,FALSE
-143.166749254561,NA,0.0914265531862555,NA,10.8190744918821,-0.215951193659166,NA,NA,7,-4320.21705418176,8654.46051100379,543.460937920694,5.37063424198493e-119,1,FALSE
-99.461931315793,-0.00144787232681893,0.0937944785007425,NA,7.56360811172278,-0.151152662093823,-0.516298045194655,0.0274573695435546,10,-4318.50240430139,8657.05670763558,546.057134552484,1.46645466325679e-119,1,TRUE
-5.19366238597021,NA,0.0899099884716534,NA,NA,NA,-0.54954762936638,0.0299627830938082,7,-4322.08158608449,8658.18957480925,547.19000172616,8.32280385767351e-120,1,TRUE
-5.63858579601779,NA,0.0907886619084187,NA,-0.092392233442057,NA,0.029047739190172,NA,7,-4322.49894770218,8659.02429804461,548.024724961522,5.48291877588735e-120,1,FALSE
-1.82256647413177,-0.00182231430102733,0.0939220693836677,NA,-0.0970421992306026,NA,-0.616362471805867,0.0326997443775206,9,-4321.64461218348,8661.33167719715,550.332104114059,1.72970004007281e-120,1,TRUE
-126.349368099422,-0.00124786836754937,0.0937419520664095,NA,9.46367664767219,-0.18848455686986,0.0253957760830112,NA,9,-4322.56165083578,8663.16575450174,552.166181418652,6.91362738300748e-121,1,FALSE
-4.38337341430247,NA,0.090997620343234,NA,-0.130790355337116,NA,NA,NA,6,-4327.04675119648,8666.11329970619,555.113726623096,1.58363342771128e-121,1,FALSE
-8.08709038672815,NA,0.0901407592352322,NA,NA,NA,0.0412840018593181,NA,6,-4327.12820759438,8666.27621250199,555.276639418897,1.45975037753361e-121,1,FALSE
-139.571429968826,-0.00106332376187438,0.0937209314019463,NA,10.5555979184023,-0.210685797998975,NA,NA,8,-4326.01977240974,8668.07349907555,557.073925992459,5.9429595677604e-122,1,FALSE
-4.49505959412216,-0.00238214966689733,0.0940110392410013,NA,NA,NA,-0.547325050025561,0.0298450038680618,8,-4326.71736553155,8669.46868531917,558.469112236075,2.95829808358792e-122,1,TRUE
-5.28761888876256,-0.00168793387127658,0.0938947770851799,NA,-0.0870038567039604,NA,0.0297932182892473,NA,8,-4327.67864148641,8671.3912372289,560.391664145805,1.13126692398641e-122,1,FALSE
-7.43145820079364,-0.00220629775620888,0.0939797682661216,NA,NA,NA,0.0412174754011433,NA,7,-4331.78334606539,8677.59309477103,566.593521687942,5.0915361937694e-124,1,FALSE
-4.04586657354504,-0.00152582818567387,0.0938882617153205,NA,-0.126572785094277,NA,NA,NA,7,-4332.5267222928,8679.07984722586,568.080274142763,2.42105492319486e-124,1,FALSE
-7.6777314916408,NA,0.090037771239382,NA,NA,NA,NA,NA,5,-4338.23352181853,8686.48118124308,575.481608159991,5.98171036470746e-126,1,FALSE
