"(Intercept)","CO2","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-159.346662661209,-0.0331151007947778,0.0960696604791193,-0.000539870337495818,13.1132848355399,-0.262076450270927,0.0441993586850089,NA,10,-2461.25096013584,4942.54913057211,0,0.537533174955003,0.537533174955003,FALSE
-148.591693867557,-0.0331637432887641,0.0958843735269349,-0.000538796583759949,12.2885089340214,-0.245787622293478,-0.0135562614693029,0.00278426285046002,11,-2460.39664868274,4942.84996188575,0.300831313642448,0.462466823831072,0.999999998786075,TRUE
10.5712275225519,-0.0337079614947689,0.0954133375877929,-0.000529156001369377,-0.196525053062791,NA,-0.105327583389696,0.00729011764691596,10,-2481.16373786293,4982.3746860263,39.8255554541829,1.20891505644845e-09,0.99999999999499,TRUE
9.96400134878701,-0.0336515074993289,0.0958286938138592,-0.000530391376345266,-0.204447572703999,NA,0.0462352875547248,NA,9,-2487.65413960648,4993.3468975352,50.7977669630891,5.009683975404e-12,1,FALSE
-136.107979298332,-0.0367483445291426,0.0557213085859012,NA,11.4538517712158,-0.229269892202893,-0.0259466789531612,0.00333230913751142,10,-2516.49554242608,5053.03829515259,110.489164580475,5.47000885124113e-25,1,TRUE
-149.29546534996,-0.0367065834438673,0.0558602038356368,NA,12.4663877370303,-0.249265907234126,0.0431842065064317,NA,9,-2517.71736400154,5053.47334632534,110.924215753224,4.40066052158887e-25,1,FALSE
-175.32086982926,-0.0316038878945864,0.093856660265702,-0.000523485566825931,14.4600420546789,-0.290349303392673,NA,NA,9,-2518.97761457137,5055.99384746498,113.444716892871,1.24795233783078e-25,1,FALSE
12.3540126966024,-0.037248071493411,0.0559877315045865,NA,-0.192222317001888,NA,-0.113057947390388,0.00760455550470307,9,-2534.39490216473,5086.82842265171,144.279292079598,2.5150989229822e-32,1,TRUE
6.28341422492285,-0.0355833041023854,0.0960712260280577,-0.000529845283608316,NA,NA,-0.139449285830723,0.00989626022115866,9,-2539.72115682598,5097.4809319742,154.93180140209,1.22290314713828e-34,1,TRUE
11.7403754440926,-0.0372413245169628,0.0563805011706968,NA,-0.2005703452693,NA,0.0450449490670853,NA,8,-2541.48928109664,5099.00945022417,156.460319652054,5.69480085973701e-35,1,FALSE
12.3621089414274,-0.0321069942728023,0.0934895204943882,-0.000512275943056177,-0.298852776229335,NA,NA,NA,8,-2550.49692398662,5117.02473600412,174.475605432009,6.97443353455099e-39,1,FALSE
5.204619040772,-0.0355945541605624,0.0966386571160154,-0.000531426223766513,NA,NA,0.0674558878237601,NA,8,-2551.60835292077,5119.24759387242,176.698463300308,2.29520502853741e-39,1,FALSE
-164.374582531418,-0.0350534841074226,0.0547388449617988,NA,13.7349452630128,-0.275961621912967,NA,NA,8,-2573.10359358653,5162.23807520395,219.688944631834,1.06061332338119e-48,1,FALSE
8.1717362982715,-0.0391064801532246,0.0565932356192809,NA,NA,NA,-0.14699734310447,0.0101778991536057,8,-2590.39611438957,5196.82311681004,254.273986237923,3.27725862760399e-56,1,TRUE
