"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
14.4319881189675,-0.0866410209909566,0.000129051189132177,NA,NA,0.00039743897405287,NA,7,-1151.76842361066,2317.59758474843,0,0.243602798039402,0.243602798039402
14.5083640725312,-0.0874060707075494,0.0001302002976954,NA,NA,0.00155271567128402,-5.70024499172116e-06,8,-1150.93392568914,2317.9459848563,0.348400107868201,0.204657728774002,0.448260526813404
14.6793460499112,-0.0879249891132961,0.000131014025173252,NA,NA,NA,NA,6,-1153.07005480499,2318.18563806526,0.588053316836977,0.181546598818857,0.629807125632261
14.9167790784843,-0.0888169769817587,0.00013223672964904,-0.0164798968231916,NA,NA,NA,7,-1152.74407473653,2319.54888700017,1.9513022517458,0.0918253034266261,0.721632429058887
14.4494756636995,-0.0867117533645783,0.00012915101171232,-0.000970678582639092,NA,0.000391842675288262,NA,8,-1151.76755056488,2319.61323460778,2.0156498593492,0.0889179551483789,0.810550384207266
14.3359803256255,-0.0867598986634477,0.000129296144629529,0.0100540754235277,NA,0.00173874782248438,-6.33218545539868e-06,9,-1150.8502989666,2319.79831780292,2.20073305448932,0.0810586117401809,0.891608995947447
14.6925266554052,-0.0887028478324382,0.000132080284331653,0.0673985386280714,-0.00853160986235202,NA,NA,8,-1152.69911817321,2321.47636982444,3.87878507601408,0.0350279559455643,0.926636951893011
14.2234694128408,-0.0865965288675937,0.000128993038889233,0.0835441400170193,-0.00859602120140907,0.000391915416430082,NA,9,-1151.72190864822,2321.54153716614,3.94395241771417,0.0339050107472536,0.960541962640264
14.528427806138,-0.0868660769902276,0.000129447856701419,-0.0643741396552584,0.00765753494846962,0.00184367828456005,-6.82582987149227e-06,10,-1150.81955583626,2321.75861194411,4.16102719568698,0.0304177227618944,0.990959685402159
-0.268140476335483,NA,2.41207769481798e-06,NA,NA,0.000418423197456438,NA,6,-1158.23673156177,2328.51899157883,10.9214068304032,0.00103544947392649,0.991995134876085
-0.508935417116753,0.00153078732011506,NA,NA,NA,0.000419996014632202,NA,6,-1158.47222073158,2328.98996991844,11.3923851700097,0.000818195835745876,0.992813330711831
-0.319797159873094,NA,2.44481109089524e-06,NA,NA,0.00152962991920815,-5.48335860601071e-06,7,-1157.46543294826,2328.99160342363,11.3940186752025,0.000817527845001394,0.993630858556833
