"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-12.8122054230945,1.14853728884128,-0.0783234855981196,0.0227598227658361,NA,0.0913723125441471,-0.0052460996514308,9,1054.21277464566,-2090.41546130163,0,0.593086049862767,0.593086049862767,FALSE
-12.7943396641342,1.14882823619483,-0.0783652998943696,0.0193737179870836,-0.00140683839511041,0.0874856999566068,-0.00505332385489828,10,1054.83715811944,-2089.66198578266,0.753475518972209,0.406913950137233,1,FALSE
-12.3212257156655,1.14696886994943,-0.078114417907203,0.00154264186448208,-0.00982311688951124,-0.0112602808220194,NA,9,957.439695720146,-1896.8693034506,193.54615785103,5.5603679943035e-43,1,FALSE
-12.3195415236339,1.14369129921735,-0.0776520393813565,0.0260230397840348,NA,-0.0101780490593541,NA,8,918.552670829922,-1821.09727172037,269.318189581265,1.95621193092132e-59,1,FALSE
-12.8854525499136,1.14698151860365,-0.0780563297797602,NA,NA,0.103360110328271,-0.00602749376374454,8,912.990555545162,-1809.97304115085,280.442420150785,7.51311311447881e-62,1,FALSE
-12.4080361700646,1.1392026558599,-0.0772603693944282,0.0090210494000799,-0.00810657607906116,NA,NA,8,886.894239484922,-1757.78040903037,332.635052271266,3.48605202790497e-73,1,FALSE
-12.3996796188291,1.13712274292082,-0.0769484315578346,0.0289653106860069,NA,NA,NA,7,860.17929957428,-1706.3523228807,384.063138420936,2.37064677770333e-84,1,FALSE
-12.3195028031433,1.14118511278362,-0.0772458250842191,NA,NA,-0.0138438681230314,NA,7,733.509972919033,-1453.0136695702,637.40179173143,2.3071575737924e-139,1,FALSE
-12.43293249893,1.13146428717648,-0.076192123965308,NA,NA,NA,NA,6,623.731838504325,-1235.45897007152,854.956491230112,1.3233493387161e-186,1,FALSE
-12.0838853596884,0.546621356924428,NA,0.0229504150148711,NA,0.0917751305162649,-0.0052488678916248,8,501.212012565615,-986.415955191754,1103.99950610988,1.10324240231012e-240,1,FALSE
-12.070277275673,0.546604225394587,NA,0.0204227508212788,-0.00105023297588177,0.0888736951414329,-0.00510494987295303,9,501.538502582094,-985.066917174501,1105.34854412713,5.61993201505634e-241,1,FALSE
-11.5917203325216,0.545974853351468,NA,0.00240612509740294,-0.00955405949134874,-0.0108811480699321,NA,8,408.261279638384,-800.514489337292,1289.90097196434,4.72803351180918e-281,1,FALSE
-11.5930175614056,0.545942593040596,NA,0.0262147098789183,NA,-0.00983009907793265,NA,7,373.709933459606,-733.41359065135,1357.00187065028,1.27029775655443e-295,1,FALSE
-12.1565386748203,0.546258545039047,NA,NA,NA,0.103872496128636,-0.00603727652020552,7,366.437115758432,-718.867955249002,1371.54750605263,8.81781403771895e-299,1,FALSE
-11.6792696376629,0.543854625295513,NA,0.00962365344722863,-0.00789889822382721,NA,NA,7,346.372339647744,-678.738403027625,1411.67705827401,1.70348922184911e-307,1,FALSE
-11.6732837691557,0.544001380095252,NA,0.0290563114090064,NA,NA,NA,6,322.525023220471,-633.045339503813,1457.37012179782,2.03805883214987e-317,1,FALSE
-11.5919142843559,0.545436773009195,NA,NA,NA,-0.0135230778126553,NA,6,197.208745419812,-382.412783902495,1708.00267739914,0,1,FALSE
-11.7066895586873,0.542529062191959,NA,NA,NA,NA,NA,5,98.6002971916605,-187.197232473756,1903.21822882788,0,1,FALSE
-10.3344180719272,NA,NA,0.0234680070287553,NA,0.0946351235818734,-0.00539675409195573,7,-796.41991842696,1606.84611312178,3697.26157442342,0,1,FALSE
-10.3149071405454,NA,NA,0.0198212836912151,-0.00151502417506555,0.0904486400489829,-0.00518910392019647,8,-795.813520821561,1607.6351115826,3698.05057288423,0,1,FALSE
-9.83014749392063,NA,NA,0.00149292590798075,-0.0101626696709647,-0.010954884812199,NA,7,-881.879361795785,1777.76499985943,3868.18046116107,0,1,FALSE
-9.83113769931955,NA,NA,0.0268200087789166,NA,-0.00983634276697291,NA,6,-916.820079744044,1845.64486642522,3936.06032772685,0,1,FALSE
-10.4105518967637,NA,NA,NA,NA,0.107008489257156,-0.00620315250361955,6,-922.267318563252,1856.53934406363,3946.95480536527,0,1,FALSE
-9.9238235774655,NA,NA,0.00875652531138368,-0.00849659643736465,NA,NA,6,-937.95318392614,1887.91107478941,3978.32653609104,0,1,FALSE
-9.91654637273435,NA,NA,0.0296613165025338,NA,NA,NA,5,-962.638976577167,1935.2813150639,4025.69677636553,0,1,FALSE
-9.83226623324745,NA,NA,NA,NA,-0.0136163098489379,NA,5,-1082.0576315993,2174.11862510817,4264.5340864098,0,1,FALSE
-9.95569418036597,NA,NA,NA,NA,NA,NA,4,-1171.59521657546,2351.1926742984,4441.60813560003,0,1,FALSE
