"(Intercept)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-1.76157128517426,3.65473028172238e-05,-4.47137211106857e-05,-0.0335966164544228,-0.000483180215710263,8,-1438.14310115122,2892.29015216117,0,1,1,FALSE
-1.27771331157436,5.5596458291076e-05,-4.59047884596429e-05,-0.00279869115316708,NA,7,-1502.46642946656,3018.9359309612,126.645778800027,3.1565927550977e-28,1,FALSE
-1.19303201643086,5.55218138791098e-05,-4.05818561003481e-05,NA,NA,6,-1567.89504439943,3147.79239275672,255.502240595548,3.29908418378811e-56,1,FALSE
-1.76694570309598,0.00141865624718638,NA,-0.034598948618951,-0.000509327510847686,7,-1568.75757637509,3151.51822477827,259.228072617102,5.12081697683282e-57,1,FALSE
-1.25632209965565,0.00147763145536947,NA,-0.00211573072938547,NA,6,-1639.76740296627,3291.53710989042,399.246957729245,2.01662278948799e-87,1,FALSE
-1.19237424146524,0.00134929069461673,NA,NA,NA,5,-1677.96791600372,3365.9374776465,473.647325485322,1.40860779295517e-103,1,FALSE
-1.83006607396966,NA,NA,-0.0378669804277702,-0.000578850973757801,6,-1800.94878511439,3613.89987418666,721.609722025484,2.0157646197643e-157,1,FALSE
-1.24942186947105,NA,NA,-0.000894414546686975,NA,5,-1891.86506817478,3793.73178198862,901.441629827448,1.79654129399296e-196,1,FALSE
-1.22122681243036,NA,NA,NA,NA,4,-1898.95174234788,3805.90458175838,913.614429597208,4.08457918048072e-199,1,FALSE
