"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
156.905349475204,0.429283425161349,-0.0664183133370602,0.00198419945326123,-6.27597124527679e-06,-0.160542341837507,4.10406100687662e-05,10,6.20128480919539,7.70071676658575,0,0.722345621189578,0.722345621189578
-0.0438936728481855,0.426418224411014,-0.0662499240144876,0.00197846450539531,-6.27593597375039e-06,NA,NA,8,2.19457160597176,11.6783990019402,3.9776822353544,0.0988558379338408,0.821201459123419
158.073022611771,0.568234101245259,-0.0816341868637103,0.000653610397641021,NA,-0.16196568750296,4.13970242453786e-05,9,2.91305335317065,12.2583606798624,4.5576439132766,0.0739716393282239,0.895173098451643
-0.309243390685351,0.427366216725033,-0.0662869377178301,0.00198655126417839,-6.31290174622661e-06,NA,6.80542569097003e-08,9,2.3791167792906,13.3262338276225,5.62551706103671,0.0433690127233556,0.938542111174999
-0.552547995037521,0.427330739603491,-0.0662854459688326,0.00198628094102379,-6.31170683548712e-06,0.00025762887802003,NA,9,2.36682865897728,13.3508100682491,5.65009330166334,0.0428393500214574,0.981381461196456
-0.297148651144556,0.565638689974637,-0.0814888050260784,0.000647950740211057,NA,NA,NA,7,-1.1027983061922,16.2581048167913,8.55738805020558,0.0100122535610045,0.991393714757461
-0.537136311274346,0.567233154680753,-0.0816034645877221,0.000648156350857046,NA,NA,6.12044975836921e-08,8,-0.954336297433656,17.976214808751,10.2754980421652,0.00424081175673166,0.995634526514192
-0.753961266509261,0.567170884443275,-0.0815990378152226,0.000648141009997212,NA,0.00023071454043247,NA,8,-0.965394706496227,17.9983316268761,10.2976148602904,0.00419417347345143,0.999828699987644
155.874942683183,-0.216619763557902,NA,0.00288415534027971,-1.0527651265619e-05,-0.157936150472964,4.03728644382909e-05,9,-3.40408559366097,24.8926385735256,17.1919218069398,0.000133526251582106,0.999962226239226
1.46406851636884,-0.217848317195752,NA,0.0028757968589692,-1.0516367006221e-05,NA,NA,7,-7.37500661799822,28.8025214404034,21.1018046738176,1.89036810213201e-05,0.999981129920247
1.20957103534071,-0.217256198118128,NA,0.00288449573715304,-1.05560814306818e-05,NA,6.54410620540663e-08,8,-7.19957557824728,30.4666933703782,22.7659766037925,8.22576006209311e-06,0.999989355680309
