"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw"
0.128598557888911,0.0235548055404433,-0.000536044032337907,-0.225725648728375,NA,-1.6311020602622,-0.285829298855469,9,-1872.00983458381,3762.10300250096,0,0.473251650210724,0.473251650210724
0.577991455293016,-0.00944371371946721,NA,-0.226970089703203,NA,-1.6369834153881,-0.286441730781914,8,-1873.83444457073,3763.73552495821,1.63252245725107,0.209215756751113,0.682467406961837
0.0614954389207278,0.0235396022212152,-0.000536023874678326,-0.179228986152326,-0.00752436565502631,-1.62917302165317,-0.285600880053638,10,-1872.00908569744,3764.12007042221,2.01706792124787,0.172620115593726,0.855087522555563
0.51314427954137,-0.00945682889730791,NA,-0.182062204668746,-0.0072676624829897,-1.63512576058959,-0.286221648468606,9,-1873.83374401076,3765.75082135486,3.64781885389675,0.0763797684400365,0.9314672909956
0.261246168210083,NA,NA,-0.234677500109602,NA,-1.66705371799413,-0.29062601930225,7,-1876.3049523415,3766.66170856829,4.55870606733015,0.0484374969135287,0.979904787909128
0.523696510911684,NA,NA,-0.415148956275322,0.0292146070999049,-1.67433804433516,-0.291485422841388,8,-1876.29353163594,3768.65369908863,6.55069658767479,0.0178906634754742,0.997795451384603
-0.274631796023238,0.0232160967171168,-0.000544017308062596,NA,NA,-1.52797034532167,-0.277441375683369,8,-1878.76828917395,3773.60321416465,11.5002116636888,0.00150609686276366,0.999301548247366
0.179412670076542,-0.0102791667083419,NA,NA,NA,-1.53327570064435,-0.278003789604859,7,-1880.67468778106,3775.40117944741,13.2981769464463,0.000612956568576509,0.999914504815943
-0.181159884727636,NA,NA,NA,NA,-1.56237138676046,-0.282288167140442,6,-1883.65100628325,3779.34084751796,17.2378450170008,8.54951840571773e-05,1
-11.6270405876348,0.0171791328425997,-0.000657613233039279,10.3281735133403,-1.67627481902312,0.66924057688362,NA,9,-2055.30840704696,4128.70014742725,366.59714492629,1.17363641339172e-80,1
-11.1074279694551,-0.0233570734899763,NA,10.3545678763585,-1.68063262425803,0.667925210769174,NA,8,-2058.14821191751,4132.36305965177,370.260057150811,1.87993265649651e-81,1
-11.5037238328327,NA,NA,10.1793066114404,-1.65375549075931,0.677350639459916,NA,7,-2073.69489199576,4161.44158787681,399.338585375854,9.11633166654534e-88,1
4.04929377606496,0.019851128940105,-0.000689399982200966,NA,NA,0.64382833836999,NA,7,-2091.10711944569,4196.26604277667,434.163040275713,2.49911256449408e-95,1
4.02269442022709,0.0198383593552777,-0.000689481672631991,0.0111439945702682,NA,0.645631884458408,NA,8,-2091.0937893151,4198.25421444696,436.151211946002,9.24825562355485e-96,1
4.63548036554311,-0.0226479653981814,NA,NA,NA,0.642367101773241,NA,6,-2094.13452447014,4200.30788389174,438.204881390785,3.31215895858096e-96,1
4.60953090075433,-0.0226653387609141,NA,0.0109017080027401,NA,0.644132559859478,NA,7,-2094.12176433908,4202.29533256345,440.192330062494,1.22614597225675e-96,1
3.98394383037051,NA,NA,NA,NA,0.653420616211037,NA,5,-2108.37418088442,4226.77608820138,464.673085700417,5.92398066915639e-102,1
3.97877265031731,NA,NA,0.00213206120543754,NA,0.653767916479606,NA,6,-2108.37369440394,4228.78622375933,466.683221258374,2.1682943708689e-102,1
-1.01590917889309,-0.00689178026701646,-0.000501091981092797,3.34092295030364,-0.743793776322848,NA,NA,8,-2513.47056543324,5043.00776668323,1280.90476418227,3.38966417234849e-279,1
-0.637846216713834,-0.0377663907545222,NA,3.37318231346008,-0.748802365501465,NA,NA,7,-2514.58470274568,5043.22120937665,1281.11820687569,3.0465490943202e-279,1
5.89677456715228,-0.00532349135182002,-0.000517405175286463,-1.21669896838533,NA,NA,NA,7,-2518.21807754001,5050.48795896532,1288.38495646436,8.05106915761637e-281,1
6.33513331828234,-0.0371994156918206,NA,-1.21502098193572,NA,NA,NA,6,-2519.39664224188,5050.83211943522,1288.72911693426,6.77828867496799e-281,1
-0.990484404604858,NA,NA,2.88619969423578,-0.676073969095469,NA,NA,6,-2541.29048824662,5094.61981144469,1332.51680894373,2.10253654517486e-290,1
5.31741729271484,NA,NA,-1.25521864138302,NA,NA,NA,5,-2545.18780966797,5100.40334576847,1338.30034326751,1.16644705739546e-291,1
2.92196463501226,-0.0465929069991246,NA,NA,NA,NA,NA,5,-2662.96785421958,5335.96343487169,1573.86043237073,0,1
2.52943015960234,-0.0183658105548499,-0.000458342152100228,NA,NA,NA,NA,6,-2662.1419571797,5336.32274931086,1574.2197468099,0,1
1.49359038339533,NA,NA,NA,NA,NA,NA,4,-2698.57607737869,5405.17063050795,1643.06762800699,0,1
