"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw"
1.32562873634786,0.055448415387162,-0.000280164207658874,0.0386745325774023,-0.00266542231108863,-0.0794253675975933,0.00259019068239347,10,-1619.0015180984,3258.04656607412,0,0.802665092885489,0.802665092885489
0.719007636493044,0.0555393942075601,-0.000279854517788096,0.0377179142948476,-0.00245635638737631,NA,NA,8,-1623.32051931571,3262.66951964409,4.62295356996947,0.0795559678500037,0.882221060735493
2.30260167887521,0.0208012351754447,NA,0.0386889051008554,-0.00268050085024618,-0.0792052522463212,0.00258104902665839,9,-1622.65787304448,3263.35135439757,5.30478832345625,0.0565736537471411,0.938794714482634
0.729745605532918,0.0555048789528157,-0.000279522891840979,0.0377295902860818,-0.00248194406347771,-0.000609680309995279,NA,9,-1623.27082106465,3264.5772504379,6.53068436377953,0.0306488571684997,0.969443571651134
1.29292219191838,0.0554817853514304,-0.00028224840217456,0.0220591581513821,NA,-0.0726804634690596,0.00238739374315126,9,-1623.87325069813,3265.78210970487,7.73554363075027,0.016779631526214,0.986223203177348
1.69645479080557,0.0209238394245768,NA,0.0377339358932125,-0.00246957848959137,NA,NA,7,-1626.96449761761,3267.95114275351,9.90457667939108,0.00567260936515502,0.991895812542503
0.741458253568933,0.0555364342085402,-0.000281553254003783,0.022261154633011,NA,NA,NA,7,-1627.51223272922,3269.04661297674,11.0000469026213,0.00328023184961839,0.995176044392121
1.70698509424185,0.0209304719754583,NA,0.0377466089968335,-0.00249760013980277,-0.000668004726235784,NA,8,-1626.90472220451,3269.83792542168,11.791359347566,0.00220837705894441,0.997384421451066
0.742755922722283,0.0555323626297349,-0.000281516226969022,0.022243486576175,NA,-7.2143753215655e-05,NA,8,-1627.51153195096,3271.05154491458,13.0049788404667,0.00120375776746785,0.998588179218534
2.2763275790942,0.0205861302431482,NA,0.0219794403468284,NA,-0.0724179311047568,0.00237694916412269,8,-1627.59392125882,3271.2163235303,13.1697574561858,0.00110855662240752,0.999696735840941
1.7243701111467,0.0207193803459499,NA,0.0221939611796151,NA,NA,NA,6,-1631.20917452698,3274.43495640865,16.3883903345313,0.000221738258114993,0.999918474099056
1.72644071858307,0.0207201975431462,NA,0.0221627278608663,NA,-0.000127506682997786,NA,7,-1631.20698135422,3276.43611022674,18.3895441526233,8.15258998830472e-05,0.999999999998939
3.57928609035223,NA,NA,0.0380729796842785,-0.00253893137981494,-0.0826123827121314,0.00269524936434075,8,-1648.49151310109,3313.01150721483,54.9649411407172,9.31213060786761e-13,0.99999999999987
2.9556172661293,NA,NA,0.0370759430320052,-0.00232225909131532,NA,NA,6,-1653.13537365819,3318.28735467106,60.2407885969415,6.65906631333665e-14,0.999999999999937
3.54213543993699,NA,NA,0.0222448986032926,NA,-0.0761815333451802,0.0025018805791767,7,-1652.8862616581,3319.79467083449,61.7481047603737,3.13403464932463e-14,0.999999999999968
2.96542762937923,NA,NA,0.0370875227286824,-0.00234743811284933,-0.000599834592130185,NA,7,-1653.08754893317,3320.19724538463,62.1506793105123,2.56262961524979e-14,0.999999999999994
2.9703078147184,NA,NA,0.0224618842162665,NA,NA,NA,5,-1656.86023473514,3323.73232952167,65.6857634475514,4.37574569221581e-15,0.999999999999998
2.97182544365382,NA,NA,0.0224395287867209,NA,-9.13190995051882e-05,NA,6,-1656.8591184398,3325.73484423428,67.6882781601644,1.60772412649672e-15,1
1.52765381403107,0.0542766372027242,-0.000270512797030815,NA,NA,-0.0854666916977192,0.00267055116690308,8,-1674.12522194921,3364.27892491109,106.232358836971,6.86231666816539e-24,1
2.47114066071031,0.0208041247088851,NA,NA,NA,-0.0851454667935935,0.00265862121695921,7,-1677.57043985086,3369.16302722001,111.116461145897,5.96899773656759e-25,1
0.913732353206004,0.0543222252353716,-0.000269559964255687,NA,NA,-0.00428578905953616,NA,7,-1678.58184380448,3371.18583512726,113.139269053141,2.17097217983442e-25,1
0.841525493247598,0.054515894810936,-0.000271322059048385,NA,NA,NA,NA,6,-1681.11583688459,3374.24828112386,116.201715049742,4.69518338276719e-26,1
1.85708498265947,0.0209600934469561,NA,NA,NA,-0.00432740062992917,NA,6,-1681.99530818267,3376.00722372002,117.960657645905,1.94851174399859e-26,1
1.79030388010412,0.0209367895017263,NA,NA,NA,NA,NA,5,-1684.58374113331,3379.17934231801,121.132776243898,3.98920381938263e-27,1
3.75354116480311,NA,NA,NA,NA,-0.089181063964414,0.00279089224147948,6,-1703.72313460543,3419.46287656554,161.41631049142,7.13555747385288e-36,1
3.11879600508994,NA,NA,NA,NA,-0.00434244187987738,NA,5,-1708.56396233166,3427.13978471471,169.093218640594,1.53606107847712e-37,1
3.0504023294121,NA,NA,NA,NA,NA,NA,4,-1711.15095338838,3430.30981191511,172.263245840991,3.14808046645413e-38,1
