"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
10.6031730268272,0.0985008695920256,-0.00065524112827748,6.35219057301694,-0.129936949693502,-1.06098261873868,0.0565771977757473,-0.0450854982560286,11,-2349.7814827078,4721.62571797087,0,0.970851936760473,0.970851936760473,TRUE
95.4994313465849,0.0980556432035579,-0.000649429333399731,-0.261527153564791,NA,-1.18047869754399,0.0627302323246311,-0.0451736331886655,10,-2354.29250380297,4728.63728897476,7.01157100388809,0.0291480632395272,1,TRUE
-86.7746192261261,0.0987937091197621,-0.000660467838932267,13.3622595634726,-0.26756153184315,0.0535626925909633,NA,-0.0437327058331083,10,-2393.1612093185,4806.37470000582,84.748982034951,3.83835712023159e-19,1,FALSE
86.2414590880864,0.0977624711577355,-0.000647198221125915,-0.255784188123649,NA,0.0575138257115807,NA,-0.0436318264199782,9,-2414.25711738753,4846.55700027755,124.931282306678,7.22220380777166e-28,1,FALSE
41.1131428873163,0.0491542749491171,NA,5.14696671189838,-0.106175095451707,-1.06178745030006,0.0564948571794327,-0.0523685819461388,10,-2429.17079619394,4878.3938737567,156.768155785827,8.81821134628057e-35,1,TRUE
-111.110467675415,0.096366321712328,-0.000637619877902622,15.1589756078755,-0.304451002973436,NA,NA,-0.0421813831427953,9,-2432.12575010956,4882.29426572162,160.668547750744,1.25435697629091e-35,1,FALSE
110.348975426904,0.0491222686011304,NA,-0.257611490236413,NA,-1.16061783737333,0.0615831727937003,-0.0523676539775989,9,-2432.1443992029,4882.33156390829,160.705845937415,1.23118113189399e-35,1,TRUE
93.7746516941813,0.0993811846592808,-0.000665603157836354,NA,NA,-1.09183729278756,0.0600861305933552,-0.0479605088159656,9,-2444.79093028278,4907.62462606806,185.998908097188,3.9628103445603e-41,1,TRUE
85.6917805445831,0.0949554075208523,-0.00062029493300818,-0.343322531280301,NA,NA,NA,-0.0419218842912271,8,-2459.02705104885,4934.08830637323,212.462588402358,7.10375744672598e-47,1,FALSE
-58.9313745388966,0.0486200091046087,NA,12.3039394971096,-0.246675101365151,0.0511423357852316,NA,-0.0506015326817229,9,-2472.41506238251,4962.87289026751,241.247172296638,3.99020446014792e-53,1,FALSE
