"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-119.037350197921,0.230600942616036,-0.00259465462868595,9.07507520745652,-0.181878868217057,-0.643084133911777,0.0332929048322554,NA,10,-3545.14162172267,7110.34200412909,0,0.576691525377381,0.576691525377381,TRUE
-113.204345824217,0.233810304072224,-0.00261062796090842,8.91489132684062,-0.178643401448576,-0.656426755176276,0.0339740871576877,-0.00194356127707636,11,-3544.64189279898,7111.35431725705,1.01231312796153,0.347634257012186,0.924325782389566,TRUE
-1.53972695132556,0.230339769786539,-0.00259606658452909,-0.145393073378089,NA,-0.780921496296109,0.0404654488157849,NA,9,-3549.43755533218,7116.9231747498,6.58117062071051,0.021471408118326,0.945797190507892,TRUE
2.75775860919696,0.234018831284143,-0.00261430005357143,-0.140983582944079,NA,-0.793392705865717,0.0410993713969081,-0.00223156489480191,10,-3548.77870827719,7117.61617723814,7.27417310905366,0.0151836767222798,0.960980867230172,TRUE
-150.242932707088,0.231352607198995,-0.00260001930216802,11.2726198506261,-0.22505492717504,0.016143538343754,NA,NA,9,-3549.86728701996,7117.78263812537,7.4406339962743,0.0139710943699522,0.974951961600124,FALSE
-157.783639401222,0.231148833901045,-0.00259499929481046,11.9012719232004,-0.237866586553895,NA,NA,NA,8,-3551.02538839496,7118.08921779366,7.7472136645647,0.0119855370037514,0.986937498603876,FALSE
-146.078187340634,0.233936924144674,-0.00261293593981559,11.1802620661264,-0.223169772165369,0.0162615633979361,NA,-0.00155831867673834,10,-3549.54703056396,7119.15282181169,8.81081768259901,0.00704204537494276,0.993979543978819,FALSE
-153.796000243399,0.233658168142479,-0.0026075079568992,11.8161580489212,-0.236128913223033,NA,NA,-0.00151244235046022,9,-3550.72297701143,7119.49401810831,9.15201397922374,0.00593757330787238,0.999917117286691,FALSE
-5.78270605090905,0.231220853554766,-0.0026034133511365,-0.13426368033005,NA,0.0215953617528972,NA,NA,8,-3556.78714740912,7129.61273582197,19.2707316928809,3.77013890282971e-05,0.999954818675719,FALSE
-2.30798567009303,0.234249454611941,-0.00261850041621875,-0.130508227273735,NA,0.0216814004769472,NA,-0.00183251404995407,9,-3556.34589648253,7130.73985705051,20.3978529214191,2.14588323192491e-05,0.999976277508039,FALSE
-4.85094532019248,0.23093263681194,-0.00259681530531484,-0.162514604053975,NA,NA,NA,NA,7,-3558.89582698014,7131.82154453941,21.4795404103161,1.24945503757976e-05,0.999988772058414,FALSE
-1.45391906766181,0.233892306270191,-0.00261152731117541,-0.158940931163433,NA,NA,NA,-0.00178986856047881,8,-3558.47357522082,7132.98559144538,22.64358731629,6.9815372318975e-06,0.999995753595646,FALSE
0.615468726252546,0.234566331342532,-0.00262243126346879,NA,NA,-0.695410767699084,0.0371563105853344,-0.00324976901092747,9,-3558.48347313863,7135.01501036271,24.6730062336146,2.53086126981444e-06,0.999998284456916,TRUE
-5.83363047879651,0.229204790141991,-0.00259620780025579,NA,NA,-0.672401763063766,0.0360349155467195,NA,8,-3559.89295952813,7135.82436006,25.4823559309061,1.68857473157552e-06,0.999999973031648,TRUE
