"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
1.37205185075277,0.190958343608619,-0.00175569860175668,-0.0488182759841943,NA,-0.392545435630355,0.0207368532506771,-0.00328393458141515,10,-3443.5190066039,6907.07391399108,0,0.54215114116913,0.54215114116913,TRUE
3.46234612520882,0.190967492272268,-0.00175580232250224,-0.211506992533885,0.00320745644199437,-0.395246326467437,0.0208769190891372,-0.00329150972601459,11,-3443.51365587768,6909.07039972664,1.99648573555987,0.199797020368285,0.741948161537414,TRUE
-4.9894749144925,0.183952547847082,-0.00169029920735572,-0.0508389882007761,NA,-0.386452637533318,0.0204115243970889,NA,9,-3445.63145978785,6909.29228815132,2.21837416023936,0.178816070900096,0.92076423243751,TRUE
-4.76499671347608,0.18395175811055,-0.00169029386339597,-0.0684341736375613,0.000346884177804175,-0.386743283970459,0.0204265945664058,NA,10,-3445.63139718976,6911.29869516281,4.22478117173159,0.0655723579835431,0.986336590421053,TRUE
0.582020297108777,0.191084673361908,-0.00175739113495238,NA,NA,-0.360999719845562,0.0194939940260625,-0.00360621461285969,9,-3448.42883959964,6914.88704777491,7.81313378382492,0.0109023452746091,0.997238935695662,TRUE
-6.46807317521897,0.183362772082683,-0.0016852365424839,NA,NA,-0.352919317251841,0.0190825885305467,NA,8,-3450.96444443391,6917.95237989555,10.8784659044641,0.0023544610989852,0.999593396794648,TRUE
-1.24543822386506,0.190703978496278,-0.001751775223473,-0.0434812614324946,NA,0.0181429630750177,NA,-0.00304698576552477,9,-3452.61723696679,6923.26384250921,16.1899285181253,0.000165394882295772,0.999758791676943,FALSE
-21.4717142518819,0.190633693471942,-0.00175104227184324,1.54389596753668,-0.0313025202244201,0.017430024037894,NA,-0.00298921728452442,10,-3452.06980381727,6924.17550841782,17.1015944267419,0.000104847077774213,0.999863638754718,FALSE
-7.11611749789964,0.184202178058426,-0.00169110848539724,-0.0454516618959916,NA,0.0178148690108765,NA,NA,8,-3454.43784858603,6924.8991881998,17.8252742087161,7.30148609754241e-05,0.999936653615693,FALSE
-28.465022808779,0.184258572299343,-0.00169155468334561,1.6393431774017,-0.0332228152161086,0.0170644247396343,NA,NA,9,-3453.82153629107,6925.67244115777,18.5985271666914,4.96022659145245e-05,0.999986255881608,FALSE
-1.8124916343468,0.190833206596045,-0.00175351850616862,NA,NA,0.0243579592191187,NA,-0.00334899195996277,8,-3456.52359013354,6929.07067129481,21.9967573037311,9.06953910878627e-06,0.999995325420716,FALSE
-8.32261860445503,0.183658457871732,-0.00168651592632578,NA,NA,0.024308709285342,NA,NA,7,-3458.71529095418,6931.44884972763,24.3749357365505,2.76166078241193e-06,0.999998087081499,FALSE
-30.3305703471386,0.190050365859544,-0.00174370754593454,2.24416037310276,-0.0455901903852266,NA,NA,-0.0027512712362352,9,-3458.14931845064,6934.32800547691,27.25409148583,6.54590360296346e-07,0.999998741671859,FALSE
-0.85090936717181,0.190117555596073,-0.00174433209775672,-0.0692307481708264,NA,NA,NA,-0.00282187679637905,8,-3459.32831317863,6934.68011738499,27.6062033939043,5.48920532684443e-07,0.999999290592392,FALSE
-36.6067748753391,0.184187385160745,-0.00168910624525895,2.31864061322634,-0.0470850484028739,NA,NA,NA,8,-3459.64601120616,6935.31551344006,28.2415994489811,3.99516735037538e-07,0.999999690109127,FALSE
-6.30130459272281,0.184100619651252,-0.00168830068777407,-0.0706417225037138,NA,NA,NA,NA,7,-3460.90268591602,6935.82363965132,28.7497256602346,3.09882300215179e-07,0.999999999991427,FALSE
-1.71398954653304,0.189976985479331,-0.00174273717823343,NA,NA,NA,NA,-0.00327090069531963,7,-3471.68626533704,6957.39079849336,50.3168845022792,6.4261037545496e-12,0.999999999997853,FALSE
-8.07273861103993,0.182972760349644,-0.00167740363996535,NA,NA,NA,NA,NA,6,-3473.78491675392,6959.58353213797,52.5096181468898,2.14684985569922e-12,1,FALSE
-42.7209143132956,0.0521176828307762,NA,-0.0400407791007907,NA,-0.365585819884504,0.0193875412011382,0.0197096564269116,9,-3735.00045238837,7488.03027335236,580.956359361281,3.81109546499616e-127,1,TRUE
-44.5875784941802,0.0521160242984126,NA,0.105006056804225,-0.00285959885377435,-0.363167402291241,0.0192621757932075,0.01971787892637,10,-3734.99614661878,7490.02819402085,582.954280029771,1.40348206390073e-127,1,TRUE
-43.3472168209232,0.0521164499581807,NA,NA,NA,-0.338831843345902,0.01832043254285,0.0194327798272289,8,-3738.38662381938,7492.7967386665,585.722824675419,3.51580707370501e-128,1,TRUE
