"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-208.685856126828,0.14390885130609,-0.00110314619518244,17.8975762556626,-0.361423958220533,-1.1893317862964,0.0682512819665736,-0.00780898996835885,11,-6691.04719027434,13404.1319392341,0,0.99999977850266,0.99999977850266,TRUE
-232.493885128707,0.133160765718542,-0.0010620060372231,18.571963517567,-0.374949836076916,-1.14825365839986,0.0660652332127447,NA,10,-6707.37317812149,13434.7776506953,30.6457114611949,2.21497185941537e-07,0.999999999999846,TRUE
26.1982953200623,0.143569210861725,-0.00109850134431653,-0.441886539973223,NA,-1.48206103626358,0.0834411723366319,-0.00825529908479171,10,-6721.553524496,13463.1383434444,59.0064042102204,1.53787852007204e-13,1,TRUE
-289.310529221702,0.143913720921446,-0.00109958079646331,23.6243542792206,-0.474038534942275,0.156649840521962,NA,-0.00717576863803567,10,-6734.13728643172,13488.3058673158,84.1739280816582,5.2706437276898e-19,1,FALSE
10.2971748505623,0.132148243687279,-0.00105468240875891,-0.454913912617352,NA,-1.44984810066392,0.0817086320976068,NA,9,-6740.07735229677,13498.1803055038,94.0483662696624,3.78143511089567e-21,1,TRUE
-309.066834362795,0.13400566556961,-0.00106179145890776,24.0923397980636,-0.483482249966679,0.154812621256018,NA,NA,9,-6747.7095655717,13513.4447320537,109.312792819515,1.83243484812955e-24,1,FALSE
16.4702189647013,0.143449234678046,-0.00109195874806945,-0.42594839143862,NA,0.16619075875564,NA,-0.00762203106866851,9,-6789.49085420965,13597.0073093295,192.875370095409,1.31112905039685e-42,1,FALSE
1.95105637165356,0.132872340394897,-0.00105161714451192,-0.438246359528949,NA,0.16435475618548,NA,NA,8,-6805.06203894292,13626.1445557015,222.012616467413,6.17408751969074e-49,1,FALSE
-220.765692479377,0.062345185210944,NA,18.3135202021591,-0.369462213048869,-1.12722439392963,0.064942130763324,-0.00399389923797802,10,-6893.00786515364,13806.0470247596,401.915085525481,5.31187669431493e-88,1,TRUE
17.7151368358222,0.142849275540827,-0.00109851791012891,NA,NA,-1.25709079489476,0.0754427118374944,-0.0103400161450028,9,-6894.71571315749,13807.4570272252,403.325087991105,2.62464058436247e-88,1,TRUE
-232.23835597538,0.0584148806851012,NA,18.6018263678227,-0.375242612896302,-1.11114782334867,0.0640951788585357,NA,9,-6896.28489751419,13810.5953959386,406.46345670449,5.46489387673629e-89,1,TRUE
-2.6947031427177,0.128541734148751,-0.00104135575006578,NA,NA,-1.20321845920679,0.0727026370328945,NA,8,-6923.99933392167,13864.019145659,459.887206424914,1.37013032828494e-100,1,TRUE
