"(Intercept)","tmx","I(tmx^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
150.128647690016,0.015712122801392,0.000691407191319388,0.0397063069521609,-0.000738883064346002,-0.15268375676637,3.8756727757264e-05,10,-23683.9766466028,47387.9568737599,0,0.805414429937387,0.805414429937387
152.033866610265,0.0200713952484885,NA,0.0381118174437386,-0.000690992463157207,-0.154649172380897,3.92656659932759e-05,9,-23687.0668750024,47392.1366795016,4.17980574177636,0.0996290803991557,0.905043510336543
149.112268188846,0.0159338318096347,0.000643424479239819,0.0172059233542018,NA,-0.151456871549656,3.84393228472235e-05,9,-23687.2845929304,47392.5721153576,4.61524159777036,0.0801368794611777,0.985180389797721
150.955592066434,0.0199954646838656,NA,0.0170786847977671,NA,-0.153369239682128,3.89345045812044e-05,8,-23689.9726707561,47395.9476850714,7.99081131156709,0.0148196100774557,0.999999999875176
2.06235367527717,0.0156098239608418,0.000762357595905764,0.038427678767593,-0.000693662604059928,-0.00115333019228982,NA,9,-23708.2927240095,47434.5883775157,46.6315037558234,6.02721972601734e-11,0.999999999935449
0.926750757633191,0.0156127391305793,0.000762005837606899,0.0384330407797794,-0.000693828062394748,NA,-2.92759373239266e-07,9,-23708.6608836424,47435.3246967815,47.3678230216174,4.17087646795087e-11,0.999999999977157
2.24662790250863,0.0158189535497325,0.0007167431418516,0.0173037611903359,NA,-0.00116655298559074,NA,8,-23711.2114879845,47438.4253195284,50.4684457685071,8.8498447583374e-12,0.999999999986007
1.0982228492349,0.0158218904897189,0.000716391187012632,0.0173040747272041,NA,NA,-2.9616244430548e-07,8,-23711.5810219425,47439.1643874443,51.2075136844505,6.11574112374084e-12,0.999999999992123
2.01904442013309,0.020421279374743,NA,0.0366484864280482,-0.000640127255587673,-0.00112630963319538,NA,8,-23712.0572140966,47440.1167717524,52.1598979925475,3.79875661046178e-12,0.999999999995922
0.909726764975011,0.0204218718176096,NA,0.036655047433546,-0.000640331581761573,NA,-2.85819052329688e-07,8,-23712.4217974248,47440.8459384088,52.8890646489308,2.63818314404172e-12,0.99999999999856
2.19233356662374,0.0203482606498857,NA,0.0171631153230173,NA,-0.0011400901598534,NA,7,-23714.5541160747,47443.1100548881,55.1531811282475,8.5046862113573e-13,0.99999999999941
1.06967414742788,0.0203488910991952,NA,0.0171635042874994,NA,NA,-2.89364108101204e-07,7,-23714.9202901054,47443.8424029495,55.8855291896471,5.89699736310322e-13,1
-0.209005686616119,0.0160948331106127,0.00064616877907835,0.0403810714929278,-0.00075964222256671,NA,NA,8,-23732.7576525982,47481.5176487557,93.5607749958726,3.88646941729334e-21,1
-0.200585402257862,0.0201777609536742,NA,0.0388296835009237,-0.000712818903474206,NA,NA,7,-23735.4726892624,47484.9472012636,96.9903275036922,6.99580007555309e-22,1
-0.0355337192296072,0.0163302497316861,0.000594724076454384,0.017247262123229,NA,NA,NA,7,-23736.2630067246,47486.5278361878,98.5709624279261,3.17399966851348e-22,1
-0.0376352947533204,0.0200932197260608,NA,0.0171312163335593,NA,NA,NA,6,-23738.5741018421,47489.1495707159,101.192696956074,8.55666358944577e-23,1
163.054892276195,0.0159895901944018,NA,NA,NA,-0.165491907849884,4.20424321632467e-05,7,-24055.7765154057,48125.5548535501,737.597979790226,5.47839274202077e-161,1
