"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
12.9520632421189,-0.0167466011560483,0.000645302401474116,-1.73952046948257,1.12977489327034,-1.92764407587885,0.0912486298062155,10,-4262.62206647602,8545.2906347487,0,0.985699331293552,0.985699331293552,TRUE
12.4348230572681,0.0140872884378044,NA,-1.71675748278344,1.11854211016664,-1.89111535252285,0.0894663098708653,9,-4267.85934490433,8553.75672869286,8.46609394416191,0.014300641525498,0.99999997281905,TRUE
12.7021813424043,NA,NA,-1.61219473632573,1.06083053352065,-1.89330122931402,0.0895901136578797,8,-4282.03667421588,8580.10377310955,34.8131383608506,2.71748726798569e-08,0.999999999993923,TRUE
11.8333565613384,-0.0168400529506796,0.000621808930330097,0.554440858362035,NA,-1.92858656326233,0.0915220360070229,9,-4289.46175778598,8596.96155445615,51.6709197074542,5.93672333152589e-12,0.99999999999986,TRUE
11.3485755993757,0.0128851184643065,NA,0.554101175197845,NA,-1.89391395836382,0.0898273951562353,8,-4294.20940524752,8604.44923517283,59.1586004241344,1.40481003626142e-13,1,TRUE
11.6468771812324,NA,NA,0.542763268821708,NA,-1.89606860111156,0.0899377338698609,7,-4305.81452103085,8625.65270070134,80.3620659526387,3.4941662384921e-18,1,TRUE
3.99947708663419,-0.00814728728180288,0.00046832489422116,-1.7457857871454,1.14583217745372,-0.123030561219709,NA,9,-4338.43029445338,8694.89862779096,149.607993042266,3.21204446359819e-33,1,TRUE
3.75013729188334,0.014201302716173,NA,-1.7301536318322,1.1379548492568,-0.122035714471581,NA,8,-4341.15726078744,8698.34494625268,153.054311503978,5.73354206451368e-34,1,TRUE
4.00807595214931,NA,NA,-1.62301513034329,1.07867452016298,-0.121884781439981,NA,7,-4355.34003173436,8724.70372210835,179.413087359655,1.08314737405597e-39,1,TRUE
2.83639462647514,-0.00822429823149702,0.000444139305242133,0.581249123466468,NA,-0.118404590504566,NA,8,-4365.09131231298,8746.21304930375,200.922414555056,2.3120461356832e-44,1,FALSE
2.60786069183026,0.0129788715787646,NA,0.580718590928878,NA,-0.117518012759854,NA,7,-4367.48557757855,8748.99481379672,203.704179048025,5.75365757164775e-45,1,FALSE
13.0059061125328,-0.0185472453913988,0.000615479543543787,NA,NA,-2.0395568409091,0.0965265245451296,8,-4372.1456297711,8760.32168422,215.031049471307,1.99684957547887e-47,1,TRUE
12.5205514677868,0.0108974349787145,NA,NA,NA,-2.00442958755761,0.0948156349289238,7,-4376.78406882861,8767.59179629685,222.301161548148,5.2681795893625e-49,1,TRUE
2.89938361791898,NA,NA,0.568785387733957,NA,-0.117626323636021,NA,6,-4379.07146652545,8770.16067328321,224.870038534515,1.45826355315612e-49,1,FALSE
12.7500274497417,NA,NA,NA,NA,-2.00356042430403,0.094777627202561,6,-4385.09820438394,8782.21414900019,236.923514251495,3.51930596531145e-52,1,TRUE
2.59739499304115,-0.00346729130281996,0.000372794226089988,-1.44455196516452,1.02257543556416,NA,NA,8,-4416.12900010841,8848.2884248946,302.997790145908,1.57982985721658e-66,1,TRUE
2.40915079689075,0.0142915042930824,NA,-1.43558263173239,1.01774040391052,NA,NA,7,-4417.79128470903,8849.60622805769,304.315593308991,8.17434562237564e-67,1,TRUE
2.66999558703811,NA,NA,-1.32773172330323,0.958269377743547,NA,NA,6,-4431.56422125904,8875.14618275039,329.855548001695,2.32553189752836e-72,1,TRUE
1.60367220885016,-0.00374879043703118,0.000354992331037359,0.630026830458326,NA,NA,NA,7,-4436.83684841042,8887.69735546046,342.406720711766,4.37592405444437e-75,1,FALSE
1.42890484176433,0.0131682609738704,NA,0.629150005736933,NA,NA,NA,6,-4438.31643298202,8888.65060619635,343.359971447651,2.71690222118129e-75,1,FALSE
1.72321136299039,NA,NA,0.617494143485371,NA,NA,NA,5,-4449.82732849501,8909.66732590893,364.376691160238,7.41910144423177e-80,1,FALSE
3.55996915224318,-0.00976055715490519,0.000429840853013009,NA,NA,-0.131463448117729,NA,7,-4452.88056173683,8919.78478211328,374.494147364585,4.71382666934396e-82,1,FALSE
3.33655781715121,0.0107791441376302,NA,NA,NA,-0.130472875442829,NA,6,-4455.13342488288,8922.28458999808,376.993955249382,1.35066368761794e-82,1,FALSE
3.56865289152253,NA,NA,NA,NA,-0.130505417976309,NA,5,-4463.20537583573,8936.42342059037,391.132785841672,1.14905064452373e-85,1,FALSE
2.2398551393488,-0.00443535858287018,0.000322768258815708,NA,NA,NA,NA,6,-4537.8297668691,9087.67727397052,542.386639221826,1.64430442634263e-118,1,FALSE
2.07989332465834,0.0109580881429532,NA,NA,NA,NA,NA,5,-4539.04151414773,9088.09569721437,542.805062465677,1.33389846544941e-118,1,FALSE
2.31554338704419,NA,NA,NA,NA,NA,NA,4,-4546.96602912768,9101.94050241833,556.649867669637,1.31450281770526e-121,1,FALSE
