"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
1.53319437379696,0.248633152250996,-0.01104594572001,-1.41774373783529,0.76443658693982,-0.163074792011132,0.00888161527325178,10,-305.212946712376,630.51572600948,0,0.684009531119105,0.684009531119105,TRUE
0.643076192685727,0.251353198722592,-0.0111758608357756,-1.3917222600805,0.754938380951106,0.0126244958345479,NA,9,-307.223776366672,632.521022121099,2.00529611161824,0.250967587192264,0.934977118311369,TRUE
0.780649256230925,0.248402209455174,-0.0110224698507242,-1.39762227334004,0.756188884146207,NA,NA,8,-309.581719857729,635.222191245445,4.70646523596497,0.0650228816886096,0.999999999999979,TRUE
0.565524460672877,0.255201835636824,-0.0114534071210398,0.137037246009693,NA,-0.123843296987634,0.00691358935986489,9,-338.028644247705,694.130757883164,63.6150318736838,1.05010686796302e-14,0.999999999999989,TRUE
-0.119674217626698,0.257214697483524,-0.0115489102126193,0.142293615093447,NA,0.0129233713733114,NA,8,-339.221206414339,694.501164358665,63.9854383491847,8.72570959085534e-15,0.999999999999998,FALSE
0.019701735874479,0.254228126200618,-0.0113931884548635,0.138838412622587,NA,NA,NA,7,-341.634111236218,697.313899470804,66.7981734613242,2.13807573908016e-15,1,FALSE
0.966738799798471,0.256408301498947,-0.0115015700179206,NA,NA,-0.178502346874882,0.00959040607954509,8,-350.410899139264,716.880549808516,86.3648237990355,1.20553257504882e-19,1,TRUE
0.024144079292235,0.25920640639045,-0.0116349421609408,NA,NA,0.0111342185646256,NA,7,-352.743553105101,719.53278320857,89.0170571990894,3.20076496648603e-20,1,FALSE
0.141574304184808,0.256582768105979,-0.0114981509033653,NA,NA,NA,NA,6,-354.541946667043,721.118137117208,90.602411107728,1.44876704214209e-20,1,FALSE
2.96697742248276,0.01379760598327,NA,-1.47843337973106,0.786419063026026,-0.222893966928206,0.0117069100098093,9,-356.48180880962,731.037087006995,100.521360997515,1.0165434725212e-22,1,TRUE
1.80956135777692,0.0138609060410552,NA,-1.44387182461873,0.773500604344046,0.00867533329413543,NA,8,-360.005543534516,736.069838599019,105.554112589539,8.20876519845419e-24,1,TRUE
1.89353916140302,0.0140685563837617,NA,-1.4475018401888,0.774377539125748,NA,NA,7,-361.123731489904,736.293139978176,105.777413968695,7.34156342361365e-24,1,TRUE
3.12539303142405,NA,NA,-1.45717725619988,0.776403114155586,-0.224052415025098,0.0117925409670432,8,-360.143421019185,736.345593568357,105.829867558877,7.15152074248328e-24,1,TRUE
1.96039426788317,NA,NA,-1.42232749879346,0.763356897559542,0.00919894424468358,NA,7,-363.686307989885,741.418292978138,110.902566968658,5.66077276293809e-25,1,TRUE
2.05183908719389,NA,NA,-1.42571139076496,0.764048379002867,NA,NA,6,-364.933465512308,741.901174807738,111.385448798257,4.44650991033839e-25,1,TRUE
2.0186845648683,0.0118789602423392,NA,0.120462472800224,NA,-0.184179100189786,0.00975843235186407,8,-391.481864459515,799.022480449018,168.506754439538,1.75503323478638e-37,1,TRUE
1.06425759223332,0.0119578412205697,NA,0.127407754904,NA,0.00884794435056206,NA,7,-393.873775193565,801.793227385499,171.277501376018,4.39162544199172e-38,1,FALSE
1.14900270472589,0.0121720243264655,NA,0.125520919761768,NA,NA,NA,6,-395.0075336513,802.049311085723,171.533585076243,3.86382478019044e-38,1,FALSE
2.16582900418118,NA,NA,0.121640903824433,NA,-0.185662311331572,0.00985578416017967,7,-394.03450979119,802.11469658075,171.598970571269,3.73954827133893e-38,1,TRUE
1.20294261320328,NA,NA,0.128627606727629,NA,0.00928267277987922,NA,6,-396.454510173009,804.943264129141,174.427538119661,9.09082933376552e-39,1,FALSE
1.29453038664025,NA,NA,0.126642537023505,NA,NA,NA,5,-397.69351429669,805.411478471131,174.895752461651,7.19336424824838e-39,1,FALSE
2.34719539994186,0.0130400612569485,NA,NA,NA,-0.229373621676969,0.011980803171935,7,-401.119213908971,816.28410481631,185.76837880683,3.13307823292306e-41,1,TRUE
2.51291364930269,NA,NA,NA,NA,-0.231516993413091,0.0121107197689207,6,-403.795597326806,819.625438436735,189.109712427255,5.89399635005272e-42,1,TRUE
1.25562415204671,0.0132688496188173,NA,NA,NA,NA,NA,5,-405.59738541402,821.219220705791,190.703494696311,2.656589428895e-42,1,FALSE
1.18493450580256,0.0130894817029606,NA,NA,NA,0.00753396860555826,NA,6,-404.774234410407,821.582712603937,191.066986594457,2.21509918538522e-42,1,FALSE
1.41555747106454,NA,NA,NA,NA,NA,NA,4,-408.402999683363,824.822292645749,194.306566636269,4.38457304331069e-43,1,FALSE
1.33873742719098,NA,NA,NA,NA,0.00794774519636106,NA,5,-407.494539007265,825.013527892281,194.497801882801,3.98475022017528e-43,1,FALSE
