"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-16.337571901727,0.0114217989677749,0.154209949619993,-0.00416676977785036,-0.350398962944351,NA,2.0065399651184,-0.137569997102563,10,-834.129439186424,1688.4186459836,0,0.635207934137337,0.635207934137337,FALSE
-22.11110881702,0.0113510751690378,0.154273166753741,-0.00416258524468476,1.65770557739651,-0.170560380942472,1.96305347325776,-0.133385512034379,11,-833.668017807201,1689.52789607952,1.10925009592142,0.364792008948136,0.999999943085473,FALSE
-13.2054654879943,NA,0.148036016742312,-0.00267773544888749,-0.362841904849257,NA,1.95640566315476,-0.133585730710325,9,-852.115508708329,1722.36164150955,33.9429955259491,2.70575260950193e-08,0.999999970142999,FALSE
-20.2564136366704,NA,0.148164960354438,-0.00268390182552578,2.0813772280281,-0.207582166940967,1.90364800781882,-0.128498038222383,10,-851.427051087139,1723.01386978503,34.5952238014297,1.95280336816119e-08,0.999999989671033,FALSE
-18.2537677452062,0.0111040282244373,0.155961337157463,-0.00414071180141931,NA,NA,1.91767399034492,-0.1248404399434,9,-853.078569762676,1724.28776361824,35.8691176346435,1.03284698078929e-08,0.999999999999503,FALSE
-13.2331884963571,0.00399758718940627,0.018864362977949,NA,-0.377061075855315,NA,2.04208866602302,-0.141271252312642,9,-863.844996955241,1745.82061800337,57.4019720197728,2.17889380840574e-13,0.99999999999972,FALSE
-19.1640696584927,0.00394161077126045,0.0190021438032323,NA,1.68415317765982,-0.175062213507399,1.99734458539585,-0.136959856717482,10,-863.348923610217,1746.85761483118,58.4389688475849,1.29734375241181e-13,0.99999999999985,FALSE
-13.6533409736414,0.00673378661527022,NA,NA,-0.381572907231884,NA,2.04885151063215,-0.141912866175626,8,-865.952853947987,1748.01013139126,59.5914854076636,7.29103652000814e-14,0.999999999999923,FALSE
-19.3783067891036,0.00669901791749191,NA,NA,1.60702133919736,-0.168898005063972,2.00574363722716,-0.137759196937275,9,-865.491427239786,1749.11347857246,60.6948325888641,4.19952796264948e-14,0.999999999999965,FALSE
-12.2538230363112,NA,0.0360983814030542,NA,-0.377768397868275,NA,2.01000812705162,-0.138553289079647,8,-867.197189929351,1750.49880335399,62.080157370392,2.10078217226116e-14,0.999999999999986,FALSE
-18.7272380888875,NA,0.0359812352580622,NA,1.86688147649507,-0.190637980038599,1.96169820566216,-0.133892316750194,9,-866.608660697168,1751.34794548722,62.9292995036265,1.37401714480532e-14,1,FALSE
-15.234604963416,NA,0.149788850182314,-0.00269371993817619,NA,NA,1.8520775334786,-0.119298627821435,8,-872.733473660876,1761.57137081704,73.1527248334414,8.27948928402237e-17,1,FALSE
-15.3289831052325,0.00384740634524471,0.0204077322207297,NA,NA,NA,1.94590021146734,-0.127536582233505,8,-886.714372538584,1789.53316857245,101.114522588858,7.01740131235264e-23,1,FALSE
-11.0474864517118,NA,NA,NA,-0.404759815432736,NA,1.95952921975868,-0.134730715575815,7,-888.979179633819,1792.03951868793,103.620872704331,2.0041457464362e-23,1,FALSE
-18.0575396805248,NA,NA,NA,2.02490205455027,-0.206339218840889,1.90702083749945,-0.129662202227095,8,-888.290319389027,1792.68506227334,104.266416289744,1.45128027571859e-23,1,FALSE
-15.8196883131166,0.00682243576340597,NA,NA,NA,NA,1.95373173156351,-0.128225065795983,7,-889.471889829554,1793.0249390794,104.6062930958,1.22446952893658e-23,1,FALSE
-14.3832958127409,NA,0.0372471824144788,NA,NA,NA,1.90986505276101,-0.124449850135065,7,-890.13661060376,1794.35438062781,105.935734644214,6.29888120672726e-24,1,FALSE
-41.7366070167886,0.00931239010128145,0.156818884272075,-0.00413292024001271,9.8173660034073,-0.854340273085871,0.47005866342335,NA,10,-889.006836924136,1798.17344145902,109.754795475424,9.3317886757373e-25,1,FALSE
-12.1881650604469,0.00933579835618246,0.1569014847671,-0.00414782210344406,-0.221009596495494,NA,0.451441506494796,NA,9,-900.523315040179,1819.17725417325,130.758608189649,2.56474927074032e-29,1,FALSE
-39.726857625714,NA,0.151466825382589,-0.00289905476374861,9.95514047196178,-0.867049948081782,0.466897993994453,NA,9,-902.777339139085,1823.68530237106,135.266656387462,2.69236965299795e-30,1,FALSE
-13.6910183427047,0.00924019146718499,0.157834092142284,-0.00412365150991348,NA,NA,0.487607086602625,NA,8,-907.307712068692,1830.71984763267,142.301201649073,7.99102688595503e-32,1,FALSE
-13.2661040671691,NA,NA,NA,NA,NA,1.84157026653762,-0.118757683656221,6,-915.954901528147,1843.97062854507,155.551982561474,1.0598199155536e-34,1,FALSE
-9.73040508714186,NA,0.151481483023945,-0.00290902793852256,-0.232807242177561,NA,0.447801575763218,NA,8,-914.667522909125,1845.43946931354,157.020823329939,5.0848407502842e-35,1,FALSE
-11.3369732687453,NA,0.152462807613496,-0.00289997544878575,NA,NA,0.48613360286205,NA,7,-922.272663564304,1858.6264865489,170.207840565302,6.96230343408149e-38,1,FALSE
-39.1836462230758,NA,0.0298743836446759,NA,10.1670284220798,-0.886381946744934,0.462954627102128,NA,8,-924.019298758132,1864.14302101155,175.724375027954,4.41420713886978e-39,1,FALSE
-39.650226704003,0.00201012910545553,0.0209827309035164,NA,10.1745690770075,-0.886910822351824,0.46345608725052,NA,9,-923.061991316072,1864.25460672503,175.835960741435,4.17467026897768e-39,1,FALSE
-40.0207219682354,0.00505558783178158,NA,NA,10.1469899772944,-0.885121735069148,0.462186610890672,NA,8,-926.034924586298,1868.17427266788,179.755626684286,5.88135689216404e-40,1,FALSE
-8.50528703578384,NA,0.029425088995313,NA,-0.248949824675469,NA,0.442869796059845,NA,7,-936.58163847781,1887.24443637591,198.825790392313,4.25053993001969e-44,1,FALSE
-8.94561645640718,0.00197855407171972,0.0206373252014196,NA,-0.247630009419782,NA,0.443342514192769,NA,8,-935.641121502739,1887.38666650076,198.968020517167,3.95876043498928e-44,1,FALSE
-9.36840847335213,0.00497602365886778,NA,NA,-0.254481304616086,NA,0.442002702511191,NA,7,-938.5572232044,1891.19560582909,202.776959845492,5.89465721359302e-45,1,FALSE
-38.0041015663857,NA,NA,NA,10.0641107010352,-0.880452934874547,0.454838713653121,NA,7,-941.586846612623,1897.25485264554,208.836206661938,2.84911399898836e-46,1,FALSE
-10.6640107207832,0.00202166815186493,0.0218237522557612,NA,NA,NA,0.483845007225929,NA,7,-944.424114023351,1902.92938746699,214.510741483395,1.6691687544214e-47,1,FALSE
