"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-12.216744926262,0.215490370657979,-0.0131749279200072,0.0251570838985127,-0.000480052876155752,0.385464234140768,-0.0258141590618121,10,-117.524134230272,255.102084507512,0,0.89481506850603,0.89481506850603,FALSE
-11.775863214789,0.0582502190757819,NA,0.0252346068413974,-0.000481727845415438,0.381554231978054,-0.0255820315786007,9,-120.679310712405,259.40264196773,4.30055746021816,0.104202731131188,0.999017799637218,FALSE
-11.4305423126764,NA,NA,0.0251285612681519,-0.000478159630511495,0.389481988910071,-0.0261003614373748,8,-126.349508588373,268.734225000707,13.6321404931958,0.000980734815019666,0.999998534452238,FALSE
-10.707793326229,0.212971206197662,-0.0126915420964274,0.0334378245504475,-0.000653200158853383,-0.0224590662491232,NA,9,-131.987251622213,282.018523787346,26.9164392798345,1.27909488744572e-06,0.999999813547125,FALSE
-10.2922676193515,0.0609099453371193,NA,0.0334434986749428,-0.000653333197716929,-0.0227135015473697,NA,8,-134.923022331448,285.881252486857,30.7791679793452,1.85405188439096e-07,0.999999998952314,FALSE
-9.89946904819986,NA,NA,0.0335057541198834,-0.000653239826139495,-0.022977638429492,NA,7,-141.130536205299,296.288449579994,41.1863650724825,1.01912568819392e-09,0.99999999997144,FALSE
-10.9160387715123,0.220446330972359,-0.0132629249494113,0.0346742643592656,-0.000687703014040412,NA,NA,8,-143.803173206003,303.641554235966,48.5394697284544,2.57941582604472e-11,0.999999999997234,FALSE
-10.4852319824013,0.0617300890423144,NA,0.0346906840574401,-0.000688183277276322,NA,NA,7,-147.044106129992,308.115589429379,53.0135049218678,2.7542094366174e-12,0.999999999999988,FALSE
-10.0893356377922,NA,NA,0.0347702716452956,-0.000688507158043149,NA,NA,6,-153.483100878046,318.986729615329,63.8846451078172,1.20049087852e-14,1,FALSE
-14.3314569946964,0.221117954126533,-0.0143297385929805,0.0019147308610261,NA,0.998235018028793,-0.0651132749809981,9,-177.299012081005,372.642044704929,117.539960197417,2.68074330776565e-26,1,FALSE
-13.8705154339176,0.0514687545329508,NA,0.00190456678380067,NA,0.996736407184753,-0.0650342354789255,8,-181.110870427365,378.25694867869,123.154864171179,1.61805889172255e-27,1,FALSE
-13.5508011084228,NA,NA,0.0019691606402714,NA,0.999550554405345,-0.0652244141837687,7,-185.638002097097,385.303381363591,130.201296856079,4.77398344115118e-29,1,FALSE
-14.2743842560563,0.224128301643063,-0.0140347450001276,NA,NA,0.978750543058817,-0.063413824257559,8,-193.803178725295,403.641565274551,148.539480767039,4.97502042365205e-33,1,FALSE
-13.8184045640054,0.0571281527347961,NA,NA,NA,0.977469518446831,-0.0633492622639245,7,-197.508845536353,409.045068242102,153.94298373459,3.33763704507164e-34,1,FALSE
-13.4601046055749,NA,NA,NA,NA,0.979858825580446,-0.0634971444624269,6,-203.156718531511,418.333964922259,163.231880414747,3.20908205151776e-36,1,FALSE
-10.1645179792739,0.221351821639458,-0.0142800055819835,0.00134243364325244,NA,-0.0470501665110159,NA,8,-362.143339047208,740.321885918378,485.219801410866,3.8689414500622e-106,1,FALSE
-9.70700930086881,0.0519469759797334,NA,0.00133138778505074,NA,-0.0473746313787067,NA,7,-366.183626496935,746.394630163267,491.292545655755,1.85743018801112e-107,1,FALSE
-10.1991493768379,0.223248262209527,-0.0140743628938935,NA,NA,-0.0415799159345847,NA,7,-369.430900156927,752.889177483251,497.787092975739,7.22170041021756e-109,1,FALSE
-9.37270677293794,NA,NA,0.00140236080973621,NA,-0.0475505527413067,NA,6,-371.074555793999,754.169639447236,499.067554939724,3.80706844919411e-109,1,FALSE
-9.74484054495761,0.0557464019651973,NA,NA,NA,-0.0419238554538721,NA,6,-373.381005609242,758.782539077723,503.680454570211,3.79238358179817e-110,1,FALSE
-9.38674526645175,NA,NA,NA,NA,-0.041813239896251,NA,5,-379.056737901235,768.128134976671,513.026050469159,3.54439318815643e-112,1,FALSE
-10.5479770742839,0.235023636771279,-0.015347254115517,NA,NA,NA,NA,6,-409.521099361935,831.062726583107,575.960642075596,7.64661044088497e-126,1,FALSE
-10.550935509026,0.235069526779972,-0.0154551100811421,0.000332906525553999,NA,NA,NA,7,-409.045541077488,832.118459324373,577.016374816861,4.5104462679931e-126,1,FALSE
-10.0615439311,0.0532900011578031,NA,NA,NA,NA,NA,5,-414.294522785021,838.603704744243,583.501620236731,1.76183958590523e-127,1,FALSE
-10.0621398286441,0.0523049917560003,NA,0.000309326297645702,NA,NA,NA,6,-413.88159595652,839.783719772277,584.681635264766,9.76628415362167e-128,1,FALSE
-9.71830884713467,NA,NA,NA,NA,NA,NA,4,-419.559575915362,847.128922226425,592.026837718913,2.48164073309282e-129,1,FALSE
-9.72687121188367,NA,NA,0.000381700354991139,NA,NA,NA,5,-418.931563487187,847.877786148575,592.775701641063,1.70657419496087e-129,1,FALSE
