"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-118.728071314248,0.243283594205383,-0.00281112492442064,8.89759064540292,-0.177669362902692,-0.476122866616517,0.0332553275295298,NA,10,-4043.8032477625,8107.65839455779,0,0.610384456253512,0.610384456253512
-113.553008491642,0.246706234604298,-0.00283231213272742,8.73776275446336,-0.174456887830781,-0.48317196745968,0.0337529931864965,-0.00163082302534709,11,-4043.35157151429,8108.76543656327,1.10704200547389,0.350923416151076,0.961307872404588
-4.46283854386486,0.242941551033676,-0.00281197418771294,-0.105411610764964,NA,-0.542055328076821,0.0379070030246393,NA,9,-4048.30704125178,8114.65653533375,6.99814077595875,0.0184491560485314,0.979757028453119
-0.808650322795309,0.246963344476449,-0.00283681407161046,-0.10194137793479,NA,-0.548996944588867,0.0383966861782385,-0.00191654238933616,10,-4047.68346413865,8115.41882731009,7.76043275229677,0.0126022155858259,0.992359244038945
-141.765869153529,0.2441309625299,-0.00281637736917556,10.5613756940232,-0.210383059183482,0.02678765326021,NA,NA,9,-4049.71679253666,8117.47603790351,9.81764334571562,0.00450535794040897,0.996864601979354
-137.933809902964,0.246870914478413,-0.00283336214907586,10.4552324782361,-0.20824057999632,0.0271684172039865,NA,-0.0012997186621795,10,-4049.43023495979,8118.91236895237,11.2539743945781,0.00219701982603964,0.999061621805394
-155.120847583704,0.244229521470361,-0.00281245404959458,11.6697382704368,-0.233013837693228,NA,NA,NA,8,-4053.16706200732,8122.36807827072,14.7096837129238,0.000390333865117299,0.999451955670511
-2.52302421919495,0.247531838489152,-0.00284667976513247,NA,NA,-0.508956056809283,0.0367703623821354,-0.00246384144799444,9,-4052.96719784804,8123.97684852628,16.3184539684808,0.000174620894956293,0.999626576565467
-152.133752366439,0.246479821955037,-0.00282634935139011,11.59554685881,-0.231519232126106,NA,NA,-0.00106559727607608,9,-4052.97361513662,8123.98968310343,16.3312885456398,0.000173503890185653,0.999800080455653
-7.34301045593278,0.242352553519991,-0.00281497805068893,NA,NA,-0.498140282131632,0.0360608262260699,NA,8,-4054.00405947619,8124.04207320845,16.3836786506536,0.000169017957799738,0.999969098413453
-6.79779408359856,0.243852721274436,-0.00281829636098765,-0.0984079599182335,NA,0.0321460376501383,NA,NA,8,-4056.18661596332,8128.40718618271,20.7487916249147,1.90572666697294e-05,0.999988155680122
-3.79270395240202,0.247199677585882,-0.00283900884626471,-0.0954600724690929,NA,0.0325430840262108,NA,-0.00158917643582974,9,-4055.75887782394,8129.56020847807,21.9018139202708,1.07074240105556e-05,0.999998863104133
-9.38883938989612,0.243255128040672,-0.00282078713848268,NA,NA,0.0470963211990121,NA,NA,7,-4061.15278231336,8136.33196726698,28.6735727091855,3.62423427741147e-07,0.999999225527561
-5.3706702181832,0.243934044832332,-0.00281369044792983,-0.145392429917517,NA,NA,NA,NA,7,-4061.25592960932,8136.5382618589,28.8798673011097,3.26903794831496e-07,0.999999552431356
-5.28653392043897,0.247719465100346,-0.00284816374120357,NA,NA,0.0470244900467724,NA,-0.00211466954624562,8,-4060.38959950102,8136.81315325812,29.1547587003251,2.849233573701e-07,0.999999837354713
-2.82044587934125,0.246762464988826,-0.00283114190548201,-0.143384743331998,NA,NA,NA,-0.00134092787923528,8,-4060.9502575223,8137.93446930068,30.2760747428829,1.6264374596687e-07,0.999999999998459
-9.03097037795092,0.24286995759622,-0.00281430818491847,NA,NA,NA,NA,NA,6,-4075.11473203758,8162.24926138839,54.590866830591,8.53782703127946e-13,0.999999999999313
-4.86894440998841,0.247397486283337,-0.00284208625247788,NA,NA,NA,NA,-0.00214571408922697,7,-4074.32825807172,8162.68291878371,55.0245242259134,6.8735302011742e-13,1
-100.491645326726,0.0906180168782031,NA,7.54717119701605,-0.150646467172675,-0.465682810409601,0.0326964720613803,NA,9,-4310.16046192575,8638.3633766817,530.704982123902,3.50332830587243e-116,1
-3.56085518575857,0.0902330088851186,NA,-0.0865585002356706,NA,-0.53297038617111,0.0373816001666767,NA,8,-4313.30865133471,8642.65125692549,534.992862367697,4.10562683768142e-117,1
-128.003778625847,0.0911404477501043,NA,9.56835276424965,-0.190441717434802,0.0289455712599743,NA,NA,8,-4315.95293154081,8647.9398173377,540.281422779903,2.91731396856217e-118,1
-5.90364265786696,0.0896514481873743,NA,NA,NA,-0.502498529007306,0.036204223141278,NA,7,-4317.17992191542,8648.3862464711,540.727851913305,2.33368544139015e-118,1
-104.534106128947,0.0900912722155466,NA,7.56585487976689,-0.151016612949843,-0.454899168679109,0.0319910771946419,0.00190701123140594,10,-4315.54830432935,8651.14850769149,543.490113133696,5.86441794610134e-119,1
-143.102132734914,0.0914265497913487,NA,10.8190700954028,-0.215951106259329,NA,NA,NA,7,-4320.21711429249,8654.46063122525,546.802236667458,1.11945444994545e-119,1
-6.74849747375746,0.0900673535274352,NA,-0.0862758423936038,NA,-0.523826439228417,0.0367862117876306,0.00158905283153805,9,-4318.71249305685,8655.46743894389,547.809044386097,6.76676210892736e-120,1
-5.82538571985815,0.0907245109437851,NA,-0.0810844499861784,NA,0.0336565764266367,NA,NA,7,-4321.16727207801,8656.36094679629,548.702552238492,4.32870653573949e-120,1
-132.773108788848,0.0901805015769785,NA,9.59649769432527,-0.19101004393381,0.029018122730135,NA,0.00224306461019886,9,-4321.12271600009,8660.28788483037,552.629490272575,6.07623251516045e-121,1
-7.95737595986123,0.090161091647107,NA,NA,NA,0.0455087094201499,NA,NA,6,-4324.55963889702,8661.13907510726,553.480680549461,3.97009376718953e-121,1
-8.15726991343407,0.0900414094959994,NA,NA,NA,-0.494991375740401,0.0357100449824326,0.00111711677793985,8,-4322.56289393291,8661.15974212188,553.501347564088,3.9292800120079e-121,1
-4.31881334523193,0.0909976204797075,NA,-0.130790313248871,NA,NA,NA,NA,6,-4327.04680523021,8666.11340777365,558.455013215853,3.3009439504419e-122,1
-148.588684480122,0.0901800013580603,NA,10.8672201606921,-0.216920871428827,NA,NA,0.00248337699136048,8,-4325.44790307619,8666.92976040845,559.271365850658,2.19467101441174e-122,1
-9.55944364954164,0.0901590698947228,NA,-0.0813409892741614,NA,0.0337662169785887,NA,0.0018940426900401,8,-4326.3777527138,8668.78945968368,561.131065125886,8.66045802704693e-123,1
-10.8139447069739,0.0901300212828413,NA,NA,NA,0.0455950818696856,NA,0.00144083115904359,7,-4329.79335734309,8673.61311732645,565.954722768654,7.76420355485871e-124,1
-8.49362179768406,0.0901546958182821,NA,-0.131439163892821,NA,NA,NA,0.00212555680249622,7,-4332.35365457434,8678.73371178895,571.075317231154,6.00031365976453e-125,1
-7.61317031177487,0.0900377704169734,NA,NA,NA,NA,NA,NA,5,-4338.23356904726,8686.48127570054,578.822881142749,1.24684315595448e-126,1
-10.3080607171895,0.0900961103206625,NA,NA,NA,NA,NA,0.00135823256843433,6,-4343.65552173223,8699.33084077767,591.672446219878,2.02099026624451e-129,1
