"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-52.5732576351189,0.0945947812573262,-0.000582206496196336,11.2872158648769,-0.226204711051555,-0.445454904173302,0.0328142569939625,-0.0468731066691851,11,-2614.4783822302,5251.00874319636,0,0.999999997788071,0.999999997788071
94.0934794408408,0.0937781622149077,-0.000573398925495744,-0.204517226083516,NA,-0.551943535373323,0.040078071583852,-0.0470476330126581,10,-2636.06526878371,5292.17384465403,41.1651014576664,1.15109666062045e-09,0.999999998939168
-88.230025229096,0.0958137158319517,-0.000595010873868518,13.8496970209766,-0.276638566679492,0.0514630068339,NA,-0.046248963920042,10,-2636.14693011248,5292.33716731158,41.3284241152169,1.06083228771788e-09,1
90.377673522343,0.0950439015132406,-0.000586380293968648,-0.204559482329967,NA,0.0559348752225001,NA,-0.0463307704010175,9,-2669.74081980048,5357.51706569818,106.508322501813,7.44751916343399e-24,1
-110.282737785638,0.0933243262954451,-0.000575880244792629,15.4060411008269,-0.309033458270109,NA,NA,-0.0442987317495559,9,-2679.17515021371,5376.38572652464,125.376983328275,5.95297406469655e-28,1
-14.5375257504338,0.0556044982921836,NA,10.2480575827646,-0.205614014441088,-0.482902489864712,0.0351769795354597,-0.0591119447217499,10,-2691.38362345268,5402.81055399198,151.801810795619,1.08806693619813e-33,1
93.6025201831922,0.0946496574277238,-0.00057548832109684,NA,NA,-0.514676956145851,0.0398512809827822,-0.0495627302176341,9,-2702.74265735935,5423.52074081592,172.51199761956,3.46334443450754e-38,1
118.592736571769,0.0554450820768039,NA,-0.197884155360546,NA,-0.58165814001168,0.0419093088204397,-0.0591742790354759,9,-2709.20009554575,5436.43561718872,185.426873992354,5.43332787404506e-41,1
-53.2451879759228,0.0559241298085988,NA,13.064787256991,-0.26105088184763,0.0497678735244189,NA,-0.0586385384856086,9,-2716.39005933114,5450.8155447595,199.80680156314,4.09736181955267e-44,1
89.0644413759929,0.0922146608696324,-0.000564517465860456,-0.302719941983597,NA,NA,NA,-0.0441678289831054,8,-2720.40848595715,5456.84530721537,205.836564019007,2.00982403410388e-45,1
89.8938937588325,0.0958477160985201,-0.000587877807282878,NA,NA,0.0898361911639342,NA,-0.0488429740421713,8,-2735.41232085083,5486.85297700273,235.844233806366,6.12456620528323e-52,1
115.083389701915,0.0557760069839757,NA,-0.197829731023194,NA,0.0539800448120959,NA,-0.0586079688714133,8,-2746.31814087932,5508.6646170597,257.655873863337,1.12392640549127e-56,1
-76.5426861301588,0.0542252907231641,NA,14.5807200557245,-0.292597359363408,NA,NA,-0.0558241578998297,8,-2757.00286900514,5530.03407331135,279.025330114983,2.57287927672952e-61,1
119.396130284459,0.0567050143924015,NA,NA,NA,-0.545977297383414,0.0417108814159189,-0.0622613861972922,8,-2771.89247551251,5559.81328632608,308.804543129711,8.7891214379682e-68,1
111.754639664339,0.0538674892402011,NA,-0.292894983496673,NA,NA,NA,-0.0554745480239011,7,-2793.95989100788,5601.94181624751,350.933073051142,6.24958856985699e-77,1
115.87739469749,0.0570102482721549,NA,NA,NA,0.0866822988745556,NA,-0.0616835246635183,7,-2808.00069378258,5630.02342179691,379.014678600549,4.98893976886759e-83,1
