"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
6.0641243491324,0.0755323836971647,-0.00042367771478753,0.0154727365303075,0.000721758464898748,0.0386988834968929,-0.000695811736022269,-0.00317830831539389,11,-22303.1964829464,44628.397544695,0,0.750869958006961,0.750869958006961
6.24682753995103,0.0755364667473513,-0.000423740849736359,0.0156899371847455,0.000675179511112973,0.0175071990325773,NA,-0.00319046768803047,10,-22305.9096334417,44631.8230824858,3.42553779080481,0.135431175707423,0.886301133714384
6.02971370526666,0.0755036864557356,-0.00042334547186446,0.020015780660766,NA,0.0369832476656013,-0.00064413714441976,-0.00315572673308114,10,-22306.3179866284,44632.6397888592,4.2422441642193,0.0900270693996302,0.976328203114014
6.20174383385297,0.0755093544542118,-0.000423425200855921,0.0199451070093308,NA,0.0173738920320725,NA,-0.00316840291117722,9,-22308.6541595899,44635.3114409822,6.91389628722391,0.0236717968859857,1
0.181515330306296,0.0692920362513713,-0.000430730833319063,0.0159327955326641,0.000614642051279879,0.0405970531676852,-0.00075939733703033,NA,10,-22367.5375017931,44755.0788191885,126.681274493567,2.32849597857164e-28,1
0.187825709105795,0.069303857811153,-0.000430385368292038,0.0198027296164913,NA,0.0391232444269555,-0.00071496823173828,NA,9,-22369.8018028809,44757.606727564,129.209182869075,6.57880726133374e-29,1
0.356336132055139,0.0692732154826315,-0.000430850999973723,0.0161720586303365,0.000563340668344088,0.0174687990539702,NA,NA,9,-22370.7676388688,44759.53839954,131.140854845013,2.5043205836653e-29,1
0.352727811596657,0.0692851099885372,-0.000430526206903277,0.0197234989622094,NA,0.0173576566364204,NA,NA,8,-22372.6788925581,44761.3602825148,132.96273781982,1.00710108020344e-29,1
6.45007071843265,0.0753975473310013,-0.000422199803093908,0.0159247281969078,NA,NA,NA,-0.00314828194795794,8,-22660.1222951959,45336.2470877903,707.849543095334,1.47227669201073e-154,1
6.45071471028795,0.0753979076066248,-0.000422204086366455,0.0158654825349222,9.33336494364165e-06,NA,NA,-0.00314858182831782,9,-22660.1217739776,45338.2466697574,709.849125062479,5.41733546084128e-155,1
5.92968431811635,0.0750038868188192,-0.000418236004549125,NA,NA,0.0137926113734821,NA,-0.00295993442392326,8,-22668.4800231385,45352.9625436755,724.564998980495,3.45361808618701e-158,1
5.85209932428516,0.0750000473294787,-0.000418187460743856,NA,NA,0.0225837304068994,-0.000288962580559313,-0.00295392143501542,9,-22668.0156469372,45354.0344156766,725.636870981674,2.02078571087309e-158,1
